value,source,target
5.321354,"Fire, heat, and hot substances","Fracture of skull"
239.4991,"Fire, heat, and hot substances","Poisoning"
.4320785,"Fire, heat, and hot substances","Non-fatal submersion"
10.22633,"Fire, heat, and hot substances","Fracture of pelvis"
135.1174,"Fire, heat, and hot substances","Complications of medical treatment"
87.80219,"Fire, heat, and hot substances","Multiple significant injuries"
20.81607,"Fire, heat, and hot substances","Other injuries of muscle & tendon and other dislocations"
11.70166,"Fire, heat, and hot substances","Fracture of foot bone"
28.66909,"Fire, heat, and hot substances","Fracture of femur, other than femoral neck"
1.304473,"Fire, heat, and hot substances","Dislocation of knee"
798.1867,"Fire, heat, and hot substances","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
357.5496,"Fire, heat, and hot substances","Internal hemorrhage in abdomen or pelvis"
7.442883,"Fire, heat, and hot substances","Injured nerves"
2.675329,"Fire, heat, and hot substances","Fracture of face bone"
42.31446,"Fire, heat, and hot substances","Dislocation of shoulder"
.1973027,"Fire, heat, and hot substances","Amputation of finger (excluding thumb)"
9.582928,"Fire, heat, and hot substances","Minor traumatic brain injury"
3.467376,"Fire, heat, and hot substances","Fracture of radius or ulna"
86.08118,"Fire, heat, and hot substances","Fracture of patella, tibia, fibula, or ankle"
5.503643,"Pulmonary aspiration and foreign body in airway","Dislocation of shoulder"
.1848985,"Pulmonary aspiration and foreign body in airway","Fracture of clavicle, scapula, or humerus"
.1831518,"Pulmonary aspiration and foreign body in airway","Dislocation of knee"
.3891755,"Pulmonary aspiration and foreign body in airway","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
4.91503,"Pulmonary aspiration and foreign body in airway","Multiple significant injuries"
.5860348,"Pulmonary aspiration and foreign body in airway","Fracture of pelvis"
3.473395,"Pulmonary aspiration and foreign body in airway","Spinal cord lesion at neck level"
3.543726,"Pulmonary aspiration and foreign body in airway","Fracture of patella, tibia, fibula, or ankle"
.1168739,"Pulmonary aspiration and foreign body in airway","Fracture of skull"
1.483905,"Pulmonary aspiration and foreign body in airway","Fracture of femur, other than femoral neck"
.742984,"Pulmonary aspiration and foreign body in airway","Fracture of vertebral column"
1.677352,"Pulmonary aspiration and foreign body in airway","Other injuries of muscle & tendon and other dislocations"
.3716992,"Pulmonary aspiration and foreign body in airway","Injured nerves"
.500037,"Pulmonary aspiration and foreign body in airway","Open wound"
13.21249,"Pulmonary aspiration and foreign body in airway","Fracture of neck of femur"
.4050662,"Pulmonary aspiration and foreign body in airway","Non-fatal submersion"
.122492,"Pulmonary aspiration and foreign body in airway","Injury to eyes (including foreign body eye)"
.3303418,"Pulmonary aspiration and foreign body in airway","Severe chest Injury"
.3083895,"Pulmonary aspiration and foreign body in airway","Fracture of radius or ulna"
.1481529,"Pulmonary aspiration and foreign body in airway","Crush injury"
1.231561,"Pulmonary aspiration and foreign body in airway","Spinal cord lesion below neck level"
7.062936,"Pulmonary aspiration and foreign body in airway","Poisoning"
1.297381,"Pulmonary aspiration and foreign body in airway","Internal hemorrhage in abdomen or pelvis"
.0184086,"Pulmonary aspiration and foreign body in airway","Fracture of sternum or rib(s)"
.3022591,"Pulmonary aspiration and foreign body in airway","Burns with <20% total burned surface area"
.4152769,"Pulmonary aspiration and foreign body in airway","Fracture of hand bone"
6.732516,"Pulmonary aspiration and foreign body in airway","Complications of medical treatment"
.1191305,"Pulmonary aspiration and foreign body in airway","Contusion"
.1022685,"Pulmonary aspiration and foreign body in airway","Fracture of face bone"
.9183461,"Pulmonary aspiration and foreign body in airway","Fracture of foot bone"
.0541176,"Pulmonary aspiration and foreign body in airway","Dislocation of hip"
.2783592,"Pulmonary aspiration and foreign body in airway","Environmental factors (e.g. temperature, pressure, electricity)"
.4445621,"Pulmonary aspiration and foreign body in airway","Minor traumatic brain injury"
.940617,"Pulmonary aspiration and foreign body in airway","Moderate to severe traumatic brain injury"
1.867283,"Foreign body in eyes","Fracture of neck of femur"
.1025573,"Foreign body in eyes","Multiple significant injuries"
.2506422,"Foreign body in eyes","Minor traumatic brain injury"
.299473,"Foreign body in eyes","Fracture of skull"
.1252057,"Foreign body in eyes","Environmental factors (e.g. temperature, pressure, electricity)"
.3822894,"Foreign body in eyes","Contusion"
.0019684,"Foreign body in eyes","Fracture of sternum or rib(s)"
.0216563,"Foreign body in eyes","Fracture of clavicle, scapula, or humerus"
.2090323,"Foreign body in eyes","Other injuries of muscle & tendon and other dislocations"
2.495059,"Foreign body in eyes","Spinal cord lesion below neck level"
1.392085,"Foreign body in eyes","Injured nerves"
.1494829,"Foreign body in eyes","Burns with <20% total burned surface area"
.0872386,"Foreign body in eyes","Dislocation of shoulder"
12.60421,"Foreign body in eyes","Injury to eyes (including foreign body eye)"
.6321393,"Foreign body in eyes","Poisoning"
.1675656,"Foreign body in eyes","Fracture of pelvis"
.3091001,"Foreign body in eyes","Fracture of foot bone"
.0520642,"Foreign body in eyes","Dislocation of knee"
.0609469,"Foreign body in eyes","Severe chest Injury"
15.73619,"Foreign body in eyes","Internal hemorrhage in abdomen or pelvis"
23.56851,"Foreign body in eyes","Complications of medical treatment"
1.353021,"Foreign body in eyes","Fracture of patella, tibia, fibula, or ankle"
.7232598,"Foreign body in eyes","Moderate to severe traumatic brain injury"
1.203161,"Foreign body in eyes","Spinal cord lesion at neck level"
.5130488,"Foreign body in eyes","Fracture of femur, other than femoral neck"
.1165378,"Foreign body in eyes","Crush injury"
.2846172,"Foreign body in eyes","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
.0557037,"Foreign body in eyes","Fracture of radius or ulna"
.0264513,"Foreign body in eyes","Fracture of face bone"
.265974,"Foreign body in eyes","Fracture of vertebral column"
2.326449,"Foreign body in eyes","Open wound"
.0156892,"Foreign body in eyes","Dislocation of hip"
.1853165,"Foreign body in eyes","Fracture of hand bone"
1.070453,"Foreign body in other body part","Fracture of foot bone"
.0146764,"Foreign body in other body part","Dislocation of knee"
3.106407,"Foreign body in other body part","Spinal cord lesion below neck level"
179.849,"Foreign body in other body part","Open wound"
.0748201,"Foreign body in other body part","Crush injury"
.4511044,"Foreign body in other body part","Fracture of pelvis"
.6913994,"Foreign body in other body part","Severe chest Injury"
33.75897,"Foreign body in other body part","Fracture of neck of femur"
42.15983,"Foreign body in other body part","Injury to eyes (including foreign body eye)"
.02954,"Foreign body in other body part","Dislocation of hip"
2.528521,"Foreign body in other body part","Moderate to severe traumatic brain injury"
3.267372,"Foreign body in other body part","Fracture of femur, other than femoral neck"
.1863721,"Foreign body in other body part","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
23.52331,"Foreign body in other body part","Complications of medical treatment"
.2388077,"Foreign body in other body part","Dislocation of shoulder"
.0672748,"Foreign body in other body part","Non-fatal submersion"
10.48531,"Foreign body in other body part","Fracture of patella, tibia, fibula, or ankle"
7.500417,"Foreign body in other body part","Multiple significant injuries"
4.058648,"Foreign body in other body part","Other injuries of muscle & tendon and other dislocations"
.003441,"Foreign body in other body part","Fracture of sternum or rib(s)"
102.7216,"Foreign body in other body part","Poisoning"
.8154649,"Foreign body in other body part","Fracture of radius or ulna"
1.783484,"Foreign body in other body part","Burns with <20% total burned surface area"
2.027389,"Foreign body in other body part","Fracture of vertebral column"
.498105,"Foreign body in other body part","Amputation of finger (excluding thumb)"
.2425436,"Foreign body in other body part","Fracture of face bone"
3.881212,"Foreign body in other body part","Fracture of skull"
5.580947,"Foreign body in other body part","Injured nerves"
.7184587,"Foreign body in other body part","Minor traumatic brain injury"
5.76282,"Foreign body in other body part","Fracture of hand bone"
114.5206,"Foreign body in other body part","Internal hemorrhage in abdomen or pelvis"
11.93448,"Foreign body in other body part","Contusion"
.5660957,"Foreign body in other body part","Environmental factors (e.g. temperature, pressure, electricity)"
.059433,"Foreign body in other body part","Fracture of clavicle, scapula, or humerus"
1.622887,"Foreign body in other body part","Spinal cord lesion at neck level"
2.788404,"Assault by firearm","Fracture of foot bone"
.432374,"Assault by firearm","Burns with <20% total burned surface area"
.3110359,"Assault by firearm","Environmental factors (e.g. temperature, pressure, electricity)"
.0929008,"Assault by firearm","Amputation of finger (excluding thumb)"
13.42,"Assault by firearm","Fracture of femur, other than femoral neck"
.4965197,"Assault by firearm","Injury to eyes (including foreign body eye)"
5.04966,"Assault by firearm","Poisoning"
6.996542,"Assault by firearm","Contusion"
.3095564,"Assault by firearm","Fracture of face bone"
2.713512,"Assault by firearm","Injured nerves"
.3855267,"Assault by firearm","Crush injury"
27.60136,"Assault by firearm","Internal hemorrhage in abdomen or pelvis"
3.107529,"Assault by firearm","Fracture of hand bone"
28.04143,"Assault by firearm","Fracture of vertebral column"
.1615583,"Assault by firearm","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
12.52735,"Assault by firearm","Fracture of neck of femur"
.0052395,"Assault by firearm","Non-fatal submersion"
3.902437,"Assault by firearm","Fracture of radius or ulna"
40.14727,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle"
10.8643,"Assault by firearm","Multiple significant injuries"
28.82351,"Assault by firearm","Spinal cord lesion below neck level"
10.60517,"Assault by firearm","Spinal cord lesion at neck level"
.2000659,"Assault by firearm","Dislocation of shoulder"
8.109612,"Assault by firearm","Fracture of skull"
5.275447,"Assault by firearm","Moderate to severe traumatic brain injury"
36.37143,"Assault by firearm","Open wound"
.8237628,"Assault by firearm","Other injuries of muscle & tendon and other dislocations"
7.028437,"Assault by firearm","Complications of medical treatment"
6.284674,"Assault by firearm","Fracture of pelvis"
1.931013,"Assault by firearm","Severe chest Injury"
4.55305,"Assault by firearm","Minor traumatic brain injury"
.0545352,"Assault by firearm","Dislocation of hip"
.0115635,"Assault by firearm","Fracture of sternum or rib(s)"
.5488898,"Assault by firearm","Fracture of clavicle, scapula, or humerus"
.0781076,"Assault by firearm","Dislocation of knee"
3.46696,"Assault by sharp object","Poisoning"
65.88355,"Assault by sharp object","Internal hemorrhage in abdomen or pelvis"
.0923387,"Assault by sharp object","Dislocation of knee"
.3183649,"Assault by sharp object","Dislocation of hip"
7.598504,"Assault by sharp object","Other injuries of muscle & tendon and other dislocations"
.4592326,"Assault by sharp object","Fracture of face bone"
1.445481,"Assault by sharp object","Crush injury"
14.19299,"Assault by sharp object","Complications of medical treatment"
17.65566,"Assault by sharp object","Fracture of patella, tibia, fibula, or ankle"
.5406311,"Assault by sharp object","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
2.472476,"Assault by sharp object","Fracture of foot bone"
45.98821,"Assault by sharp object","Multiple significant injuries"
20.36201,"Assault by sharp object","Spinal cord lesion below neck level"
8.932158,"Assault by sharp object","Injured nerves"
8.135196,"Assault by sharp object","Fracture of vertebral column"
.5765896,"Assault by sharp object","Fracture of clavicle, scapula, or humerus"
10.8769,"Assault by sharp object","Moderate to severe traumatic brain injury"
10.49009,"Assault by sharp object","Contusion"
12.52942,"Assault by sharp object","Fracture of skull"
7.671983,"Assault by sharp object","Fracture of hand bone"
2.126172,"Assault by sharp object","Fracture of pelvis"
3.745845,"Assault by sharp object","Minor traumatic brain injury"
6.447859,"Assault by sharp object","Fracture of femur, other than femoral neck"
7.030501,"Assault by sharp object","Fracture of neck of femur"
.0525421,"Assault by sharp object","Non-fatal submersion"
.6323898,"Assault by sharp object","Amputation of finger (excluding thumb)"
147.4513,"Assault by sharp object","Open wound"
2.70926,"Assault by sharp object","Fracture of radius or ulna"
8.598555,"Assault by sharp object","Spinal cord lesion at neck level"
2.536254,"Assault by sharp object","Dislocation of shoulder"
.9428379,"Assault by sharp object","Burns with <20% total burned surface area"
5.199257,"Assault by sharp object","Severe chest Injury"
.5303012,"Assault by sharp object","Environmental factors (e.g. temperature, pressure, electricity)"
.3274985,"Assault by sharp object","Fracture of sternum or rib(s)"
2.43431,"Assault by sharp object","Injury to eyes (including foreign body eye)"
1.016415,"Assault by other means","Dislocation of hip"
68.49551,"Assault by other means","Moderate to severe traumatic brain injury"
15.21778,"Assault by other means","Burns with <20% total burned surface area"
19.0752,"Assault by other means","Spinal cord lesion at neck level"
9.927669,"Assault by other means","Fracture of pelvis"
5.059107,"Assault by other means","Other injuries of muscle & tendon and other dislocations"
30.56536,"Assault by other means","Complications of medical treatment"
25.80113,"Assault by other means","Spinal cord lesion below neck level"
7.100723,"Assault by other means","Dislocation of shoulder"
.2502184,"Assault by other means","Non-fatal submersion"
51.81009,"Assault by other means","Fracture of skull"
127.037,"Assault by other means","Multiple significant injuries"
6.929435,"Assault by other means","Fracture of face bone"
37.96846,"Assault by other means","Minor traumatic brain injury"
23.77071,"Assault by other means","Fracture of femur, other than femoral neck"
.0932159,"Assault by other means","Amputation of finger (excluding thumb)"
37.68868,"Assault by other means","Fracture of hand bone"
.1846176,"Assault by other means","Dislocation of knee"
44.10781,"Assault by other means","Contusion"
159.0522,"Assault by other means","Open wound"
1.304111,"Assault by other means","Fracture of clavicle, scapula, or humerus"
3.848442,"Assault by other means","Fracture of foot bone"
5.868662,"Assault by other means","Injured nerves"
28.59265,"Assault by other means","Internal hemorrhage in abdomen or pelvis"
1.137207,"Assault by other means","Crush injury"
57.32845,"Assault by other means","Poisoning"
2.231862,"Assault by other means","Environmental factors (e.g. temperature, pressure, electricity)"
94.31857,"Assault by other means","Fracture of patella, tibia, fibula, or ankle"
1.89807,"Assault by other means","Severe chest Injury"
5.195518,"Assault by other means","Fracture of sternum or rib(s)"
31.72545,"Assault by other means","Fracture of vertebral column"
3.392503,"Assault by other means","Injury to eyes (including foreign body eye)"
8.940209,"Assault by other means","Fracture of radius or ulna"
48.00142,"Assault by other means","Fracture of neck of femur"
9.960264,"Assault by other means","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
.4028656,"Unintentional firearm injuries","Fracture of face bone"
64.36462,"Unintentional firearm injuries","Open wound"
3.166876,"Unintentional firearm injuries","Fracture of radius or ulna"
5.46505,"Unintentional firearm injuries","Fracture of pelvis"
33.83751,"Unintentional firearm injuries","Fracture of patella, tibia, fibula, or ankle"
3.255515,"Unintentional firearm injuries","Contusion"
.1374817,"Unintentional firearm injuries","Dislocation of hip"
.2032891,"Unintentional firearm injuries","Fracture of sternum or rib(s)"
.2528979,"Unintentional firearm injuries","Environmental factors (e.g. temperature, pressure, electricity)"
6.378139,"Unintentional firearm injuries","Dislocation of shoulder"
.0053331,"Unintentional firearm injuries","Non-fatal submersion"
1.246953,"Unintentional firearm injuries","Amputation of finger (excluding thumb)"
1.103013,"Unintentional firearm injuries","Burns with <20% total burned surface area"
21.99097,"Unintentional firearm injuries","Fracture of hand bone"
.5522194,"Unintentional firearm injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
9.091694,"Unintentional firearm injuries","Multiple significant injuries"
.9031642,"Unintentional firearm injuries","Minor traumatic brain injury"
2.156093,"Unintentional firearm injuries","Severe chest Injury"
2.537878,"Unintentional firearm injuries","Fracture of skull"
.6857791,"Unintentional firearm injuries","Fracture of clavicle, scapula, or humerus"
4.513818,"Unintentional firearm injuries","Poisoning"
13.84892,"Unintentional firearm injuries","Fracture of femur, other than femoral neck"
2.970742,"Unintentional firearm injuries","Injury to eyes (including foreign body eye)"
3.466176,"Unintentional firearm injuries","Fracture of foot bone"
13.49194,"Unintentional firearm injuries","Fracture of vertebral column"
8.31505,"Unintentional firearm injuries","Spinal cord lesion below neck level"
26.66418,"Unintentional firearm injuries","Complications of medical treatment"
19.55218,"Unintentional firearm injuries","Internal hemorrhage in abdomen or pelvis"
2.931009,"Unintentional firearm injuries","Injured nerves"
6.182961,"Unintentional firearm injuries","Moderate to severe traumatic brain injury"
20.66165,"Unintentional firearm injuries","Spinal cord lesion at neck level"
.1595954,"Unintentional firearm injuries","Dislocation of knee"
.3573045,"Unintentional firearm injuries","Crush injury"
26.55048,"Unintentional firearm injuries","Fracture of neck of femur"
1.598967,"Unintentional firearm injuries","Other injuries of muscle & tendon and other dislocations"
3.256195,"Other exposure to mechanical forces","Dislocation of knee"
51.20893,"Other exposure to mechanical forces","Crush injury"
72.66945,"Other exposure to mechanical forces","Spinal cord lesion at neck level"
5081.612,"Other exposure to mechanical forces","Open wound"
16.78918,"Other exposure to mechanical forces","Severe chest Injury"
1315.474,"Other exposure to mechanical forces","Contusion"
619.5463,"Other exposure to mechanical forces","Internal hemorrhage in abdomen or pelvis"
123.0847,"Other exposure to mechanical forces","Injury to eyes (including foreign body eye)"
257.9532,"Other exposure to mechanical forces","Multiple significant injuries"
98.65776,"Other exposure to mechanical forces","Dislocation of shoulder"
125.103,"Other exposure to mechanical forces","Moderate to severe traumatic brain injury"
214.2196,"Other exposure to mechanical forces","Fracture of pelvis"
88.49804,"Other exposure to mechanical forces","Minor traumatic brain injury"
111.4249,"Other exposure to mechanical forces","Fracture of radius or ulna"
123.555,"Other exposure to mechanical forces","Injured nerves"
126.9335,"Other exposure to mechanical forces","Amputation of finger (excluding thumb)"
12.68882,"Other exposure to mechanical forces","Fracture of sternum or rib(s)"
30.20767,"Other exposure to mechanical forces","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
12.10686,"Other exposure to mechanical forces","Fracture of face bone"
242.5432,"Other exposure to mechanical forces","Fracture of femur, other than femoral neck"
34.86321,"Other exposure to mechanical forces","Poisoning"
190.2454,"Other exposure to mechanical forces","Complications of medical treatment"
46.67433,"Other exposure to mechanical forces","Burns with <20% total burned surface area"
545.1373,"Other exposure to mechanical forces","Fracture of vertebral column"
220.778,"Other exposure to mechanical forces","Fracture of neck of femur"
1468.223,"Other exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
2359.308,"Other exposure to mechanical forces","Fracture of hand bone"
10.11315,"Other exposure to mechanical forces","Fracture of clavicle, scapula, or humerus"
21.24757,"Other exposure to mechanical forces","Spinal cord lesion below neck level"
3.387679,"Other exposure to mechanical forces","Environmental factors (e.g. temperature, pressure, electricity)"
9.08452,"Other exposure to mechanical forces","Dislocation of hip"
133.2886,"Other exposure to mechanical forces","Other injuries of muscle & tendon and other dislocations"
108.1853,"Other exposure to mechanical forces","Fracture of foot bone"
175.0597,"Other exposure to mechanical forces","Fracture of skull"
.0584487,"Other exposure to mechanical forces","Non-fatal submersion"
8.89575,"Unintentional suffocation","Spinal cord lesion at neck level"
.0007711,"Unintentional suffocation","Dislocation of knee"
1.92461,"Unintentional suffocation","Complications of medical treatment"
.614867,"Unintentional suffocation","Amputation of finger (excluding thumb)"
.0007706,"Unintentional suffocation","Multiple significant injuries"
1.847573,"Unintentional suffocation","Moderate to severe traumatic brain injury"
49.64293,"Unintentional suffocation","Open wound"
.2551174,"Unintentional suffocation","Other injuries of muscle & tendon and other dislocations"
1.614569,"Unintentional suffocation","Contusion"
10.87014,"Unintentional suffocation","Spinal cord lesion below neck level"
1.768269,"Unintentional suffocation","Fracture of skull"
4.020967,"Unintentional suffocation","Fracture of radius or ulna"
.784942,"Unintentional suffocation","Fracture of pelvis"
5.596038,"Unintentional suffocation","Poisoning"
1.046944,"Unintentional suffocation","Dislocation of shoulder"
.4089319,"Unintentional suffocation","Severe chest Injury"
10.20139,"Unintentional suffocation","Fracture of neck of femur"
6.089476,"Unintentional suffocation","Fracture of vertebral column"
.0822862,"Unintentional suffocation","Fracture of sternum or rib(s)"
.1850093,"Unintentional suffocation","Non-fatal submersion"
.247522,"Unintentional suffocation","Injured nerves"
