value,source,target,sex,year,id
24.59592,"Assault by firearm","Fracture of vertebral column","male",2000,"inj_homicide_gun23"
7.197466,"Assault by firearm","Fracture of skull","male",2000,"inj_homicide_gun24"
2.48986,"Assault by firearm","Fracture of foot bone","male",2000,"inj_homicide_gun25"
.4757148,"Assault by firearm","Fracture of clavicle, scapula, or humerus","male",2000,"inj_homicide_gun26"
.1827304,"Assault by firearm","Dislocation of shoulder","male",2000,"inj_homicide_gun27"
.0727678,"Assault by firearm","Dislocation of knee","male",2000,"inj_homicide_gun28"
4.526999,"Assault by firearm","Poisoning","male",2000,"inj_homicide_gun29"
24.92628,"Assault by firearm","Internal hemorrhage in abdomen or pelvis","male",2000,"inj_homicide_gun30"
.0959809,"Assault by firearm","Amputation of finger (excluding thumb)","male",2000,"inj_homicide_gun31"
.3385561,"Assault by firearm","Crush injury","male",2000,"inj_homicide_gun32"
6.435758,"Assault by firearm","Complications of medical treatment","male",2000,"inj_homicide_gun33"
2.473076,"Assault by firearm","Injured nerves","male",2000,"inj_homicide_gun34"
13.94264,"Assault by firearm","Fracture of neck of femur","male",2000,"inj_homicide_gun35"
4.531304,"Assault by other means","Other injuries of muscle & tendon and other dislocations","male",2000,"inj_homicide_other1"
81.70238,"Assault by other means","Fracture of patella, tibia, fibula, or ankle","male",2000,"inj_homicide_other2"
61.63679,"Assault by other means","Moderate to severe traumatic brain injury","male",2000,"inj_homicide_other3"
157.6284,"Assault by other means","Open wound","male",2000,"inj_homicide_other4"
21.23644,"Assault by other means","Fracture of femur, other than femoral neck","male",2000,"inj_homicide_other5"
33.33702,"Assault by other means","Minor traumatic brain injury","male",2000,"inj_homicide_other6"
5.95883,"Assault by other means","Fracture of face bone","male",2000,"inj_homicide_other7"
6.282872,"Assault by other means","Dislocation of shoulder","male",2000,"inj_homicide_other8"
.8995153,"Assault by other means","Dislocation of hip","male",2000,"inj_homicide_other9"
143.4749,"Assault by other means","Multiple significant injuries","male",2000,"inj_homicide_other10"
56.54324,"Assault by other means","Fracture of neck of femur","male",2000,"inj_homicide_other11"
25.62633,"Assault by other means","Internal hemorrhage in abdomen or pelvis","male",2000,"inj_homicide_other12"
26.43235,"Assault by other means","Spinal cord lesion below neck level","male",2000,"inj_homicide_other13"
1.615059,"Assault by other means","Severe chest Injury","male",2000,"inj_homicide_other14"
51.40437,"Assault by other means","Poisoning","male",2000,"inj_homicide_other15"
39.29282,"Assault by other means","Contusion","male",2000,"inj_homicide_other16"
5.167164,"Assault by other means","Injured nerves","male",2000,"inj_homicide_other17"
3.381431,"Assault by other means","Fracture of foot bone","male",2000,"inj_homicide_other18"
1.005711,"Assault by other means","Crush injury","male",2000,"inj_homicide_other19"
44.08994,"Assault by other means","Fracture of skull","male",2000,"inj_homicide_other20"
.0944236,"Assault by other means","Amputation of finger (excluding thumb)","male",2000,"inj_homicide_other21"
.2104962,"Assault by other means","Non-fatal submersion","male",2000,"inj_homicide_other22"
8.829666,"Assault by other means","Fracture of pelvis","male",2000,"inj_homicide_other23"
.1615179,"Assault by other means","Dislocation of knee","male",2000,"inj_homicide_other24"
2.08354,"Assault by other means","Environmental factors (e.g. temperature, pressure, electricity)","male",2000,"inj_homicide_other25"
1.205043,"Assault by other means","Fracture of clavicle, scapula, or humerus","male",2000,"inj_homicide_other26"
3.272012,"Assault by other means","Injury to eyes (including foreign body eye)","male",2000,"inj_homicide_other27"
4.765435,"Assault by other means","Fracture of sternum or rib(s)","male",2000,"inj_homicide_other28"
17.73017,"Assault by other means","Spinal cord lesion at neck level","male",2000,"inj_homicide_other29"
11.32863,"Assault by other means","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2000,"inj_homicide_other30"
7.384,"Assault by other means","Fracture of radius or ulna","male",2000,"inj_homicide_other31"
13.75989,"Assault by other means","Burns with <20% total burned surface area","male",2000,"inj_homicide_other32"
26.84323,"Assault by other means","Fracture of vertebral column","male",2000,"inj_homicide_other33"
27.51053,"Assault by other means","Complications of medical treatment","male",2000,"inj_homicide_other34"
34.77917,"Assault by other means","Fracture of hand bone","male",2000,"inj_homicide_other35"
7.450345,"Assault by sharp object","Spinal cord lesion at neck level","male",2000,"inj_homicide_knife1"
2.94696,"Assault by sharp object","Poisoning","male",2000,"inj_homicide_knife2"
.5295809,"Assault by sharp object","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2000,"inj_homicide_knife3"
1.688448,"Assault by sharp object","Fracture of pelvis","male",2000,"inj_homicide_knife4"
6.979656,"Assault by sharp object","Fracture of neck of femur","male",2000,"inj_homicide_knife5"
44.82251,"Assault by sharp object","Multiple significant injuries","male",2000,"inj_homicide_knife6"
.4804646,"Assault by sharp object","Fracture of clavicle, scapula, or humerus","male",2000,"inj_homicide_knife7"
.2668809,"Assault by sharp object","Dislocation of hip","male",2000,"inj_homicide_knife8"
2.134917,"Assault by sharp object","Fracture of radius or ulna","male",2000,"inj_homicide_knife9"
.8313002,"Assault by sharp object","Burns with <20% total burned surface area","male",2000,"inj_homicide_knife10"
8.22167,"Assault by sharp object","Contusion","male",2000,"inj_homicide_knife11"
.5983463,"Assault by sharp object","Amputation of finger (excluding thumb)","male",2000,"inj_homicide_knife12"
6.390799,"Assault by sharp object","Other injuries of muscle & tendon and other dislocations","male",2000,"inj_homicide_knife13"
8.957217,"Assault by sharp object","Moderate to severe traumatic brain injury","male",2000,"inj_homicide_knife14"
.3657551,"Assault by sharp object","Fracture of face bone","male",2000,"inj_homicide_knife15"
6.600862,"Assault by sharp object","Fracture of vertebral column","male",2000,"inj_homicide_knife16"
2.012728,"Assault by sharp object","Fracture of foot bone","male",2000,"inj_homicide_knife17"
.0765595,"Assault by sharp object","Dislocation of knee","male",2000,"inj_homicide_knife18"
55.61295,"Assault by sharp object","Internal hemorrhage in abdomen or pelvis","male",2000,"inj_homicide_knife19"
6.486037,"Assault by sharp object","Fracture of hand bone","male",2000,"inj_homicide_knife20"
5.275946,"Assault by sharp object","Fracture of femur, other than femoral neck","male",2000,"inj_homicide_knife21"
7.512056,"Assault by sharp object","Injured nerves","male",2000,"inj_homicide_knife22"
14.2052,"Assault by sharp object","Fracture of patella, tibia, fibula, or ankle","male",2000,"inj_homicide_knife23"
.2798485,"Assault by sharp object","Fracture of sternum or rib(s)","male",2000,"inj_homicide_knife24"
12.03177,"Assault by sharp object","Complications of medical treatment","male",2000,"inj_homicide_knife25"
10.28688,"Assault by sharp object","Fracture of skull","male",2000,"inj_homicide_knife26"
3.097215,"Assault by sharp object","Minor traumatic brain injury","male",2000,"inj_homicide_knife27"
1.208272,"Assault by sharp object","Crush injury","male",2000,"inj_homicide_knife28"
4.308543,"Assault by sharp object","Severe chest Injury","male",2000,"inj_homicide_knife29"
2.239145,"Assault by sharp object","Injury to eyes (including foreign body eye)","male",2000,"inj_homicide_knife30"
122.3592,"Assault by sharp object","Open wound","male",2000,"inj_homicide_knife31"
2.097024,"Assault by sharp object","Dislocation of shoulder","male",2000,"inj_homicide_knife32"
.4272709,"Assault by sharp object","Environmental factors (e.g. temperature, pressure, electricity)","male",2000,"inj_homicide_knife33"
.0420405,"Assault by sharp object","Non-fatal submersion","male",2000,"inj_homicide_knife34"
20.1926,"Assault by sharp object","Spinal cord lesion below neck level","male",2000,"inj_homicide_knife35"
2.831391,"Cyclist road injuries","Fracture of face bone","male",2000,"inj_trans_road_pedal1"
31.60928,"Cyclist road injuries","Minor traumatic brain injury","male",2000,"inj_trans_road_pedal2"
185.0804,"Cyclist road injuries","Multiple significant injuries","male",2000,"inj_trans_road_pedal3"
.4839397,"Cyclist road injuries","Dislocation of knee","male",2000,"inj_trans_road_pedal4"
2.753479,"Cyclist road injuries","Crush injury","male",2000,"inj_trans_road_pedal5"
.0468851,"Cyclist road injuries","Non-fatal submersion","male",2000,"inj_trans_road_pedal6"
7.612935,"Cyclist road injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2000,"inj_trans_road_pedal7"
385.9658,"Cyclist road injuries","Fracture of patella, tibia, fibula, or ankle","male",2000,"inj_trans_road_pedal8"
2.034174,"Cyclist road injuries","Dislocation of hip","male",2000,"inj_trans_road_pedal9"
108.2122,"Cyclist road injuries","Moderate to severe traumatic brain injury","male",2000,"inj_trans_road_pedal10"
258.6933,"Cyclist road injuries","Fracture of neck of femur","male",2000,"inj_trans_road_pedal11"
1.19213,"Cyclist road injuries","Poisoning","male",2000,"inj_trans_road_pedal12"
7.40461,"Cyclist road injuries","Fracture of foot bone","male",2000,"inj_trans_road_pedal13"
4.164395,"Cyclist road injuries","Injured nerves","male",2000,"inj_trans_road_pedal14"
1.780888,"Cyclist road injuries","Injury to eyes (including foreign body eye)","male",2000,"inj_trans_road_pedal15"
17.96195,"Cyclist road injuries","Complications of medical treatment","male",2000,"inj_trans_road_pedal16"
26.17655,"Cyclist road injuries","Contusion","male",2000,"inj_trans_road_pedal17"
34.81434,"Cyclist road injuries","Fracture of hand bone","male",2000,"inj_trans_road_pedal18"
.4345641,"Cyclist road injuries","Environmental factors (e.g. temperature, pressure, electricity)","male",2000,"inj_trans_road_pedal19"
56.10125,"Cyclist road injuries","Fracture of radius or ulna","male",2000,"inj_trans_road_pedal20"
23.76878,"Cyclist road injuries","Fracture of pelvis","male",2000,"inj_trans_road_pedal21"
20.98365,"Cyclist road injuries","Internal hemorrhage in abdomen or pelvis","male",2000,"inj_trans_road_pedal22"
4.121428,"Cyclist road injuries","Severe chest Injury","male",2000,"inj_trans_road_pedal23"
47.79548,"Cyclist road injuries","Fracture of femur, other than femoral neck","male",2000,"inj_trans_road_pedal24"
28.94742,"Cyclist road injuries","Dislocation of shoulder","male",2000,"inj_trans_road_pedal25"
10.83993,"Cyclist road injuries","Spinal cord lesion below neck level","male",2000,"inj_trans_road_pedal26"
.1572089,"Cyclist road injuries","Amputation of finger (excluding thumb)","male",2000,"inj_trans_road_pedal27"
40.06422,"Cyclist road injuries","Spinal cord lesion at neck level","male",2000,"inj_trans_road_pedal28"
207.4289,"Cyclist road injuries","Fracture of vertebral column","male",2000,"inj_trans_road_pedal29"
.827399,"Cyclist road injuries","Burns with <20% total burned surface area","male",2000,"inj_trans_road_pedal30"
10.00832,"Cyclist road injuries","Other injuries of muscle & tendon and other dislocations","male",2000,"inj_trans_road_pedal31"
9.795923,"Cyclist road injuries","Fracture of clavicle, scapula, or humerus","male",2000,"inj_trans_road_pedal32"
7.270341,"Cyclist road injuries","Fracture of sternum or rib(s)","male",2000,"inj_trans_road_pedal33"
291.715,"Cyclist road injuries","Open wound","male",2000,"inj_trans_road_pedal34"
18.07382,"Cyclist road injuries","Fracture of skull","male",2000,"inj_trans_road_pedal35"
15.90553,"Drowning","Poisoning","male",2000,"inj_drowning1"
1.060269,"Drowning","Fracture of face bone","male",2000,"inj_drowning2"
7.544128,"Drowning","Internal hemorrhage in abdomen or pelvis","male",2000,"inj_drowning3"
26.52727,"Drowning","Spinal cord lesion below neck level","male",2000,"inj_drowning4"
2.778692,"Drowning","Fracture of radius or ulna","male",2000,"inj_drowning5"
.1512026,"Drowning","Fracture of sternum or rib(s)","male",2000,"inj_drowning6"
8.218449,"Drowning","Injured nerves","male",2000,"inj_drowning7"
9.604693,"Drowning","Fracture of pelvis","male",2000,"inj_drowning8"
24.6763,"Drowning","Moderate to severe traumatic brain injury","male",2000,"inj_drowning9"
315.1587,"Drowning","Fracture of neck of femur","male",2000,"inj_drowning10"
4.419319,"Drowning","Fracture of clavicle, scapula, or humerus","male",2000,"inj_drowning11"
.4920587,"Drowning","Severe chest Injury","male",2000,"inj_drowning12"
38.73405,"Drowning","Fracture of femur, other than femoral neck","male",2000,"inj_drowning13"
.8852991,"Drowning","Crush injury","male",2000,"inj_drowning14"
.2837986,"Drowning","Fracture of skull","male",2000,"inj_drowning15"
8.551863,"Drowning","Fracture of hand bone","male",2000,"inj_drowning16"
12.74681,"Drowning","Open wound","male",2000,"inj_drowning17"
1.279691,"Drowning","Dislocation of knee","male",2000,"inj_drowning18"
.9403894,"Drowning","Dislocation of hip","male",2000,"inj_drowning19"
85.83762,"Drowning","Dislocation of shoulder","male",2000,"inj_drowning20"
94.32238,"Drowning","Fracture of patella, tibia, fibula, or ankle","male",2000,"inj_drowning21"
170.1779,"Drowning","Environmental factors (e.g. temperature, pressure, electricity)","male",2000,"inj_drowning22"
.9827749,"Drowning","Injury to eyes (including foreign body eye)","male",2000,"inj_drowning23"
9.047775,"Drowning","Fracture of vertebral column","male",2000,"inj_drowning24"
1.652166,"Drowning","Contusion","male",2000,"inj_drowning25"
.0514488,"Drowning","Amputation of finger (excluding thumb)","male",2000,"inj_drowning26"
58.45715,"Drowning","Spinal cord lesion at neck level","male",2000,"inj_drowning27"
69.78857,"Drowning","Complications of medical treatment","male",2000,"inj_drowning28"
36.07665,"Drowning","Multiple significant injuries","male",2000,"inj_drowning29"
12.19514,"Drowning","Other injuries of muscle & tendon and other dislocations","male",2000,"inj_drowning30"
21.31068,"Drowning","Fracture of foot bone","male",2000,"inj_drowning31"
3.604528,"Drowning","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2000,"inj_drowning32"
4.841673,"Drowning","Minor traumatic brain injury","male",2000,"inj_drowning33"
121.0815,"Drowning","Non-fatal submersion","male",2000,"inj_drowning34"
3.738371,"Drowning","Burns with <20% total burned surface area","male",2000,"inj_drowning35"
17.78698,"Falls","Injury to eyes (including foreign body eye)","male",2000,"inj_falls1"
237.1314,"Falls","Contusion","male",2000,"inj_falls2"
29.16738,"Falls","Severe chest Injury","male",2000,"inj_falls3"
218.0091,"Falls","Internal hemorrhage in abdomen or pelvis","male",2000,"inj_falls4"
103.5082,"Falls","Injured nerves","male",2000,"inj_falls5"
233.2423,"Falls","Fracture of hand bone","male",2000,"inj_falls6"
93.22971,"Falls","Fracture of clavicle, scapula, or humerus","male",2000,"inj_falls7"
27.91419,"Falls","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2000,"inj_falls8"
17.13891,"Falls","Fracture of sternum or rib(s)","male",2000,"inj_falls9"
16.57042,"Falls","Environmental factors (e.g. temperature, pressure, electricity)","male",2000,"inj_falls10"
2769.421,"Falls","Fracture of patella, tibia, fibula, or ankle","male",2000,"inj_falls11"
195.6884,"Falls","Other injuries of muscle & tendon and other dislocations","male",2000,"inj_falls12"
1494.025,"Falls","Fracture of neck of femur","male",2000,"inj_falls13"
36.06968,"Falls","Dislocation of hip","male",2000,"inj_falls14"
1293.565,"Falls","Open wound","male",2000,"inj_falls15"
205.7492,"Falls","Fracture of foot bone","male",2000,"inj_falls16"
16.35946,"Falls","Dislocation of knee","male",2000,"inj_falls17"
41.55011,"Falls","Poisoning","male",2000,"inj_falls18"
326.9504,"Falls","Spinal cord lesion below neck level","male",2000,"inj_falls19"
.3896118,"Falls","Amputation of finger (excluding thumb)","male",2000,"inj_falls20"
576.4999,"Falls","Fracture of femur, other than femoral neck","male",2000,"inj_falls21"
328.6578,"Falls","Dislocation of shoulder","male",2000,"inj_falls22"
22.39346,"Falls","Burns with <20% total burned surface area","male",2000,"inj_falls23"
1225.132,"Falls","Moderate to severe traumatic brain injury","male",2000,"inj_falls24"
2.752153,"Falls","Non-fatal submersion","male",2000,"inj_falls25"
469.2608,"Falls","Complications of medical treatment","male",2000,"inj_falls26"
273.8776,"Falls","Fracture of skull","male",2000,"inj_falls27"
697.564,"Falls","Fracture of vertebral column","male",2000,"inj_falls28"
384.688,"Falls","Fracture of radius or ulna","male",2000,"inj_falls29"
162.9781,"Falls","Fracture of pelvis","male",2000,"inj_falls30"
1804.68,"Falls","Multiple significant injuries","male",2000,"inj_falls31"
39.57118,"Falls","Crush injury","male",2000,"inj_falls32"
16.06965,"Falls","Fracture of face bone","male",2000,"inj_falls33"
348.8729,"Falls","Spinal cord lesion at neck level","male",2000,"inj_falls34"
125.0633,"Falls","Minor traumatic brain injury","male",2000,"inj_falls35"
364.0862,"Fire, heat, and hot substances","Internal hemorrhage in abdomen or pelvis","male",2000,"inj_fires1"
.2436972,"Fire, heat, and hot substances","Fracture of sternum or rib(s)","male",2000,"inj_fires2"
20.23004,"Fire, heat, and hot substances","Fracture of vertebral column","male",2000,"inj_fires3"
54.9112,"Fire, heat, and hot substances","Environmental factors (e.g. temperature, pressure, electricity)","male",2000,"inj_fires4"
37.66231,"Fire, heat, and hot substances","Moderate to severe traumatic brain injury","male",2000,"inj_fires5"
10.75068,"Fire, heat, and hot substances","Fracture of pelvis","male",2000,"inj_fires6"
923.2606,"Fire, heat, and hot substances","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2000,"inj_fires7"
1.351042,"Fire, heat, and hot substances","Dislocation of knee","male",2000,"inj_fires8"
5.329995,"Fire, heat, and hot substances","Fracture of skull","male",2000,"inj_fires9"
10.02904,"Fire, heat, and hot substances","Minor traumatic brain injury","male",2000,"inj_fires10"
2.860788,"Fire, heat, and hot substances","Fracture of clavicle, scapula, or humerus","male",2000,"inj_fires11"
21.23571,"Fire, heat, and hot substances","Other injuries of muscle & tendon and other dislocations","male",2000,"inj_fires12"
3.537953,"Fire, heat, and hot substances","Fracture of radius or ulna","male",2000,"inj_fires13"
249.0353,"Fire, heat, and hot substances","Poisoning","male",2000,"inj_fires14"
17.18179,"Fire, heat, and hot substances","Fracture of hand bone","male",2000,"inj_fires15"
2.740577,"Fire, heat, and hot substances","Fracture of face bone","male",2000,"inj_fires16"
105.5844,"Fire, heat, and hot substances","Multiple significant injuries","male",2000,"inj_fires17"
138.2112,"Fire, heat, and hot substances","Complications of medical treatment","male",2000,"inj_fires18"
4.830735,"Fire, heat, and hot substances","Spinal cord lesion below neck level","male",2000,"inj_fires19"
7.903869,"Fire, heat, and hot substances","Injured nerves","male",2000,"inj_fires20"
563.9405,"Fire, heat, and hot substances","Burns with <20% total burned surface area","male",2000,"inj_fires21"
84.8501,"Fire, heat, and hot substances","Fracture of patella, tibia, fibula, or ankle","male",2000,"inj_fires22"
5.370151,"Fire, heat, and hot substances","Crush injury","male",2000,"inj_fires23"
7.571915,"Fire, heat, and hot substances","Spinal cord lesion at neck level","male",2000,"inj_fires24"
5.104044,"Fire, heat, and hot substances","Dislocation of hip","male",2000,"inj_fires25"
44.47288,"Fire, heat, and hot substances","Dislocation of shoulder","male",2000,"inj_fires26"
106.4515,"Fire, heat, and hot substances","Open wound","male",2000,"inj_fires27"
29.12929,"Fire, heat, and hot substances","Fracture of femur, other than femoral neck","male",2000,"inj_fires28"
42.67443,"Fire, heat, and hot substances","Fracture of neck of femur","male",2000,"inj_fires29"
11.58819,"Fire, heat, and hot substances","Fracture of foot bone","male",2000,"inj_fires30"
.2211566,"Fire, heat, and hot substances","Amputation of finger (excluding thumb)","male",2000,"inj_fires31"
.420812,"Fire, heat, and hot substances","Non-fatal submersion","male",2000,"inj_fires32"
12.93885,"Fire, heat, and hot substances","Contusion","male",2000,"inj_fires33"
8.931371,"Fire, heat, and hot substances","Injury to eyes (including foreign body eye)","male",2000,"inj_fires34"
1.609661,"Fire, heat, and hot substances","Severe chest Injury","male",2000,"inj_fires35"
.0734234,"Foreign body in eyes","Dislocation of shoulder","male",2000,"inj_foreign_eye1"
.1234018,"Foreign body in eyes","Burns with <20% total burned surface area","male",2000,"inj_foreign_eye2"
2.513306,"Foreign body in eyes","Spinal cord lesion below neck level","male",2000,"inj_foreign_eye3"
.6047974,"Foreign body in eyes","Moderate to severe traumatic brain injury","male",2000,"inj_foreign_eye4"
.143993,"Foreign body in eyes","Fracture of pelvis","male",2000,"inj_foreign_eye5"
.0129475,"Foreign body in eyes","Dislocation of hip","male",2000,"inj_foreign_eye6"
.2847755,"Foreign body in eyes","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2000,"inj_foreign_eye7"
.0500467,"Foreign body in eyes","Severe chest Injury","male",2000,"inj_foreign_eye8"
.044223,"Foreign body in eyes","Fracture of radius or ulna","male",2000,"inj_foreign_eye9"
.0178332,"Foreign body in eyes","Fracture of clavicle, scapula, or humerus","male",2000,"inj_foreign_eye10"
.155588,"Foreign body in eyes","Fracture of hand bone","male",2000,"inj_foreign_eye11"
.2459563,"Foreign body in eyes","Fracture of skull","male",2000,"inj_foreign_eye12"
1.068494,"Foreign body in eyes","Spinal cord lesion at neck level","male",2000,"inj_foreign_eye13"
.042792,"Foreign body in eyes","Dislocation of knee","male",2000,"inj_foreign_eye14"
1.127423,"Foreign body in eyes","Injured nerves","male",2000,"inj_foreign_eye15"
.6017791,"Foreign body in eyes","Poisoning","male",2000,"inj_foreign_eye16"
.2051774,"Foreign body in eyes","Minor traumatic brain injury","male",2000,"inj_foreign_eye17"
.1766456,"Foreign body in eyes","Other injuries of muscle & tendon and other dislocations","male",2000,"inj_foreign_eye18"
.3148653,"Foreign body in eyes","Contusion","male",2000,"inj_foreign_eye19"
.0213145,"Foreign body in eyes","Fracture of face bone","male",2000,"inj_foreign_eye20"
12.646,"Foreign body in eyes","Internal hemorrhage in abdomen or pelvis","male",2000,"inj_foreign_eye21"
.09677,"Foreign body in eyes","Crush injury","male",2000,"inj_foreign_eye22"
19.36761,"Foreign body in eyes","Complications of medical treatment","male",2000,"inj_foreign_eye23"
1.094871,"Foreign body in eyes","Fracture of patella, tibia, fibula, or ankle","male",2000,"inj_foreign_eye24"
10.70949,"Foreign body in eyes","Injury to eyes (including foreign body eye)","male",2000,"inj_foreign_eye25"
.2198109,"Foreign body in eyes","Fracture of vertebral column","male",2000,"inj_foreign_eye26"
2.116003,"Foreign body in eyes","Fracture of neck of femur","male",2000,"inj_foreign_eye27"
.4298321,"Foreign body in eyes","Fracture of femur, other than femoral neck","male",2000,"inj_foreign_eye28"
.1111548,"Foreign body in eyes","Multiple significant injuries","male",2000,"inj_foreign_eye29"
1.896623,"Foreign body in eyes","Open wound","male",2000,"inj_foreign_eye30"
.1021283,"Foreign body in eyes","Environmental factors (e.g. temperature, pressure, electricity)","male",2000,"inj_foreign_eye31"
.2568247,"Foreign body in eyes","Fracture of foot bone","male",2000,"inj_foreign_eye32"
.0016627,"Foreign body in eyes","Fracture of sternum or rib(s)","male",2000,"inj_foreign_eye33"
1.679294,"Foreign body in other body part","Fracture of vertebral column","male",2000,"inj_foreign_other1"
.2003863,"Foreign body in other body part","Dislocation of shoulder","male",2000,"inj_foreign_other2"
4.530383,"Foreign body in other body part","Injured nerves","male",2000,"inj_foreign_other3"
.0116461,"Foreign body in other body part","Dislocation of knee","male",2000,"inj_foreign_other4"
2.110772,"Foreign body in other body part","Moderate to severe traumatic brain injury","male",2000,"inj_foreign_other5"
.0253756,"Foreign body in other body part","Dislocation of hip","male",2000,"inj_foreign_other6"
.8795161,"Foreign body in other body part","Fracture of foot bone","male",2000,"inj_foreign_other7"
.4387434,"Foreign body in other body part","Amputation of finger (excluding thumb)","male",2000,"inj_foreign_other8"
1.480229,"Foreign body in other body part","Burns with <20% total burned surface area","male",2000,"inj_foreign_other9"
.5700679,"Foreign body in other body part","Severe chest Injury","male",2000,"inj_foreign_other10"
1.565597,"Foreign body in other body part","Spinal cord lesion at neck level","male",2000,"inj_foreign_other11"
.3868441,"Foreign body in other body part","Fracture of pelvis","male",2000,"inj_foreign_other12"
86.93317,"Foreign body in other body part","Poisoning","male",2000,"inj_foreign_other13"
.5925444,"Foreign body in other body part","Minor traumatic brain injury","male",2000,"inj_foreign_other14"
8.54805,"Foreign body in other body part","Fracture of patella, tibia, fibula, or ankle","male",2000,"inj_foreign_other15"
2.940752,"Foreign body in other body part","Spinal cord lesion below neck level","male",2000,"inj_foreign_other16"
155.5377,"Foreign body in other body part","Open wound","male",2000,"inj_foreign_other17"
35.43626,"Foreign body in other body part","Injury to eyes (including foreign body eye)","male",2000,"inj_foreign_other18"
.055303,"Foreign body in other body part","Non-fatal submersion","male",2000,"inj_foreign_other19"
.047927,"Foreign body in other body part","Fracture of clavicle, scapula, or humerus","male",2000,"inj_foreign_other20"
.4734318,"Foreign body in other body part","Environmental factors (e.g. temperature, pressure, electricity)","male",2000,"inj_foreign_other21"
34.20456,"Foreign body in other body part","Fracture of neck of femur","male",2000,"inj_foreign_other22"
2.643386,"Foreign body in other body part","Fracture of femur, other than femoral neck","male",2000,"inj_foreign_other23"
.0028135,"Foreign body in other body part","Fracture of sternum or rib(s)","male",2000,"inj_foreign_other24"
7.339028,"Foreign body in other body part","Multiple significant injuries","male",2000,"inj_foreign_other25"
.0617757,"Foreign body in other body part","Crush injury","male",2000,"inj_foreign_other26"
19.97988,"Foreign body in other body part","Complications of medical treatment","male",2000,"inj_foreign_other27"
.1962949,"Foreign body in other body part","Fracture of face bone","male",2000,"inj_foreign_other28"
3.162468,"Foreign body in other body part","Fracture of skull","male",2000,"inj_foreign_other29"
.1804364,"Foreign body in other body part","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2000,"inj_foreign_other30"
4.970448,"Foreign body in other body part","Fracture of hand bone","male",2000,"inj_foreign_other31"
3.27847,"Foreign body in other body part","Other injuries of muscle & tendon and other dislocations","male",2000,"inj_foreign_other32"
9.727683,"Foreign body in other body part","Contusion","male",2000,"inj_foreign_other33"
.6749647,"Foreign body in other body part","Fracture of radius or ulna","male",2000,"inj_foreign_other34"
94.22038,"Foreign body in other body part","Internal hemorrhage in abdomen or pelvis","male",2000,"inj_foreign_other35"
352.6777,"Motor vehicle road injuries","Moderate to severe traumatic brain injury","male",2000,"inj_trans_road_4wheel1"
40.71151,"Motor vehicle road injuries","Dislocation of shoulder","male",2000,"inj_trans_road_4wheel2"
.108032,"Motor vehicle road injuries","Non-fatal submersion","male",2000,"inj_trans_road_4wheel3"
