value,source,target,sex,year,id
.0366931,"Assault by firearm","Dislocation of knee","female",1995,"inj_homicide_gun3"
.8438536,"Assault by firearm","Injured nerves","female",1995,"inj_homicide_gun4"
20.51857,"Assault by firearm","Open wound","female",1995,"inj_homicide_gun5"
.1273689,"Assault by firearm","Crush injury","female",1995,"inj_homicide_gun6"
.1245523,"Assault by firearm","Dislocation of shoulder","female",1995,"inj_homicide_gun7"
.5615726,"Assault by firearm","Severe chest Injury","female",1995,"inj_homicide_gun8"
.8784055,"Assault by firearm","Fracture of foot bone","female",1995,"inj_homicide_gun9"
.4041989,"Assault by firearm","Fracture of radius or ulna","female",1995,"inj_homicide_gun10"
3.100451,"Assault by firearm","Contusion","female",1995,"inj_homicide_gun11"
2.20685,"Assault by firearm","Fracture of skull","female",1995,"inj_homicide_gun12"
.013871,"Assault by firearm","Amputation of finger (excluding thumb)","female",1995,"inj_homicide_gun13"
3.16721,"Assault by firearm","Complications of medical treatment","female",1995,"inj_homicide_gun14"
.0513233,"Assault by firearm","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1995,"inj_homicide_gun15"
5.122964,"Assault by firearm","Multiple significant injuries","female",1995,"inj_homicide_gun16"
3.625373,"Assault by firearm","Fracture of neck of femur","female",1995,"inj_homicide_gun17"
1.205356,"Assault by firearm","Fracture of hand bone","female",1995,"inj_homicide_gun18"
9.649723,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle","female",1995,"inj_homicide_gun19"
.002732,"Assault by firearm","Fracture of sternum or rib(s)","female",1995,"inj_homicide_gun20"
12.02821,"Assault by firearm","Spinal cord lesion below neck level","female",1995,"inj_homicide_gun21"
.0522436,"Assault by firearm","Dislocation of hip","female",1995,"inj_homicide_gun22"
1.118499,"Assault by firearm","Minor traumatic brain injury","female",1995,"inj_homicide_gun23"
.4292758,"Assault by firearm","Other injuries of muscle & tendon and other dislocations","female",1995,"inj_homicide_gun24"
3.890396,"Assault by firearm","Fracture of pelvis","female",1995,"inj_homicide_gun25"
6.745796,"Assault by firearm","Internal hemorrhage in abdomen or pelvis","female",1995,"inj_homicide_gun26"
.2417156,"Assault by firearm","Burns with <20% total burned surface area","female",1995,"inj_homicide_gun27"
3.296581,"Assault by firearm","Moderate to severe traumatic brain injury","female",1995,"inj_homicide_gun28"
.0019223,"Assault by firearm","Non-fatal submersion","female",1995,"inj_homicide_gun29"
.1377503,"Assault by firearm","Environmental factors (e.g. temperature, pressure, electricity)","female",1995,"inj_homicide_gun30"
4.707421,"Assault by firearm","Spinal cord lesion at neck level","female",1995,"inj_homicide_gun31"
18.64697,"Assault by firearm","Poisoning","female",1995,"inj_homicide_gun32"
3.342475,"Assault by firearm","Fracture of femur, other than femoral neck","female",1995,"inj_homicide_gun33"
.0923715,"Assault by firearm","Fracture of face bone","female",1995,"inj_homicide_gun34"
.1940181,"Assault by firearm","Fracture of clavicle, scapula, or humerus","female",1995,"inj_homicide_gun35"
12.27812,"Assault by firearm","Fracture of vertebral column","female",2000,"inj_homicide_gun1"
.8158265,"Assault by firearm","Injured nerves","female",2000,"inj_homicide_gun2"
.5192615,"Assault by firearm","Severe chest Injury","female",2000,"inj_homicide_gun3"
3.011354,"Assault by firearm","Complications of medical treatment","female",2000,"inj_homicide_gun4"
.8535711,"Assault by firearm","Fracture of foot bone","female",2000,"inj_homicide_gun5"
.0354654,"Assault by firearm","Dislocation of knee","female",2000,"inj_homicide_gun6"
3.114336,"Assault by firearm","Moderate to severe traumatic brain injury","female",2000,"inj_homicide_gun7"
17.81683,"Assault by firearm","Poisoning","female",2000,"inj_homicide_gun8"
2.142621,"Assault by firearm","Fracture of skull","female",2000,"inj_homicide_gun9"
.1136973,"Assault by firearm","Dislocation of shoulder","female",2000,"inj_homicide_gun10"
.0027708,"Assault by firearm","Fracture of sternum or rib(s)","female",2000,"inj_homicide_gun11"
.0466775,"Assault by firearm","Dislocation of hip","female",2000,"inj_homicide_gun12"
12.16396,"Assault by firearm","Spinal cord lesion below neck level","female",2000,"inj_homicide_gun13"
.1205023,"Assault by firearm","Crush injury","female",2000,"inj_homicide_gun14"
3.262527,"Assault by firearm","Fracture of femur, other than femoral neck","female",2000,"inj_homicide_gun15"
1.114807,"Assault by firearm","Minor traumatic brain injury","female",2000,"inj_homicide_gun16"
.1909748,"Assault by firearm","Fracture of clavicle, scapula, or humerus","female",2000,"inj_homicide_gun17"
.3642224,"Assault by firearm","Fracture of radius or ulna","female",2000,"inj_homicide_gun18"
.4231631,"Assault by firearm","Other injuries of muscle & tendon and other dislocations","female",2000,"inj_homicide_gun19"
.0949197,"Assault by firearm","Fracture of face bone","female",2000,"inj_homicide_gun20"
.0019359,"Assault by firearm","Non-fatal submersion","female",2000,"inj_homicide_gun21"
9.531558,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle","female",2000,"inj_homicide_gun22"
1.213415,"Assault by firearm","Fracture of hand bone","female",2000,"inj_homicide_gun23"
.0475986,"Assault by firearm","Amputation of finger (excluding thumb)","female",2000,"inj_homicide_gun24"
3.143414,"Assault by firearm","Contusion","female",2000,"inj_homicide_gun25"
.4004789,"Assault by firearm","Injury to eyes (including foreign body eye)","female",2000,"inj_homicide_gun26"
.0505684,"Assault by firearm","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2000,"inj_homicide_gun27"
6.62319,"Assault by firearm","Internal hemorrhage in abdomen or pelvis","female",2000,"inj_homicide_gun28"
.1443913,"Assault by firearm","Environmental factors (e.g. temperature, pressure, electricity)","female",2000,"inj_homicide_gun29"
4.701875,"Assault by firearm","Spinal cord lesion at neck level","female",2000,"inj_homicide_gun30"
.242188,"Assault by firearm","Burns with <20% total burned surface area","female",2000,"inj_homicide_gun31"
19.76656,"Assault by firearm","Open wound","female",2000,"inj_homicide_gun32"
4.868185,"Assault by firearm","Multiple significant injuries","female",2000,"inj_homicide_gun33"
3.811813,"Assault by firearm","Fracture of pelvis","female",2000,"inj_homicide_gun34"
3.597406,"Assault by firearm","Fracture of neck of femur","female",2000,"inj_homicide_gun35"
9.996493,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle","female",2005,"inj_homicide_gun1"
4.682954,"Assault by firearm","Spinal cord lesion at neck level","female",2005,"inj_homicide_gun2"
6.848508,"Assault by firearm","Internal hemorrhage in abdomen or pelvis","female",2005,"inj_homicide_gun3"
.3914408,"Assault by firearm","Fracture of radius or ulna","female",2005,"inj_homicide_gun4"
2.236243,"Assault by firearm","Fracture of skull","female",2005,"inj_homicide_gun5"
.552444,"Assault by firearm","Severe chest Injury","female",2005,"inj_homicide_gun6"
.4582492,"Assault by firearm","Other injuries of muscle & tendon and other dislocations","female",2005,"inj_homicide_gun7"
.8618605,"Assault by firearm","Injured nerves","female",2005,"inj_homicide_gun8"
20.06776,"Assault by firearm","Poisoning","female",2005,"inj_homicide_gun9"
4.112344,"Assault by firearm","Fracture of pelvis","female",2005,"inj_homicide_gun10"
.1537456,"Assault by firearm","Environmental factors (e.g. temperature, pressure, electricity)","female",2005,"inj_homicide_gun11"
.0368149,"Assault by firearm","Dislocation of knee","female",2005,"inj_homicide_gun12"
.2520654,"Assault by firearm","Burns with <20% total burned surface area","female",2005,"inj_homicide_gun13"
.1304038,"Assault by firearm","Dislocation of shoulder","female",2005,"inj_homicide_gun14"
.0994197,"Assault by firearm","Fracture of face bone","female",2005,"inj_homicide_gun15"
3.414204,"Assault by firearm","Fracture of femur, other than femoral neck","female",2005,"inj_homicide_gun16"
12.36255,"Assault by firearm","Spinal cord lesion below neck level","female",2005,"inj_homicide_gun17"
.899474,"Assault by firearm","Fracture of foot bone","female",2005,"inj_homicide_gun18"
.0029471,"Assault by firearm","Fracture of sternum or rib(s)","female",2005,"inj_homicide_gun19"
.0511573,"Assault by firearm","Amputation of finger (excluding thumb)","female",2005,"inj_homicide_gun20"
21.34297,"Assault by firearm","Open wound","female",2005,"inj_homicide_gun21"
.0020538,"Assault by firearm","Non-fatal submersion","female",2005,"inj_homicide_gun22"
4.793213,"Assault by firearm","Multiple significant injuries","female",2005,"inj_homicide_gun23"
3.357846,"Assault by firearm","Fracture of neck of femur","female",2005,"inj_homicide_gun24"
.4254057,"Assault by firearm","Injury to eyes (including foreign body eye)","female",2005,"inj_homicide_gun25"
.0579054,"Assault by firearm","Dislocation of hip","female",2005,"inj_homicide_gun26"
12.67208,"Assault by firearm","Fracture of vertebral column","female",2005,"inj_homicide_gun27"
3.451169,"Assault by firearm","Moderate to severe traumatic brain injury","female",2005,"inj_homicide_gun28"
1.286542,"Assault by firearm","Fracture of hand bone","female",2005,"inj_homicide_gun29"
.2073016,"Assault by firearm","Fracture of clavicle, scapula, or humerus","female",2005,"inj_homicide_gun30"
3.187623,"Assault by firearm","Complications of medical treatment","female",2005,"inj_homicide_gun31"
.1385391,"Assault by firearm","Crush injury","female",2005,"inj_homicide_gun32"
3.263116,"Assault by firearm","Contusion","female",2005,"inj_homicide_gun33"
1.177674,"Assault by firearm","Minor traumatic brain injury","female",2005,"inj_homicide_gun34"
.0491773,"Assault by firearm","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2005,"inj_homicide_gun35"
4.506968,"Assault by firearm","Spinal cord lesion at neck level","female",2010,"inj_homicide_gun1"
18.35584,"Assault by firearm","Poisoning","female",2010,"inj_homicide_gun2"
.0973604,"Assault by firearm","Fracture of face bone","female",2010,"inj_homicide_gun3"
.8624871,"Assault by firearm","Fracture of foot bone","female",2010,"inj_homicide_gun4"
2.163618,"Assault by firearm","Fracture of skull","female",2010,"inj_homicide_gun5"
1.20822,"Assault by firearm","Fracture of hand bone","female",2010,"inj_homicide_gun6"
.0352685,"Assault by firearm","Dislocation of knee","female",2010,"inj_homicide_gun7"
.0506915,"Assault by firearm","Dislocation of hip","female",2010,"inj_homicide_gun8"
.1390555,"Assault by firearm","Environmental factors (e.g. temperature, pressure, electricity)","female",2010,"inj_homicide_gun9"
.0029655,"Assault by firearm","Fracture of sternum or rib(s)","female",2010,"inj_homicide_gun10"
.5742416,"Assault by firearm","Severe chest Injury","female",2010,"inj_homicide_gun11"
.2386625,"Assault by firearm","Burns with <20% total burned surface area","female",2010,"inj_homicide_gun12"
19.45475,"Assault by firearm","Open wound","female",2010,"inj_homicide_gun13"
2.980919,"Assault by firearm","Complications of medical treatment","female",2010,"inj_homicide_gun14"
3.801504,"Assault by firearm","Multiple significant injuries","female",2010,"inj_homicide_gun15"
3.235168,"Assault by firearm","Moderate to severe traumatic brain injury","female",2010,"inj_homicide_gun16"
3.219411,"Assault by firearm","Contusion","female",2010,"inj_homicide_gun17"
.4174808,"Assault by firearm","Other injuries of muscle & tendon and other dislocations","female",2010,"inj_homicide_gun18"
.0399698,"Assault by firearm","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2010,"inj_homicide_gun19"
.0418978,"Assault by firearm","Amputation of finger (excluding thumb)","female",2010,"inj_homicide_gun20"
9.910806,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle","female",2010,"inj_homicide_gun21"
.8549871,"Assault by firearm","Injured nerves","female",2010,"inj_homicide_gun22"
.1997866,"Assault by firearm","Fracture of clavicle, scapula, or humerus","female",2010,"inj_homicide_gun23"
6.711577,"Assault by firearm","Internal hemorrhage in abdomen or pelvis","female",2010,"inj_homicide_gun24"
1.206233,"Assault by firearm","Minor traumatic brain injury","female",2010,"inj_homicide_gun25"
9.96335,"Assault by firearm","Spinal cord lesion below neck level","female",2010,"inj_homicide_gun26"
.0020325,"Assault by firearm","Non-fatal submersion","female",2010,"inj_homicide_gun27"
2.958355,"Assault by firearm","Fracture of neck of femur","female",2010,"inj_homicide_gun28"
3.422718,"Assault by firearm","Fracture of femur, other than femoral neck","female",2010,"inj_homicide_gun29"
.1124525,"Assault by firearm","Dislocation of shoulder","female",2010,"inj_homicide_gun30"
.1300977,"Assault by firearm","Crush injury","female",2010,"inj_homicide_gun31"
3.959373,"Assault by firearm","Fracture of pelvis","female",2010,"inj_homicide_gun32"
.4140646,"Assault by firearm","Fracture of radius or ulna","female",2010,"inj_homicide_gun33"
.3799007,"Assault by firearm","Injury to eyes (including foreign body eye)","female",2010,"inj_homicide_gun34"
12.12279,"Assault by firearm","Fracture of vertebral column","female",2010,"inj_homicide_gun35"
2.963634,"Assault by firearm","Fracture of neck of femur","female",2013,"inj_homicide_gun1"
3.287957,"Assault by firearm","Complications of medical treatment","female",2013,"inj_homicide_gun2"
.0593761,"Assault by firearm","Dislocation of hip","female",2013,"inj_homicide_gun3"
.0031898,"Assault by firearm","Fracture of sternum or rib(s)","female",2013,"inj_homicide_gun4"
3.591117,"Assault by firearm","Contusion","female",2013,"inj_homicide_gun5"
.4675878,"Assault by firearm","Other injuries of muscle & tendon and other dislocations","female",2013,"inj_homicide_gun6"
.4092556,"Assault by firearm","Injury to eyes (including foreign body eye)","female",2013,"inj_homicide_gun7"
.469682,"Assault by firearm","Fracture of radius or ulna","female",2013,"inj_homicide_gun8"
13.66983,"Assault by firearm","Fracture of vertebral column","female",2013,"inj_homicide_gun9"
3.436782,"Assault by firearm","Moderate to severe traumatic brain injury","female",2013,"inj_homicide_gun10"
.1106152,"Assault by firearm","Fracture of face bone","female",2013,"inj_homicide_gun11"
2.550213,"Assault by firearm","Fracture of skull","female",2013,"inj_homicide_gun12"
4.030934,"Assault by firearm","Multiple significant injuries","female",2013,"inj_homicide_gun13"
.0021613,"Assault by firearm","Non-fatal submersion","female",2013,"inj_homicide_gun14"
5.025763,"Assault by firearm","Spinal cord lesion at neck level","female",2013,"inj_homicide_gun15"
.0395113,"Assault by firearm","Dislocation of knee","female",2013,"inj_homicide_gun16"
.1379999,"Assault by firearm","Crush injury","female",2013,"inj_homicide_gun17"
.9448704,"Assault by firearm","Fracture of foot bone","female",2013,"inj_homicide_gun18"
20.67802,"Assault by firearm","Poisoning","female",2013,"inj_homicide_gun19"
20.67374,"Assault by firearm","Open wound","female",2013,"inj_homicide_gun20"
10.65805,"Assault by firearm","Spinal cord lesion below neck level","female",2013,"inj_homicide_gun21"
1.340464,"Assault by firearm","Minor traumatic brain injury","female",2013,"inj_homicide_gun22"
10.93037,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle","female",2013,"inj_homicide_gun23"
1.302193,"Assault by firearm","Fracture of hand bone","female",2013,"inj_homicide_gun24"
.9429809,"Assault by firearm","Injured nerves","female",2013,"inj_homicide_gun25"
.1579478,"Assault by firearm","Environmental factors (e.g. temperature, pressure, electricity)","female",2013,"inj_homicide_gun26"
4.224197,"Assault by firearm","Fracture of pelvis","female",2013,"inj_homicide_gun27"
.2499661,"Assault by firearm","Burns with <20% total burned surface area","female",2013,"inj_homicide_gun28"
.1155282,"Assault by firearm","Dislocation of shoulder","female",2013,"inj_homicide_gun29"
3.891355,"Assault by firearm","Fracture of femur, other than femoral neck","female",2013,"inj_homicide_gun30"
.0399643,"Assault by firearm","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2013,"inj_homicide_gun31"
.6452544,"Assault by firearm","Severe chest Injury","female",2013,"inj_homicide_gun32"
7.550982,"Assault by firearm","Internal hemorrhage in abdomen or pelvis","female",2013,"inj_homicide_gun33"
.2419846,"Assault by firearm","Fracture of clavicle, scapula, or humerus","female",2013,"inj_homicide_gun34"
.0451373,"Assault by firearm","Amputation of finger (excluding thumb)","female",2013,"inj_homicide_gun35"
2.494541,"Assault by firearm","Fracture of radius or ulna","male",1990,"inj_homicide_gun1"
.0614024,"Assault by firearm","Dislocation of knee","male",1990,"inj_homicide_gun2"
4.476475,"Assault by firearm","Fracture of pelvis","male",1990,"inj_homicide_gun3"
4.387078,"Assault by firearm","Contusion","male",1990,"inj_homicide_gun4"
29.73813,"Assault by firearm","Open wound","male",1990,"inj_homicide_gun5"
.1437052,"Assault by firearm","Dislocation of shoulder","male",1990,"inj_homicide_gun6"
3.60796,"Assault by firearm","Poisoning","male",1990,"inj_homicide_gun7"
.0071164,"Assault by firearm","Fracture of sternum or rib(s)","male",1990,"inj_homicide_gun8"
.0032741,"Assault by firearm","Non-fatal submersion","male",1990,"inj_homicide_gun9"
.190687,"Assault by firearm","Fracture of face bone","male",1990,"inj_homicide_gun10"
19.18191,"Assault by firearm","Fracture of vertebral column","male",1990,"inj_homicide_gun11"
.3616667,"Assault by firearm","Fracture of clavicle, scapula, or humerus","male",1990,"inj_homicide_gun12"
10.75827,"Assault by firearm","Multiple significant injuries","male",1990,"inj_homicide_gun13"
.5807289,"Assault by firearm","Other injuries of muscle & tendon and other dislocations","male",1990,"inj_homicide_gun14"
.1377656,"Assault by firearm","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",1990,"inj_homicide_gun15"
.2148193,"Assault by firearm","Environmental factors (e.g. temperature, pressure, electricity)","male",1990,"inj_homicide_gun16"
27.45155,"Assault by firearm","Spinal cord lesion below neck level","male",1990,"inj_homicide_gun17"
2.771171,"Assault by firearm","Minor traumatic brain injury","male",1990,"inj_homicide_gun18"
5.077795,"Assault by firearm","Complications of medical treatment","male",1990,"inj_homicide_gun19"
8.398038,"Assault by firearm","Spinal cord lesion at neck level","male",1990,"inj_homicide_gun20"
28.42184,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle","male",1990,"inj_homicide_gun21"
5.567431,"Assault by firearm","Fracture of skull","male",1990,"inj_homicide_gun22"
3.766327,"Assault by firearm","Moderate to severe traumatic brain injury","male",1990,"inj_homicide_gun23"
2.088582,"Assault by firearm","Injured nerves","male",1990,"inj_homicide_gun24"
11.05409,"Assault by firearm","Fracture of neck of femur","male",1990,"inj_homicide_gun25"
1.325304,"Assault by firearm","Severe chest Injury","male",1990,"inj_homicide_gun26"
.28982,"Assault by firearm","Burns with <20% total burned surface area","male",1990,"inj_homicide_gun27"
1.96581,"Assault by firearm","Fracture of foot bone","male",1990,"inj_homicide_gun28"
.4612113,"Assault by firearm","Injury to eyes (including foreign body eye)","male",1990,"inj_homicide_gun29"
20.11112,"Assault by firearm","Internal hemorrhage in abdomen or pelvis","male",1990,"inj_homicide_gun30"
.0358821,"Assault by firearm","Dislocation of hip","male",1990,"inj_homicide_gun31"
2.350617,"Assault by firearm","Fracture of hand bone","male",1990,"inj_homicide_gun32"
.0862418,"Assault by firearm","Amputation of finger (excluding thumb)","male",1990,"inj_homicide_gun33"
.2625123,"Assault by firearm","Crush injury","male",1990,"inj_homicide_gun34"
8.983058,"Assault by firearm","Fracture of femur, other than femoral neck","male",1990,"inj_homicide_gun35"
2.344484,"Assault by firearm","Fracture of foot bone","male",1995,"inj_homicide_gun1"
4.131811,"Assault by firearm","Poisoning","male",1995,"inj_homicide_gun2"
34.1099,"Assault by firearm","Open wound","male",1995,"inj_homicide_gun3"
.0041092,"Assault by firearm","Non-fatal submersion","male",1995,"inj_homicide_gun4"
3.488729,"Assault by firearm","Minor traumatic brain injury","male",1995,"inj_homicide_gun5"
.1646893,"Assault by firearm","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",1995,"inj_homicide_gun6"
13.07383,"Assault by firearm","Fracture of neck of femur","male",1995,"inj_homicide_gun7"
3.179823,"Assault by firearm","Fracture of radius or ulna","male",1995,"inj_homicide_gun8"
6.641681,"Assault by firearm","Fracture of skull","male",1995,"inj_homicide_gun9"
9.527144,"Assault by firearm","Spinal cord lesion at neck level","male",1995,"inj_homicide_gun10"
.0969818,"Assault by firearm","Amputation of finger (excluding thumb)","male",1995,"inj_homicide_gun11"
5.449758,"Assault by firearm","Contusion","male",1995,"inj_homicide_gun12"
.2537547,"Assault by firearm","Environmental factors (e.g. temperature, pressure, electricity)","male",1995,"inj_homicide_gun13"
10.62328,"Assault by firearm","Fracture of femur, other than femoral neck","male",1995,"inj_homicide_gun14"
2.339009,"Assault by firearm","Injured nerves","male",1995,"inj_homicide_gun15"
1.589768,"Assault by firearm","Severe chest Injury","male",1995,"inj_homicide_gun16"
4.448534,"Assault by firearm","Moderate to severe traumatic brain injury","male",1995,"inj_homicide_gun17"
33.6246,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle","male",1995,"inj_homicide_gun18"
.7145232,"Assault by firearm","Other injuries of muscle & tendon and other dislocations","male",1995,"inj_homicide_gun19"
5.245987,"Assault by firearm","Fracture of pelvis","male",1995,"inj_homicide_gun20"
29.97146,"Assault by firearm","Spinal cord lesion below neck level","male",1995,"inj_homicide_gun21"
.5212644,"Assault by firearm","Injury to eyes (including foreign body eye)","male",1995,"inj_homicide_gun22"
22.85313,"Assault by firearm","Fracture of vertebral column","male",1995,"inj_homicide_gun23"
.3130022,"Assault by firearm","Crush injury","male",1995,"inj_homicide_gun24"
.0672961,"Assault by firearm","Dislocation of knee","male",1995,"inj_homicide_gun25"
23.47405,"Assault by firearm","Internal hemorrhage in abdomen or pelvis","male",1995,"inj_homicide_gun26"
.0435208,"Assault by firearm","Dislocation of hip","male",1995,"inj_homicide_gun27"
12.57512,"Assault by firearm","Multiple significant injuries","male",1995,"inj_homicide_gun28"
.4428359,"Assault by firearm","Fracture of clavicle, scapula, or humerus","male",1995,"inj_homicide_gun29"
2.694976,"Assault by firearm","Fracture of hand bone","male",1995,"inj_homicide_gun30"
.2389934,"Assault by firearm","Fracture of face bone","male",1995,"inj_homicide_gun31"
6.023239,"Assault by firearm","Complications of medical treatment","male",1995,"inj_homicide_gun32"
.3519442,"Assault by firearm","Burns with <20% total burned surface area","male",1995,"inj_homicide_gun33"
.1662847,"Assault by firearm","Dislocation of shoulder","male",1995,"inj_homicide_gun34"
.0092345,"Assault by firearm","Fracture of sternum or rib(s)","male",1995,"inj_homicide_gun35"
34.07745,"Assault by firearm","Open wound","male",2000,"inj_homicide_gun1"
.0044857,"Assault by firearm","Non-fatal submersion","male",2000,"inj_homicide_gun2"
36.05126,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle","male",2000,"inj_homicide_gun3"
11.81241,"Assault by firearm","Fracture of femur, other than femoral neck","male",2000,"inj_homicide_gun4"
.200791,"Assault by firearm","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2000,"inj_homicide_gun5"
.5015556,"Assault by firearm","Injury to eyes (including foreign body eye)","male",2000,"inj_homicide_gun6"
3.228257,"Assault by firearm","Fracture of radius or ulna","male",2000,"inj_homicide_gun7"
1.657877,"Assault by firearm","Severe chest Injury","male",2000,"inj_homicide_gun8"
32.09535,"Assault by firearm","Spinal cord lesion below neck level","male",2000,"inj_homicide_gun9"
3.960297,"Assault by firearm","Minor traumatic brain injury","male",2000,"inj_homicide_gun10"
.7486372,"Assault by firearm","Other injuries of muscle & tendon and other dislocations","male",2000,"inj_homicide_gun11"
.3853984,"Assault by firearm","Burns with <20% total burned surface area","male",2000,"inj_homicide_gun12"
.0482754,"Assault by firearm","Dislocation of hip","male",2000,"inj_homicide_gun13"
4.851122,"Assault by firearm","Moderate to severe traumatic brain injury","male",2000,"inj_homicide_gun14"
10.40396,"Assault by firearm","Spinal cord lesion at neck level","male",2000,"inj_homicide_gun15"
6.112222,"Assault by firearm","Contusion","male",2000,"inj_homicide_gun16"
.2786677,"Assault by firearm","Environmental factors (e.g. temperature, pressure, electricity)","male",2000,"inj_homicide_gun17"
14.23371,"Assault by firearm","Multiple significant injuries","male",2000,"inj_homicide_gun18"
5.60664,"Assault by firearm","Fracture of pelvis","male",2000,"inj_homicide_gun19"
2.883385,"Assault by firearm","Fracture of hand bone","male",2000,"inj_homicide_gun20"
