value,source,target,sex,year,id
.1393042,"Cyclist road injuries","Amputation of finger (excluding thumb)","male",1990,"inj_trans_road_pedal19"
8.255076,"Cyclist road injuries","Fracture of clavicle, scapula, or humerus","male",1990,"inj_trans_road_pedal20"
5.528359,"Cyclist road injuries","Fracture of foot bone","male",1990,"inj_trans_road_pedal21"
2.136926,"Cyclist road injuries","Fracture of face bone","male",1990,"inj_trans_road_pedal22"
31.05892,"Cyclist road injuries","Fracture of hand bone","male",1990,"inj_trans_road_pedal23"
39.03819,"Cyclist road injuries","Fracture of femur, other than femoral neck","male",1990,"inj_trans_road_pedal24"
7.722312,"Cyclist road injuries","Other injuries of muscle & tendon and other dislocations","male",1990,"inj_trans_road_pedal25"
85.67395,"Cyclist road injuries","Moderate to severe traumatic brain injury","male",1990,"inj_trans_road_pedal26"
39.77896,"Cyclist road injuries","Fracture of radius or ulna","male",1990,"inj_trans_road_pedal27"
13.93775,"Cyclist road injuries","Complications of medical treatment","male",1990,"inj_trans_road_pedal28"
304.3871,"Cyclist road injuries","Fracture of patella, tibia, fibula, or ankle","male",1990,"inj_trans_road_pedal29"
19.84105,"Cyclist road injuries","Fracture of pelvis","male",1990,"inj_trans_road_pedal30"
21.41711,"Cyclist road injuries","Contusion","male",1990,"inj_trans_road_pedal31"
1.519925,"Cyclist road injuries","Injury to eyes (including foreign body eye)","male",1990,"inj_trans_road_pedal32"
.3396354,"Cyclist road injuries","Environmental factors (e.g. temperature, pressure, electricity)","male",1990,"inj_trans_road_pedal33"
25.14925,"Cyclist road injuries","Minor traumatic brain injury","male",1990,"inj_trans_road_pedal34"
.0407187,"Cyclist road injuries","Non-fatal submersion","male",1990,"inj_trans_road_pedal35"
57.75589,"Drowning","Complications of medical treatment","male",1990,"inj_drowning1"
.1264961,"Drowning","Fracture of sternum or rib(s)","male",1990,"inj_drowning2"
10.67445,"Drowning","Open wound","male",1990,"inj_drowning3"
23.86456,"Drowning","Spinal cord lesion below neck level","male",1990,"inj_drowning4"
3.449654,"Drowning","Burns with <20% total burned surface area","male",1990,"inj_drowning5"
.0474438,"Drowning","Amputation of finger (excluding thumb)","male",1990,"inj_drowning6"
3.006859,"Drowning","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",1990,"inj_drowning7"
1.381889,"Drowning","Contusion","male",1990,"inj_drowning8"
18.04513,"Drowning","Fracture of foot bone","male",1990,"inj_drowning9"
29.85665,"Drowning","Multiple significant injuries","male",1990,"inj_drowning10"
7.675177,"Drowning","Fracture of vertebral column","male",1990,"inj_drowning11"
.8140202,"Drowning","Dislocation of hip","male",1990,"inj_drowning12"
74.65977,"Drowning","Fracture of patella, tibia, fibula, or ankle","male",1990,"inj_drowning13"
.2472957,"Drowning","Fracture of skull","male",1990,"inj_drowning14"
6.890975,"Drowning","Fracture of hand bone","male",1990,"inj_drowning15"
20.99096,"Drowning","Moderate to severe traumatic brain injury","male",1990,"inj_drowning16"
.8018255,"Drowning","Crush injury","male",1990,"inj_drowning17"
14.05992,"Drowning","Poisoning","male",1990,"inj_drowning18"
53.12112,"Drowning","Spinal cord lesion at neck level","male",1990,"inj_drowning19"
107.2143,"Drowning","Non-fatal submersion","male",1990,"inj_drowning20"
148.149,"Drowning","Environmental factors (e.g. temperature, pressure, electricity)","male",1990,"inj_drowning21"
5.963845,"Drowning","Internal hemorrhage in abdomen or pelvis","male",1990,"inj_drowning22"
76.91212,"Drowning","Dislocation of shoulder","male",1990,"inj_drowning23"
8.35817,"Drowning","Fracture of pelvis","male",1990,"inj_drowning24"
.4022983,"Drowning","Severe chest Injury","male",1990,"inj_drowning25"
.8220865,"Drowning","Injury to eyes (including foreign body eye)","male",1990,"inj_drowning26"
3.926454,"Drowning","Minor traumatic brain injury","male",1990,"inj_drowning27"
265.3111,"Drowning","Fracture of neck of femur","male",1990,"inj_drowning28"
6.906304,"Drowning","Injured nerves","male",1990,"inj_drowning29"
2.292103,"Drowning","Fracture of radius or ulna","male",1990,"inj_drowning30"
1.09095,"Drowning","Dislocation of knee","male",1990,"inj_drowning31"
.9114393,"Drowning","Fracture of face bone","male",1990,"inj_drowning32"
31.96804,"Drowning","Fracture of femur, other than femoral neck","male",1990,"inj_drowning33"
3.810595,"Drowning","Fracture of clavicle, scapula, or humerus","male",1990,"inj_drowning34"
9.773494,"Drowning","Other injuries of muscle & tendon and other dislocations","male",1990,"inj_drowning35"
12.70894,"Falls","Fracture of face bone","male",1990,"inj_falls1"
269.6398,"Falls","Spinal cord lesion below neck level","male",1990,"inj_falls2"
363.8112,"Falls","Complications of medical treatment","male",1990,"inj_falls3"
976.7167,"Falls","Moderate to severe traumatic brain injury","male",1990,"inj_falls4"
302.0643,"Falls","Fracture of radius or ulna","male",1990,"inj_falls5"
218.4236,"Falls","Fracture of skull","male",1990,"inj_falls6"
12.97138,"Falls","Dislocation of knee","male",1990,"inj_falls7"
14.38163,"Falls","Injury to eyes (including foreign body eye)","male",1990,"inj_falls8"
2.330186,"Falls","Non-fatal submersion","male",1990,"inj_falls9"
22.47964,"Falls","Severe chest Injury","male",1990,"inj_falls10"
153.3653,"Falls","Other injuries of muscle & tendon and other dislocations","male",1990,"inj_falls11"
192.8275,"Falls","Contusion","male",1990,"inj_falls12"
471.632,"Falls","Fracture of femur, other than femoral neck","male",1990,"inj_falls13"
157.215,"Falls","Fracture of foot bone","male",1990,"inj_falls14"
1172.643,"Falls","Fracture of neck of femur","male",1990,"inj_falls15"
172.187,"Falls","Internal hemorrhage in abdomen or pelvis","male",1990,"inj_falls16"
21.10352,"Falls","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",1990,"inj_falls17"
102.3418,"Falls","Minor traumatic brain injury","male",1990,"inj_falls18"
33.32415,"Falls","Poisoning","male",1990,"inj_falls19"
534.9747,"Falls","Fracture of vertebral column","male",1990,"inj_falls20"
17.97968,"Falls","Burns with <20% total burned surface area","male",1990,"inj_falls21"
82.14749,"Falls","Injured nerves","male",1990,"inj_falls22"
28.07316,"Falls","Dislocation of hip","male",1990,"inj_falls23"
254.1148,"Falls","Dislocation of shoulder","male",1990,"inj_falls24"
2145.886,"Falls","Fracture of patella, tibia, fibula, or ankle","male",1990,"inj_falls25"
127.0988,"Falls","Fracture of pelvis","male",1990,"inj_falls26"
13.19101,"Falls","Fracture of sternum or rib(s)","male",1990,"inj_falls27"
187.8525,"Falls","Fracture of hand bone","male",1990,"inj_falls28"
76.62001,"Falls","Fracture of clavicle, scapula, or humerus","male",1990,"inj_falls29"
.3221932,"Falls","Amputation of finger (excluding thumb)","male",1990,"inj_falls30"
1476.794,"Falls","Multiple significant injuries","male",1990,"inj_falls31"
32.10161,"Falls","Crush injury","male",1990,"inj_falls32"
282.5827,"Falls","Spinal cord lesion at neck level","male",1990,"inj_falls33"
13.00825,"Falls","Environmental factors (e.g. temperature, pressure, electricity)","male",1990,"inj_falls34"
1071.171,"Falls","Open wound","male",1990,"inj_falls35"
26.31034,"Fire, heat, and hot substances","Fracture of femur, other than femoral neck","male",1990,"inj_fires1"
2.5957,"Fire, heat, and hot substances","Fracture of clavicle, scapula, or humerus","male",1990,"inj_fires2"
4.966279,"Fire, heat, and hot substances","Crush injury","male",1990,"inj_fires3"
9.901901,"Fire, heat, and hot substances","Fracture of pelvis","male",1990,"inj_fires4"
.2257141,"Fire, heat, and hot substances","Fracture of sternum or rib(s)","male",1990,"inj_fires5"
539.8408,"Fire, heat, and hot substances","Burns with <20% total burned surface area","male",1990,"inj_fires6"
233.2984,"Fire, heat, and hot substances","Poisoning","male",1990,"inj_fires7"
20.03647,"Fire, heat, and hot substances","Other injuries of muscle & tendon and other dislocations","male",1990,"inj_fires8"
3.187044,"Fire, heat, and hot substances","Fracture of radius or ulna","male",1990,"inj_fires9"
1.444784,"Fire, heat, and hot substances","Severe chest Injury","male",1990,"inj_fires10"
97.99629,"Fire, heat, and hot substances","Multiple significant injuries","male",1990,"inj_fires11"
.3955117,"Fire, heat, and hot substances","Non-fatal submersion","male",1990,"inj_fires12"
6.871376,"Fire, heat, and hot substances","Spinal cord lesion at neck level","male",1990,"inj_fires13"
19.0438,"Fire, heat, and hot substances","Fracture of vertebral column","male",1990,"inj_fires14"
34.41554,"Fire, heat, and hot substances","Moderate to severe traumatic brain injury","male",1990,"inj_fires15"
5.008141,"Fire, heat, and hot substances","Fracture of skull","male",1990,"inj_fires16"
11.94362,"Fire, heat, and hot substances","Contusion","male",1990,"inj_fires17"
50.04024,"Fire, heat, and hot substances","Environmental factors (e.g. temperature, pressure, electricity)","male",1990,"inj_fires18"
.1946017,"Fire, heat, and hot substances","Amputation of finger (excluding thumb)","male",1990,"inj_fires19"
80.15036,"Fire, heat, and hot substances","Fracture of patella, tibia, fibula, or ankle","male",1990,"inj_fires20"
15.5989,"Fire, heat, and hot substances","Fracture of hand bone","male",1990,"inj_fires21"
832.8137,"Fire, heat, and hot substances","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",1990,"inj_fires22"
41.12019,"Fire, heat, and hot substances","Dislocation of shoulder","male",1990,"inj_fires23"
94.97898,"Fire, heat, and hot substances","Open wound","male",1990,"inj_fires24"
336.8559,"Fire, heat, and hot substances","Internal hemorrhage in abdomen or pelvis","male",1990,"inj_fires25"
4.52702,"Fire, heat, and hot substances","Spinal cord lesion below neck level","male",1990,"inj_fires26"
10.96624,"Fire, heat, and hot substances","Fracture of foot bone","male",1990,"inj_fires27"
129.6938,"Fire, heat, and hot substances","Complications of medical treatment","male",1990,"inj_fires28"
40.4438,"Fire, heat, and hot substances","Fracture of neck of femur","male",1990,"inj_fires29"
9.36332,"Fire, heat, and hot substances","Minor traumatic brain injury","male",1990,"inj_fires30"
7.199985,"Fire, heat, and hot substances","Injured nerves","male",1990,"inj_fires31"
8.404358,"Fire, heat, and hot substances","Injury to eyes (including foreign body eye)","male",1990,"inj_fires32"
2.591705,"Fire, heat, and hot substances","Fracture of face bone","male",1990,"inj_fires33"
1.234263,"Fire, heat, and hot substances","Dislocation of knee","male",1990,"inj_fires34"
4.772669,"Fire, heat, and hot substances","Dislocation of hip","male",1990,"inj_fires35"
.1420525,"Foreign body in eyes","Other injuries of muscle & tendon and other dislocations","male",1990,"inj_foreign_eye1"
9.889058,"Foreign body in eyes","Internal hemorrhage in abdomen or pelvis","male",1990,"inj_foreign_eye2"
.0104714,"Foreign body in eyes","Dislocation of hip","male",1990,"inj_foreign_eye3"
.2110018,"Foreign body in eyes","Fracture of foot bone","male",1990,"inj_foreign_eye4"
.1653156,"Foreign body in eyes","Minor traumatic brain injury","male",1990,"inj_foreign_eye5"
.1780796,"Foreign body in eyes","Fracture of vertebral column","male",1990,"inj_foreign_eye6"
.484411,"Foreign body in eyes","Moderate to severe traumatic brain injury","male",1990,"inj_foreign_eye7"
.0406365,"Foreign body in eyes","Severe chest Injury","male",1990,"inj_foreign_eye8"
.0176513,"Foreign body in eyes","Fracture of face bone","male",1990,"inj_foreign_eye9"
15.51328,"Foreign body in eyes","Complications of medical treatment","male",1990,"inj_foreign_eye10"
.899556,"Foreign body in eyes","Spinal cord lesion at neck level","male",1990,"inj_foreign_eye11"
.9276896,"Foreign body in eyes","Injured nerves","male",1990,"inj_foreign_eye12"
.034866,"Foreign body in eyes","Dislocation of knee","male",1990,"inj_foreign_eye13"
1.571863,"Foreign body in eyes","Open wound","male",1990,"inj_foreign_eye14"
.1276394,"Foreign body in eyes","Fracture of hand bone","male",1990,"inj_foreign_eye15"
.570335,"Foreign body in eyes","Poisoning","male",1990,"inj_foreign_eye16"
.0601677,"Foreign body in eyes","Dislocation of shoulder","male",1990,"inj_foreign_eye17"
.0147308,"Foreign body in eyes","Fracture of clavicle, scapula, or humerus","male",1990,"inj_foreign_eye18"
.0345975,"Foreign body in eyes","Fracture of radius or ulna","male",1990,"inj_foreign_eye19"
.0996145,"Foreign body in eyes","Burns with <20% total burned surface area","male",1990,"inj_foreign_eye20"
.9066572,"Foreign body in eyes","Fracture of patella, tibia, fibula, or ankle","male",1990,"inj_foreign_eye21"
.0790236,"Foreign body in eyes","Crush injury","male",1990,"inj_foreign_eye22"
9.171669,"Foreign body in eyes","Injury to eyes (including foreign body eye)","male",1990,"inj_foreign_eye23"
.3418181,"Foreign body in eyes","Fracture of femur, other than femoral neck","male",1990,"inj_foreign_eye24"
.0013461,"Foreign body in eyes","Fracture of sternum or rib(s)","male",1990,"inj_foreign_eye25"
.2610433,"Foreign body in eyes","Contusion","male",1990,"inj_foreign_eye26"
.2014278,"Foreign body in eyes","Fracture of skull","male",1990,"inj_foreign_eye27"
.0902741,"Foreign body in eyes","Multiple significant injuries","male",1990,"inj_foreign_eye28"
.1129942,"Foreign body in eyes","Fracture of pelvis","male",1990,"inj_foreign_eye29"
2.110588,"Foreign body in eyes","Spinal cord lesion below neck level","male",1990,"inj_foreign_eye30"
.2340783,"Foreign body in eyes","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",1990,"inj_foreign_eye31"
.0849737,"Foreign body in eyes","Environmental factors (e.g. temperature, pressure, electricity)","male",1990,"inj_foreign_eye32"
1.705963,"Foreign body in eyes","Fracture of neck of femur","male",1990,"inj_foreign_eye33"
2.098708,"Foreign body in other body part","Fracture of femur, other than femoral neck","male",1990,"inj_foreign_other1"
.5175158,"Foreign body in other body part","Fracture of radius or ulna","male",1990,"inj_foreign_other2"
.1439697,"Foreign body in other body part","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",1990,"inj_foreign_other3"
1.330393,"Foreign body in other body part","Fracture of vertebral column","male",1990,"inj_foreign_other4"
.4488955,"Foreign body in other body part","Severe chest Injury","male",1990,"inj_foreign_other5"
2.5444,"Foreign body in other body part","Fracture of skull","male",1990,"inj_foreign_other6"
.0498211,"Foreign body in other body part","Crush injury","male",1990,"inj_foreign_other7"
73.22607,"Foreign body in other body part","Internal hemorrhage in abdomen or pelvis","male",1990,"inj_foreign_other8"
1.372653,"Foreign body in other body part","Spinal cord lesion at neck level","male",1990,"inj_foreign_other9"
1.636289,"Foreign body in other body part","Moderate to severe traumatic brain injury","male",1990,"inj_foreign_other10"
.0021917,"Foreign body in other body part","Fracture of sternum or rib(s)","male",1990,"inj_foreign_other11"
6.787035,"Foreign body in other body part","Fracture of patella, tibia, fibula, or ankle","male",1990,"inj_foreign_other12"
7.757592,"Foreign body in other body part","Contusion","male",1990,"inj_foreign_other13"
27.08,"Foreign body in other body part","Fracture of neck of femur","male",1990,"inj_foreign_other14"
2.591215,"Foreign body in other body part","Other injuries of muscle & tendon and other dislocations","male",1990,"inj_foreign_other15"
3.968146,"Foreign body in other body part","Fracture of hand bone","male",1990,"inj_foreign_other16"
3.406428,"Foreign body in other body part","Injured nerves","male",1990,"inj_foreign_other17"
.1495668,"Foreign body in other body part","Fracture of face bone","male",1990,"inj_foreign_other18"
.2994193,"Foreign body in other body part","Fracture of pelvis","male",1990,"inj_foreign_other19"
68.94472,"Foreign body in other body part","Poisoning","male",1990,"inj_foreign_other20"
1.147283,"Foreign body in other body part","Burns with <20% total burned surface area","male",1990,"inj_foreign_other21"
.0430067,"Foreign body in other body part","Non-fatal submersion","male",1990,"inj_foreign_other22"
.0193063,"Foreign body in other body part","Dislocation of hip","male",1990,"inj_foreign_other23"
28.87154,"Foreign body in other body part","Injury to eyes (including foreign body eye)","male",1990,"inj_foreign_other24"
.0089569,"Foreign body in other body part","Dislocation of knee","male",1990,"inj_foreign_other25"
5.786044,"Foreign body in other body part","Multiple significant injuries","male",1990,"inj_foreign_other26"
15.46616,"Foreign body in other body part","Complications of medical treatment","male",1990,"inj_foreign_other27"
.4536565,"Foreign body in other body part","Minor traumatic brain injury","male",1990,"inj_foreign_other28"
.359591,"Foreign body in other body part","Amputation of finger (excluding thumb)","male",1990,"inj_foreign_other29"
.3653458,"Foreign body in other body part","Environmental factors (e.g. temperature, pressure, electricity)","male",1990,"inj_foreign_other30"
.6819338,"Foreign body in other body part","Fracture of foot bone","male",1990,"inj_foreign_other31"
.0382256,"Foreign body in other body part","Fracture of clavicle, scapula, or humerus","male",1990,"inj_foreign_other32"
.1715641,"Foreign body in other body part","Dislocation of shoulder","male",1990,"inj_foreign_other33"
128.3682,"Foreign body in other body part","Open wound","male",1990,"inj_foreign_other34"
2.429357,"Foreign body in other body part","Spinal cord lesion below neck level","male",1990,"inj_foreign_other35"
66.05846,"Motor vehicle road injuries","Minor traumatic brain injury","male",1990,"inj_trans_road_4wheel1"
956.1703,"Motor vehicle road injuries","Fracture of patella, tibia, fibula, or ankle","male",1990,"inj_trans_road_4wheel2"
4.725173,"Motor vehicle road injuries","Injury to eyes (including foreign body eye)","male",1990,"inj_trans_road_4wheel3"
