value,source,target,sex,year,id
4.438237,"Assault by other means","Fracture of radius or ulna","female",2000,"inj_homicide_other6"
23.85789,"Assault by other means","Fracture of vertebral column","female",2000,"inj_homicide_other7"
12.72487,"Assault by other means","Spinal cord lesion below neck level","female",2000,"inj_homicide_other8"
14.59731,"Assault by other means","Fracture of hand bone","female",2000,"inj_homicide_other9"
25.66029,"Assault by other means","Moderate to severe traumatic brain injury","female",2000,"inj_homicide_other10"
1.560197,"Assault by other means","Fracture of face bone","female",2000,"inj_homicide_other11"
57.00544,"Assault by other means","Poisoning","female",2000,"inj_homicide_other12"
17.28862,"Assault by other means","Minor traumatic brain injury","female",2000,"inj_homicide_other13"
25.97536,"Assault by other means","Complications of medical treatment","female",2000,"inj_homicide_other14"
13.07294,"Assault by other means","Internal hemorrhage in abdomen or pelvis","female",2000,"inj_homicide_other15"
47.06094,"Assault by other means","Fracture of neck of femur","female",2000,"inj_homicide_other16"
5.394947,"Assault by other means","Fracture of pelvis","female",2000,"inj_homicide_other17"
1.906546,"Assault by other means","Fracture of foot bone","female",2000,"inj_homicide_other18"
96.89731,"Assault by other means","Multiple significant injuries","female",2000,"inj_homicide_other19"
2.344135,"Assault by other means","Environmental factors (e.g. temperature, pressure, electricity)","female",2000,"inj_homicide_other20"
.651262,"Assault by other means","Severe chest Injury","female",2000,"inj_homicide_other21"
10.15483,"Assault by other means","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2000,"inj_homicide_other22"
29.70844,"Assault by other means","Fracture of patella, tibia, fibula, or ankle","female",2000,"inj_homicide_other23"
1.408725,"Assault by other means","Fracture of sternum or rib(s)","female",2000,"inj_homicide_other24"
4.049864,"Assault by other means","Other injuries of muscle & tendon and other dislocations","female",2000,"inj_homicide_other25"
29.94191,"Assault by other means","Contusion","female",2000,"inj_homicide_other26"
7.767385,"Assault by other means","Burns with <20% total burned surface area","female",2000,"inj_homicide_other27"
8.499483,"Assault by other means","Fracture of skull","female",2000,"inj_homicide_other28"
.0947529,"Assault by other means","Non-fatal submersion","female",2000,"inj_homicide_other29"
2.668005,"Assault by other means","Dislocation of shoulder","female",2000,"inj_homicide_other30"
.0369997,"Assault by other means","Amputation of finger (excluding thumb)","female",2000,"inj_homicide_other31"
.6673848,"Assault by other means","Crush injury","female",2000,"inj_homicide_other32"
7.83471,"Assault by other means","Spinal cord lesion at neck level","female",2000,"inj_homicide_other33"
.5794584,"Assault by other means","Dislocation of hip","female",2000,"inj_homicide_other34"
2.683858,"Assault by other means","Injured nerves","female",2000,"inj_homicide_other35"
1.00933,"Assault by sharp object","Dislocation of shoulder","female",2000,"inj_homicide_knife1"
2.59636,"Assault by sharp object","Fracture of skull","female",2000,"inj_homicide_knife2"
17.18846,"Assault by sharp object","Multiple significant injuries","female",2000,"inj_homicide_knife3"
2.92933,"Assault by sharp object","Moderate to severe traumatic brain injury","female",2000,"inj_homicide_knife4"
51.08543,"Assault by sharp object","Open wound","female",2000,"inj_homicide_knife5"
.6259929,"Assault by sharp object","Burns with <20% total burned surface area","female",2000,"inj_homicide_knife6"
.3345093,"Assault by sharp object","Environmental factors (e.g. temperature, pressure, electricity)","female",2000,"inj_homicide_knife7"
1.091355,"Assault by sharp object","Injury to eyes (including foreign body eye)","female",2000,"inj_homicide_knife8"
.8431751,"Assault by sharp object","Fracture of foot bone","female",2000,"inj_homicide_knife9"
.0252756,"Assault by sharp object","Fracture of sternum or rib(s)","female",2000,"inj_homicide_knife10"
.6983708,"Assault by sharp object","Fracture of pelvis","female",2000,"inj_homicide_knife11"
1.039986,"Assault by sharp object","Severe chest Injury","female",2000,"inj_homicide_knife12"
.1720224,"Assault by sharp object","Amputation of finger (excluding thumb)","female",2000,"inj_homicide_knife13"
12.64583,"Assault by sharp object","Internal hemorrhage in abdomen or pelvis","female",2000,"inj_homicide_knife14"
.2242042,"Assault by sharp object","Fracture of clavicle, scapula, or humerus","female",2000,"inj_homicide_knife15"
.3911613,"Assault by sharp object","Fracture of radius or ulna","female",2000,"inj_homicide_knife16"
1.700999,"Assault by sharp object","Fracture of femur, other than femoral neck","female",2000,"inj_homicide_knife17"
.4650793,"Assault by sharp object","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2000,"inj_homicide_knife18"
5.137718,"Assault by sharp object","Fracture of neck of femur","female",2000,"inj_homicide_knife19"
1.608033,"Assault by sharp object","Fracture of vertebral column","female",2000,"inj_homicide_knife20"
1.091947,"Assault by sharp object","Minor traumatic brain injury","female",2000,"inj_homicide_knife21"
3.203884,"Assault by sharp object","Other injuries of muscle & tendon and other dislocations","female",2000,"inj_homicide_knife22"
.0421143,"Assault by sharp object","Non-fatal submersion","female",2000,"inj_homicide_knife23"
3.109973,"Assault by sharp object","Spinal cord lesion at neck level","female",2000,"inj_homicide_knife24"
2.91746,"Assault by sharp object","Poisoning","female",2000,"inj_homicide_knife25"
3.615628,"Assault by sharp object","Fracture of patella, tibia, fibula, or ankle","female",2000,"inj_homicide_knife26"
4.247939,"Assault by sharp object","Spinal cord lesion below neck level","female",2000,"inj_homicide_knife27"
11.78161,"Assault by sharp object","Complications of medical treatment","female",2000,"inj_homicide_knife28"
3.404502,"Assault by sharp object","Injured nerves","female",2000,"inj_homicide_knife29"
.1636812,"Assault by sharp object","Dislocation of hip","female",2000,"inj_homicide_knife30"
1.662796,"Assault by sharp object","Fracture of hand bone","female",2000,"inj_homicide_knife31"
.3931091,"Assault by sharp object","Crush injury","female",2000,"inj_homicide_knife32"
.0625955,"Assault by sharp object","Dislocation of knee","female",2000,"inj_homicide_knife33"
.0880952,"Assault by sharp object","Fracture of face bone","female",2000,"inj_homicide_knife34"
3.164865,"Assault by sharp object","Contusion","female",2000,"inj_homicide_knife35"
6.522377,"Cyclist road injuries","Spinal cord lesion below neck level","female",2000,"inj_trans_road_pedal1"
55.59391,"Cyclist road injuries","Moderate to severe traumatic brain injury","female",2000,"inj_trans_road_pedal2"
.1375817,"Cyclist road injuries","Environmental factors (e.g. temperature, pressure, electricity)","female",2000,"inj_trans_road_pedal3"
137.3618,"Cyclist road injuries","Open wound","female",2000,"inj_trans_road_pedal4"
89.48956,"Cyclist road injuries","Fracture of neck of femur","female",2000,"inj_trans_road_pedal5"
9.862283,"Cyclist road injuries","Spinal cord lesion at neck level","female",2000,"inj_trans_road_pedal6"
1.73942,"Cyclist road injuries","Injured nerves","female",2000,"inj_trans_road_pedal7"
6.995197,"Cyclist road injuries","Dislocation of shoulder","female",2000,"inj_trans_road_pedal8"
16.81614,"Cyclist road injuries","Contusion","female",2000,"inj_trans_road_pedal9"
7.586907,"Cyclist road injuries","Complications of medical treatment","female",2000,"inj_trans_road_pedal10"
100.3135,"Cyclist road injuries","Multiple significant injuries","female",2000,"inj_trans_road_pedal11"
.603518,"Cyclist road injuries","Injury to eyes (including foreign body eye)","female",2000,"inj_trans_road_pedal12"
15.59641,"Cyclist road injuries","Fracture of hand bone","female",2000,"inj_trans_road_pedal13"
17.20191,"Cyclist road injuries","Fracture of pelvis","female",2000,"inj_trans_road_pedal14"
7.508055,"Cyclist road injuries","Internal hemorrhage in abdomen or pelvis","female",2000,"inj_trans_road_pedal15"
.2738873,"Cyclist road injuries","Dislocation of knee","female",2000,"inj_trans_road_pedal16"
.5413664,"Cyclist road injuries","Poisoning","female",2000,"inj_trans_road_pedal17"
221.4457,"Cyclist road injuries","Fracture of patella, tibia, fibula, or ankle","female",2000,"inj_trans_road_pedal18"
18.22833,"Cyclist road injuries","Minor traumatic brain injury","female",2000,"inj_trans_road_pedal19"
.0249201,"Cyclist road injuries","Amputation of finger (excluding thumb)","female",2000,"inj_trans_road_pedal20"
1.076419,"Cyclist road injuries","Dislocation of hip","female",2000,"inj_trans_road_pedal21"
1.539603,"Cyclist road injuries","Crush injury","female",2000,"inj_trans_road_pedal22"
33.37183,"Cyclist road injuries","Fracture of radius or ulna","female",2000,"inj_trans_road_pedal23"
5.464983,"Cyclist road injuries","Fracture of clavicle, scapula, or humerus","female",2000,"inj_trans_road_pedal24"
6.524559,"Cyclist road injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2000,"inj_trans_road_pedal25"
4.435883,"Cyclist road injuries","Fracture of foot bone","female",2000,"inj_trans_road_pedal26"
9.080474,"Cyclist road injuries","Fracture of skull","female",2000,"inj_trans_road_pedal27"
64.66116,"Cyclist road injuries","Fracture of vertebral column","female",2000,"inj_trans_road_pedal28"
.0374253,"Cyclist road injuries","Non-fatal submersion","female",2000,"inj_trans_road_pedal29"
.8113531,"Cyclist road injuries","Severe chest Injury","female",2000,"inj_trans_road_pedal30"
.3337422,"Cyclist road injuries","Burns with <20% total burned surface area","female",2000,"inj_trans_road_pedal31"
1.157689,"Cyclist road injuries","Fracture of face bone","female",2000,"inj_trans_road_pedal32"
5.657444,"Cyclist road injuries","Other injuries of muscle & tendon and other dislocations","female",2000,"inj_trans_road_pedal33"
19.5295,"Cyclist road injuries","Fracture of femur, other than femoral neck","female",2000,"inj_trans_road_pedal34"
1.452469,"Cyclist road injuries","Fracture of sternum or rib(s)","female",2000,"inj_trans_road_pedal35"
1.102966,"Drowning","Crush injury","female",2000,"inj_drowning1"
8.346692,"Drowning","Other injuries of muscle & tendon and other dislocations","female",2000,"inj_drowning2"
20.37284,"Drowning","Dislocation of shoulder","female",2000,"inj_drowning3"
.4940529,"Drowning","Fracture of face bone","female",2000,"inj_drowning4"
.0750047,"Drowning","Fracture of skull","female",2000,"inj_drowning5"
3.885086,"Drowning","Fracture of vertebral column","female",2000,"inj_drowning6"
29.64937,"Drowning","Multiple significant injuries","female",2000,"inj_drowning7"
2.87701,"Drowning","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2000,"inj_drowning8"
9.447429,"Drowning","Spinal cord lesion below neck level","female",2000,"inj_drowning9"
4.026878,"Drowning","Fracture of hand bone","female",2000,"inj_drowning10"
2.410085,"Drowning","Fracture of radius or ulna","female",2000,"inj_drowning11"
.4716054,"Drowning","Injury to eyes (including foreign body eye)","female",2000,"inj_drowning12"
9.267225,"Drowning","Fracture of pelvis","female",2000,"inj_drowning13"
8.741163,"Drowning","Fracture of foot bone","female",2000,"inj_drowning14"
15.88612,"Drowning","Moderate to severe traumatic brain injury","female",2000,"inj_drowning15"
82.58999,"Drowning","Non-fatal submersion","female",2000,"inj_drowning16"
26.66499,"Drowning","Fracture of femur, other than femoral neck","female",2000,"inj_drowning17"
12.20863,"Drowning","Poisoning","female",2000,"inj_drowning18"
10.76011,"Drowning","Spinal cord lesion at neck level","female",2000,"inj_drowning19"
3.552784,"Drowning","Burns with <20% total burned surface area","female",2000,"inj_drowning20"
.0711091,"Drowning","Fracture of sternum or rib(s)","female",2000,"inj_drowning21"
1.075868,"Drowning","Contusion","female",2000,"inj_drowning22"
69.78944,"Drowning","Complications of medical treatment","female",2000,"inj_drowning23"
.3025861,"Drowning","Severe chest Injury","female",2000,"inj_drowning24"
7.884222,"Drowning","Internal hemorrhage in abdomen or pelvis","female",2000,"inj_drowning25"
.0364217,"Drowning","Amputation of finger (excluding thumb)","female",2000,"inj_drowning26"
3.457721,"Drowning","Minor traumatic brain injury","female",2000,"inj_drowning27"
81.49104,"Drowning","Fracture of patella, tibia, fibula, or ankle","female",2000,"inj_drowning28"
96.76345,"Drowning","Environmental factors (e.g. temperature, pressure, electricity)","female",2000,"inj_drowning29"
7.625161,"Drowning","Open wound","female",2000,"inj_drowning30"
2.224887,"Drowning","Dislocation of hip","female",2000,"inj_drowning31"
4.196438,"Drowning","Fracture of clavicle, scapula, or humerus","female",2000,"inj_drowning32"
238.6029,"Drowning","Fracture of neck of femur","female",2000,"inj_drowning33"
6.847167,"Drowning","Injured nerves","female",2000,"inj_drowning34"
.8782465,"Drowning","Dislocation of knee","female",2000,"inj_drowning35"
1.296775,"Falls","Non-fatal submersion","female",2000,"inj_falls1"
119.1637,"Falls","Fracture of skull","female",2000,"inj_falls2"
86.82818,"Falls","Minor traumatic brain injury","female",2000,"inj_falls3"
86.19566,"Falls","Internal hemorrhage in abdomen or pelvis","female",2000,"inj_falls4"
791.0511,"Falls","Open wound","female",2000,"inj_falls5"
1386.99,"Falls","Fracture of neck of femur","female",2000,"inj_falls6"
26.29265,"Falls","Dislocation of hip","female",2000,"inj_falls7"
538.0658,"Falls","Fracture of vertebral column","female",2000,"inj_falls8"
181.5074,"Falls","Contusion","female",2000,"inj_falls9"
2237.392,"Falls","Fracture of patella, tibia, fibula, or ankle","female",2000,"inj_falls10"
17.2159,"Falls","Severe chest Injury","female",2000,"inj_falls11"
141.7135,"Falls","Dislocation of shoulder","female",2000,"inj_falls12"
7.857116,"Falls","Fracture of face bone","female",2000,"inj_falls13"
18.01565,"Falls","Crush injury","female",2000,"inj_falls14"
8.232475,"Falls","Fracture of sternum or rib(s)","female",2000,"inj_falls15"
597.0624,"Falls","Moderate to severe traumatic brain injury","female",2000,"inj_falls16"
115.4789,"Falls","Other injuries of muscle & tendon and other dislocations","female",2000,"inj_falls17"
117.7667,"Falls","Fracture of pelvis","female",2000,"inj_falls18"
350.598,"Falls","Complications of medical treatment","female",2000,"inj_falls19"
19.18385,"Falls","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2000,"inj_falls20"
138.3174,"Falls","Fracture of hand bone","female",2000,"inj_falls21"
62.91437,"Falls","Injured nerves","female",2000,"inj_falls22"
79.00221,"Falls","Fracture of clavicle, scapula, or humerus","female",2000,"inj_falls23"
131.973,"Falls","Spinal cord lesion at neck level","female",2000,"inj_falls24"
13.55115,"Falls","Burns with <20% total burned surface area","female",2000,"inj_falls25"
147.9946,"Falls","Spinal cord lesion below neck level","female",2000,"inj_falls26"
12.14682,"Falls","Dislocation of knee","female",2000,"inj_falls27"
7.309689,"Falls","Environmental factors (e.g. temperature, pressure, electricity)","female",2000,"inj_falls28"
509.9117,"Falls","Fracture of radius or ulna","female",2000,"inj_falls29"
10.72368,"Falls","Injury to eyes (including foreign body eye)","female",2000,"inj_falls30"
.1869481,"Falls","Amputation of finger (excluding thumb)","female",2000,"inj_falls31"
956.6828,"Falls","Multiple significant injuries","female",2000,"inj_falls32"
99.47865,"Falls","Fracture of foot bone","female",2000,"inj_falls33"
29.34942,"Falls","Poisoning","female",2000,"inj_falls34"
441.6176,"Falls","Fracture of femur, other than femoral neck","female",2000,"inj_falls35"
109.0089,"Fire, heat, and hot substances","Multiple significant injuries","female",2000,"inj_fires1"
15.0954,"Fire, heat, and hot substances","Contusion","female",2000,"inj_fires2"
5.379618,"Fire, heat, and hot substances","Spinal cord lesion below neck level","female",2000,"inj_fires3"
106.3953,"Fire, heat, and hot substances","Open wound","female",2000,"inj_fires4"
1389.79,"Fire, heat, and hot substances","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2000,"inj_fires5"
.6083576,"Fire, heat, and hot substances","Non-fatal submersion","female",2000,"inj_fires6"
44.59949,"Fire, heat, and hot substances","Dislocation of shoulder","female",2000,"inj_fires7"
729.5056,"Fire, heat, and hot substances","Burns with <20% total burned surface area","female",2000,"inj_fires8"
1.582928,"Fire, heat, and hot substances","Severe chest Injury","female",2000,"inj_fires9"
43.03062,"Fire, heat, and hot substances","Fracture of femur, other than femoral neck","female",2000,"inj_fires10"
13.22296,"Fire, heat, and hot substances","Fracture of foot bone","female",2000,"inj_fires11"
18.6972,"Fire, heat, and hot substances","Fracture of pelvis","female",2000,"inj_fires12"
3.676808,"Fire, heat, and hot substances","Fracture of clavicle, scapula, or humerus","female",2000,"inj_fires13"
.9952851,"Fire, heat, and hot substances","Dislocation of knee","female",2000,"inj_fires14"
18.39988,"Fire, heat, and hot substances","Other injuries of muscle & tendon and other dislocations","female",2000,"inj_fires15"
3.11795,"Fire, heat, and hot substances","Fracture of skull","female",2000,"inj_fires16"
26.04887,"Fire, heat, and hot substances","Fracture of vertebral column","female",2000,"inj_fires17"
6.705702,"Fire, heat, and hot substances","Fracture of radius or ulna","female",2000,"inj_fires18"
5.690094,"Fire, heat, and hot substances","Crush injury","female",2000,"inj_fires19"
.2393304,"Fire, heat, and hot substances","Amputation of finger (excluding thumb)","female",2000,"inj_fires20"
250.7242,"Fire, heat, and hot substances","Poisoning","female",2000,"inj_fires21"
8.330583,"Fire, heat, and hot substances","Spinal cord lesion at neck level","female",2000,"inj_fires22"
15.42881,"Fire, heat, and hot substances","Fracture of hand bone","female",2000,"inj_fires23"
6.45298,"Fire, heat, and hot substances","Injury to eyes (including foreign body eye)","female",2000,"inj_fires24"
9.998003,"Fire, heat, and hot substances","Injured nerves","female",2000,"inj_fires25"
84.41822,"Fire, heat, and hot substances","Environmental factors (e.g. temperature, pressure, electricity)","female",2000,"inj_fires26"
259.4946,"Fire, heat, and hot substances","Complications of medical treatment","female",2000,"inj_fires27"
2.305352,"Fire, heat, and hot substances","Fracture of face bone","female",2000,"inj_fires28"
5.438145,"Fire, heat, and hot substances","Dislocation of hip","female",2000,"inj_fires29"
.2423865,"Fire, heat, and hot substances","Fracture of sternum or rib(s)","female",2000,"inj_fires30"
39.99599,"Fire, heat, and hot substances","Moderate to severe traumatic brain injury","female",2000,"inj_fires31"
11.23856,"Fire, heat, and hot substances","Minor traumatic brain injury","female",2000,"inj_fires32"
101.6075,"Fire, heat, and hot substances","Fracture of patella, tibia, fibula, or ankle","female",2000,"inj_fires33"
488.6476,"Fire, heat, and hot substances","Internal hemorrhage in abdomen or pelvis","female",2000,"inj_fires34"
89.17254,"Fire, heat, and hot substances","Fracture of neck of femur","female",2000,"inj_fires35"
.0389427,"Foreign body in eyes","Fracture of radius or ulna","female",2000,"inj_foreign_eye1"
2.112138,"Foreign body in eyes","Open wound","female",2000,"inj_foreign_eye2"
.2920098,"Foreign body in eyes","Fracture of foot bone","female",2000,"inj_foreign_eye3"
.0778218,"Foreign body in eyes","Dislocation of shoulder","female",2000,"inj_foreign_eye4"
.086447,"Foreign body in eyes","Fracture of hand bone","female",2000,"inj_foreign_eye5"
.0038084,"Foreign body in eyes","Fracture of sternum or rib(s)","female",2000,"inj_foreign_eye6"
.0147164,"Foreign body in eyes","Dislocation of hip","female",2000,"inj_foreign_eye7"
7.644179,"Foreign body in eyes","Injury to eyes (including foreign body eye)","female",2000,"inj_foreign_eye8"
.8511879,"Foreign body in eyes","Fracture of patella, tibia, fibula, or ankle","female",2000,"inj_foreign_eye9"
.6595872,"Foreign body in eyes","Poisoning","female",2000,"inj_foreign_eye10"
3.258579,"Foreign body in eyes","Fracture of neck of femur","female",2000,"inj_foreign_eye11"
.4526433,"Foreign body in eyes","Contusion","female",2000,"inj_foreign_eye12"
.0430909,"Foreign body in eyes","Dislocation of knee","female",2000,"inj_foreign_eye13"
.2817287,"Foreign body in eyes","Multiple significant injuries","female",2000,"inj_foreign_eye14"
.4173397,"Foreign body in eyes","Fracture of femur, other than femoral neck","female",2000,"inj_foreign_eye15"
.5724022,"Foreign body in eyes","Injured nerves","female",2000,"inj_foreign_eye16"
.2450708,"Foreign body in eyes","Fracture of skull","female",2000,"inj_foreign_eye17"
5.413053,"Foreign body in eyes","Internal hemorrhage in abdomen or pelvis","female",2000,"inj_foreign_eye18"
.082706,"Foreign body in eyes","Crush injury","female",2000,"inj_foreign_eye19"
.2926051,"Foreign body in eyes","Minor traumatic brain injury","female",2000,"inj_foreign_eye20"
35.66127,"Foreign body in eyes","Complications of medical treatment","female",2000,"inj_foreign_eye21"
.2677218,"Foreign body in eyes","Fracture of pelvis","female",2000,"inj_foreign_eye22"
.0249779,"Foreign body in eyes","Fracture of face bone","female",2000,"inj_foreign_eye23"
.2416983,"Foreign body in eyes","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2000,"inj_foreign_eye24"
.1292523,"Foreign body in eyes","Burns with <20% total burned surface area","female",2000,"inj_foreign_eye25"
.5126023,"Foreign body in eyes","Spinal cord lesion at neck level","female",2000,"inj_foreign_eye26"
.0112611,"Foreign body in eyes","Fracture of clavicle, scapula, or humerus","female",2000,"inj_foreign_eye27"
.6383742,"Foreign body in eyes","Moderate to severe traumatic brain injury","female",2000,"inj_foreign_eye28"
4.690886,"Foreign body in eyes","Spinal cord lesion below neck level","female",2000,"inj_foreign_eye29"
.1986668,"Foreign body in eyes","Other injuries of muscle & tendon and other dislocations","female",2000,"inj_foreign_eye30"
.0746842,"Foreign body in eyes","Environmental factors (e.g. temperature, pressure, electricity)","female",2000,"inj_foreign_eye31"
.0086952,"Foreign body in eyes","Severe chest Injury","female",2000,"inj_foreign_eye32"
.241821,"Foreign body in eyes","Fracture of vertebral column","female",2000,"inj_foreign_eye33"
.2083381,"Foreign body in other body part","Environmental factors (e.g. temperature, pressure, electricity)","female",2000,"inj_foreign_other1"
.0135961,"Foreign body in other body part","Fracture of clavicle, scapula, or humerus","female",2000,"inj_foreign_other2"
1.025437,"Foreign body in other body part","Fracture of vertebral column","female",2000,"inj_foreign_other3"
16.3207,"Foreign body in other body part","Fracture of neck of femur","female",2000,"inj_foreign_other4"
.2003905,"Foreign body in other body part","Fracture of pelvis","female",2000,"inj_foreign_other5"
.146537,"Foreign body in other body part","Dislocation of shoulder","female",2000,"inj_foreign_other6"
.0536227,"Foreign body in other body part","Amputation of finger (excluding thumb)","female",2000,"inj_foreign_other7"
.7343786,"Foreign body in other body part","Spinal cord lesion below neck level","female",2000,"inj_foreign_other8"
.2329162,"Foreign body in other body part","Fracture of foot bone","female",2000,"inj_foreign_other9"
.0136977,"Foreign body in other body part","Crush injury","female",2000,"inj_foreign_other10"
.4098186,"Foreign body in other body part","Burns with <20% total burned surface area","female",2000,"inj_foreign_other11"
.7146007,"Foreign body in other body part","Fracture of skull","female",2000,"inj_foreign_other12"
.2260865,"Foreign body in other body part","Minor traumatic brain injury","female",2000,"inj_foreign_other13"
29.20529,"Foreign body in other body part","Internal hemorrhage in abdomen or pelvis","female",2000,"inj_foreign_other14"
.0336838,"Foreign body in other body part","Dislocation of hip","female",2000,"inj_foreign_other15"
.5785275,"Foreign body in other body part","Severe chest Injury","female",2000,"inj_foreign_other16"
.0859632,"Foreign body in other body part","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2000,"inj_foreign_other17"
1.114713,"Foreign body in other body part","Fracture of patella, tibia, fibula, or ankle","female",2000,"inj_foreign_other18"
.3026796,"Foreign body in other body part","Fracture of femur, other than femoral neck","female",2000,"inj_foreign_other19"
4.587773,"Foreign body in other body part","Contusion","female",2000,"inj_foreign_other20"
1.069323,"Foreign body in other body part","Fracture of hand bone","female",2000,"inj_foreign_other21"
.2014417,"Foreign body in other body part","Fracture of radius or ulna","female",2000,"inj_foreign_other22"
.4716454,"Foreign body in other body part","Moderate to severe traumatic brain injury","female",2000,"inj_foreign_other23"
1.350111,"Foreign body in other body part","Other injuries of muscle & tendon and other dislocations","female",2000,"inj_foreign_other24"
.0014102,"Foreign body in other body part","Fracture of sternum or rib(s)","female",2000,"inj_foreign_other25"
12.70617,"Foreign body in other body part","Injury to eyes (including foreign body eye)","female",2000,"inj_foreign_other26"
.0409713,"Foreign body in other body part","Fracture of face bone","female",2000,"inj_foreign_other27"
.0095309,"Foreign body in other body part","Non-fatal submersion","female",2000,"inj_foreign_other28"
53.17913,"Foreign body in other body part","Poisoning","female",2000,"inj_foreign_other29"
.2760186,"Foreign body in other body part","Spinal cord lesion at neck level","female",2000,"inj_foreign_other30"
1.590135,"Foreign body in other body part","Injured nerves","female",2000,"inj_foreign_other31"
80.03717,"Foreign body in other body part","Open wound","female",2000,"inj_foreign_other32"
.0052443,"Foreign body in other body part","Dislocation of knee","female",2000,"inj_foreign_other33"
16.18059,"Foreign body in other body part","Complications of medical treatment","female",2000,"inj_foreign_other34"
1.863868,"Foreign body in other body part","Multiple significant injuries","female",2000,"inj_foreign_other35"
55.22452,"Motor vehicle road injuries","Internal hemorrhage in abdomen or pelvis","female",2000,"inj_trans_road_4wheel1"
23.58905,"Motor vehicle road injuries","Fracture of hand bone","female",2000,"inj_trans_road_4wheel2"
9.065244,"Motor vehicle road injuries","Fracture of clavicle, scapula, or humerus","female",2000,"inj_trans_road_4wheel3"
