value,source,target,sex,year,id
7.511042,"Assault by sharp object","Fracture of neck of femur","male",2005,"inj_homicide_knife13"
.9046119,"Assault by sharp object","Burns with <20% total burned surface area","male",2005,"inj_homicide_knife14"
1.918121,"Assault by sharp object","Fracture of pelvis","male",2005,"inj_homicide_knife15"
59.75624,"Assault by sharp object","Internal hemorrhage in abdomen or pelvis","male",2005,"inj_homicide_knife16"
.2910826,"Assault by sharp object","Dislocation of hip","male",2005,"inj_homicide_knife17"
21.03468,"Assault by sharp object","Spinal cord lesion below neck level","male",2005,"inj_homicide_knife18"
8.136598,"Assault by sharp object","Spinal cord lesion at neck level","male",2005,"inj_homicide_knife19"
1.297054,"Assault by sharp object","Crush injury","male",2005,"inj_homicide_knife20"
3.399075,"Assault by sharp object","Minor traumatic brain injury","male",2005,"inj_homicide_knife21"
.5992132,"Assault by sharp object","Amputation of finger (excluding thumb)","male",2005,"inj_homicide_knife22"
9.494662,"Assault by sharp object","Contusion","male",2005,"inj_homicide_knife23"
8.109524,"Assault by sharp object","Injured nerves","male",2005,"inj_homicide_knife24"
10.18843,"Assault by sharp object","Moderate to severe traumatic brain injury","male",2005,"inj_homicide_knife25"
.0840965,"Assault by sharp object","Dislocation of knee","male",2005,"inj_homicide_knife26"
7.489635,"Assault by sharp object","Fracture of vertebral column","male",2005,"inj_homicide_knife27"
.575934,"Assault by sharp object","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2005,"inj_homicide_knife28"
2.277894,"Assault by sharp object","Dislocation of shoulder","male",2005,"inj_homicide_knife29"
5.897505,"Assault by sharp object","Fracture of femur, other than femoral neck","male",2005,"inj_homicide_knife30"
3.318608,"Assault by sharp object","Poisoning","male",2005,"inj_homicide_knife31"
.4847223,"Assault by sharp object","Environmental factors (e.g. temperature, pressure, electricity)","male",2005,"inj_homicide_knife32"
2.411304,"Assault by sharp object","Injury to eyes (including foreign body eye)","male",2005,"inj_homicide_knife33"
47.15528,"Assault by sharp object","Multiple significant injuries","male",2005,"inj_homicide_knife34"
11.38687,"Assault by sharp object","Fracture of skull","male",2005,"inj_homicide_knife35"
7.419771,"Cyclist road injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2005,"inj_trans_road_pedal1"
2.60559,"Cyclist road injuries","Crush injury","male",2005,"inj_trans_road_pedal2"
25.80136,"Cyclist road injuries","Contusion","male",2005,"inj_trans_road_pedal3"
20.41752,"Cyclist road injuries","Internal hemorrhage in abdomen or pelvis","male",2005,"inj_trans_road_pedal4"
1.049348,"Cyclist road injuries","Poisoning","male",2005,"inj_trans_road_pedal5"
374.0911,"Cyclist road injuries","Fracture of patella, tibia, fibula, or ankle","male",2005,"inj_trans_road_pedal6"
4.148999,"Cyclist road injuries","Injured nerves","male",2005,"inj_trans_road_pedal7"
19.17398,"Cyclist road injuries","Complications of medical treatment","male",2005,"inj_trans_road_pedal8"
4.490831,"Cyclist road injuries","Severe chest Injury","male",2005,"inj_trans_road_pedal9"
.0398091,"Cyclist road injuries","Non-fatal submersion","male",2005,"inj_trans_road_pedal10"
9.986585,"Cyclist road injuries","Spinal cord lesion below neck level","male",2005,"inj_trans_road_pedal11"
35.70621,"Cyclist road injuries","Fracture of hand bone","male",2005,"inj_trans_road_pedal12"
.4776228,"Cyclist road injuries","Dislocation of knee","male",2005,"inj_trans_road_pedal13"
31.57444,"Cyclist road injuries","Minor traumatic brain injury","male",2005,"inj_trans_road_pedal14"
8.005768,"Cyclist road injuries","Fracture of sternum or rib(s)","male",2005,"inj_trans_road_pedal15"
7.463888,"Cyclist road injuries","Fracture of foot bone","male",2005,"inj_trans_road_pedal16"
17.17217,"Cyclist road injuries","Fracture of skull","male",2005,"inj_trans_road_pedal17"
9.866016,"Cyclist road injuries","Other injuries of muscle & tendon and other dislocations","male",2005,"inj_trans_road_pedal18"
39.3456,"Cyclist road injuries","Spinal cord lesion at neck level","male",2005,"inj_trans_road_pedal19"
31.18072,"Cyclist road injuries","Dislocation of shoulder","male",2005,"inj_trans_road_pedal20"
1.971346,"Cyclist road injuries","Dislocation of hip","male",2005,"inj_trans_road_pedal21"
.4260143,"Cyclist road injuries","Environmental factors (e.g. temperature, pressure, electricity)","male",2005,"inj_trans_road_pedal22"
22.33615,"Cyclist road injuries","Fracture of pelvis","male",2005,"inj_trans_road_pedal23"
.8091027,"Cyclist road injuries","Burns with <20% total burned surface area","male",2005,"inj_trans_road_pedal24"
46.11628,"Cyclist road injuries","Fracture of femur, other than femoral neck","male",2005,"inj_trans_road_pedal25"
1.820664,"Cyclist road injuries","Injury to eyes (including foreign body eye)","male",2005,"inj_trans_road_pedal26"
286.1711,"Cyclist road injuries","Open wound","male",2005,"inj_trans_road_pedal27"
213.7496,"Cyclist road injuries","Fracture of vertebral column","male",2005,"inj_trans_road_pedal28"
.1738328,"Cyclist road injuries","Amputation of finger (excluding thumb)","male",2005,"inj_trans_road_pedal29"
238.4156,"Cyclist road injuries","Fracture of neck of femur","male",2005,"inj_trans_road_pedal30"
61.07165,"Cyclist road injuries","Fracture of radius or ulna","male",2005,"inj_trans_road_pedal31"
105.0429,"Cyclist road injuries","Moderate to severe traumatic brain injury","male",2005,"inj_trans_road_pedal32"
9.273951,"Cyclist road injuries","Fracture of clavicle, scapula, or humerus","male",2005,"inj_trans_road_pedal33"
165.142,"Cyclist road injuries","Multiple significant injuries","male",2005,"inj_trans_road_pedal34"
2.805253,"Cyclist road injuries","Fracture of face bone","male",2005,"inj_trans_road_pedal35"
.1590441,"Drowning","Fracture of sternum or rib(s)","male",2005,"inj_drowning1"
14.94425,"Drowning","Poisoning","male",2005,"inj_drowning2"
309.6775,"Drowning","Fracture of neck of femur","male",2005,"inj_drowning3"
105.3784,"Drowning","Fracture of patella, tibia, fibula, or ankle","male",2005,"inj_drowning4"
3.770037,"Drowning","Burns with <20% total burned surface area","male",2005,"inj_drowning5"
.0501298,"Drowning","Amputation of finger (excluding thumb)","male",2005,"inj_drowning6"
1.734775,"Drowning","Contusion","male",2005,"inj_drowning7"
72.61813,"Drowning","Complications of medical treatment","male",2005,"inj_drowning8"
35.1657,"Drowning","Multiple significant injuries","male",2005,"inj_drowning9"
.5280625,"Drowning","Severe chest Injury","male",2005,"inj_drowning10"
10.00608,"Drowning","Fracture of pelvis","male",2005,"inj_drowning11"
.9117981,"Drowning","Crush injury","male",2005,"inj_drowning12"
13.4414,"Drowning","Other injuries of muscle & tendon and other dislocations","male",2005,"inj_drowning13"
1.127836,"Drowning","Fracture of face bone","male",2005,"inj_drowning14"
172.8733,"Drowning","Environmental factors (e.g. temperature, pressure, electricity)","male",2005,"inj_drowning15"
85.13912,"Drowning","Dislocation of shoulder","male",2005,"inj_drowning16"
1.300578,"Drowning","Dislocation of knee","male",2005,"inj_drowning17"
13.33332,"Drowning","Open wound","male",2005,"inj_drowning18"
4.433383,"Drowning","Fracture of clavicle, scapula, or humerus","male",2005,"inj_drowning19"
25.38113,"Drowning","Moderate to severe traumatic brain injury","male",2005,"inj_drowning20"
8.376572,"Drowning","Internal hemorrhage in abdomen or pelvis","male",2005,"inj_drowning21"
.9630632,"Drowning","Dislocation of hip","male",2005,"inj_drowning22"
8.227125,"Drowning","Injured nerves","male",2005,"inj_drowning23"
26.9833,"Drowning","Spinal cord lesion below neck level","male",2005,"inj_drowning24"
3.533317,"Drowning","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2005,"inj_drowning25"
9.087109,"Drowning","Fracture of vertebral column","male",2005,"inj_drowning26"
.9158646,"Drowning","Injury to eyes (including foreign body eye)","male",2005,"inj_drowning27"
21.91211,"Drowning","Fracture of foot bone","male",2005,"inj_drowning28"
.2896118,"Drowning","Fracture of skull","male",2005,"inj_drowning29"
60.81607,"Drowning","Spinal cord lesion at neck level","male",2005,"inj_drowning30"
42.19486,"Drowning","Fracture of femur, other than femoral neck","male",2005,"inj_drowning31"
9.368673,"Drowning","Fracture of hand bone","male",2005,"inj_drowning32"
3.021236,"Drowning","Fracture of radius or ulna","male",2005,"inj_drowning33"
5.075001,"Drowning","Minor traumatic brain injury","male",2005,"inj_drowning34"
115.8275,"Drowning","Non-fatal submersion","male",2005,"inj_drowning35"
18.27431,"Falls","Dislocation of knee","male",2005,"inj_falls1"
3063.47,"Falls","Fracture of patella, tibia, fibula, or ankle","male",2005,"inj_falls2"
19.31822,"Falls","Fracture of sternum or rib(s)","male",2005,"inj_falls3"
1415.554,"Falls","Open wound","male",2005,"inj_falls4"
17.788,"Falls","Fracture of face bone","male",2005,"inj_falls5"
628.1229,"Falls","Fracture of femur, other than femoral neck","male",2005,"inj_falls6"
29.40822,"Falls","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2005,"inj_falls7"
182.6404,"Falls","Fracture of pelvis","male",2005,"inj_falls8"
1548.712,"Falls","Fracture of neck of femur","male",2005,"inj_falls9"
38.46406,"Falls","Dislocation of hip","male",2005,"inj_falls10"
217.2646,"Falls","Other injuries of muscle & tendon and other dislocations","male",2005,"inj_falls11"
132.3936,"Falls","Minor traumatic brain injury","male",2005,"inj_falls12"
245.1443,"Falls","Fracture of hand bone","male",2005,"inj_falls13"
33.00848,"Falls","Severe chest Injury","male",2005,"inj_falls14"
101.283,"Falls","Fracture of clavicle, scapula, or humerus","male",2005,"inj_falls15"
364.2341,"Falls","Dislocation of shoulder","male",2005,"inj_falls16"
240.7547,"Falls","Internal hemorrhage in abdomen or pelvis","male",2005,"inj_falls17"
24.31244,"Falls","Burns with <20% total burned surface area","male",2005,"inj_falls18"
115.127,"Falls","Injured nerves","male",2005,"inj_falls19"
333.4732,"Falls","Spinal cord lesion below neck level","male",2005,"inj_falls20"
367.9593,"Falls","Spinal cord lesion at neck level","male",2005,"inj_falls21"
257.2497,"Falls","Contusion","male",2005,"inj_falls22"
227.9625,"Falls","Fracture of foot bone","male",2005,"inj_falls23"
43.69884,"Falls","Crush injury","male",2005,"inj_falls24"
3.034816,"Falls","Non-fatal submersion","male",2005,"inj_falls25"
790.7814,"Falls","Fracture of vertebral column","male",2005,"inj_falls26"
1327.371,"Falls","Moderate to severe traumatic brain injury","male",2005,"inj_falls27"
516.77,"Falls","Complications of medical treatment","male",2005,"inj_falls28"
1889.806,"Falls","Multiple significant injuries","male",2005,"inj_falls29"
44.44074,"Falls","Poisoning","male",2005,"inj_falls30"
17.68025,"Falls","Environmental factors (e.g. temperature, pressure, electricity)","male",2005,"inj_falls31"
287.1434,"Falls","Fracture of skull","male",2005,"inj_falls32"
17.97912,"Falls","Injury to eyes (including foreign body eye)","male",2005,"inj_falls33"
.4278325,"Falls","Amputation of finger (excluding thumb)","male",2005,"inj_falls34"
435.7832,"Falls","Fracture of radius or ulna","male",2005,"inj_falls35"
91.78278,"Fire, heat, and hot substances","Fracture of patella, tibia, fibula, or ankle","male",2005,"inj_fires1"
261.2527,"Fire, heat, and hot substances","Poisoning","male",2005,"inj_fires2"
7.698237,"Fire, heat, and hot substances","Spinal cord lesion at neck level","male",2005,"inj_fires3"
2.902963,"Fire, heat, and hot substances","Fracture of face bone","male",2005,"inj_fires4"
8.210484,"Fire, heat, and hot substances","Injured nerves","male",2005,"inj_fires5"
5.472332,"Fire, heat, and hot substances","Crush injury","male",2005,"inj_fires6"
22.44593,"Fire, heat, and hot substances","Other injuries of muscle & tendon and other dislocations","male",2005,"inj_fires7"
10.50554,"Fire, heat, and hot substances","Minor traumatic brain injury","male",2005,"inj_fires8"
57.12872,"Fire, heat, and hot substances","Environmental factors (e.g. temperature, pressure, electricity)","male",2005,"inj_fires9"
40.45776,"Fire, heat, and hot substances","Moderate to severe traumatic brain injury","male",2005,"inj_fires10"
596.6158,"Fire, heat, and hot substances","Burns with <20% total burned surface area","male",2005,"inj_fires11"
21.44006,"Fire, heat, and hot substances","Fracture of vertebral column","male",2005,"inj_fires12"
3.739914,"Fire, heat, and hot substances","Fracture of radius or ulna","male",2005,"inj_fires13"
12.60851,"Fire, heat, and hot substances","Fracture of foot bone","male",2005,"inj_fires14"
388.2298,"Fire, heat, and hot substances","Internal hemorrhage in abdomen or pelvis","male",2005,"inj_fires15"
46.47298,"Fire, heat, and hot substances","Dislocation of shoulder","male",2005,"inj_fires16"
13.91985,"Fire, heat, and hot substances","Contusion","male",2005,"inj_fires17"
5.440851,"Fire, heat, and hot substances","Spinal cord lesion below neck level","male",2005,"inj_fires18"
9.520221,"Fire, heat, and hot substances","Injury to eyes (including foreign body eye)","male",2005,"inj_fires19"
.2531852,"Fire, heat, and hot substances","Fracture of sternum or rib(s)","male",2005,"inj_fires20"
.2171726,"Fire, heat, and hot substances","Amputation of finger (excluding thumb)","male",2005,"inj_fires21"
1.699676,"Fire, heat, and hot substances","Severe chest Injury","male",2005,"inj_fires22"
3.04825,"Fire, heat, and hot substances","Fracture of clavicle, scapula, or humerus","male",2005,"inj_fires23"
44.42219,"Fire, heat, and hot substances","Fracture of neck of femur","male",2005,"inj_fires24"
5.807651,"Fire, heat, and hot substances","Fracture of skull","male",2005,"inj_fires25"
5.211906,"Fire, heat, and hot substances","Dislocation of hip","male",2005,"inj_fires26"
17.644,"Fire, heat, and hot substances","Fracture of hand bone","male",2005,"inj_fires27"
954.8535,"Fire, heat, and hot substances","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2005,"inj_fires28"
1.406569,"Fire, heat, and hot substances","Dislocation of knee","male",2005,"inj_fires29"
147.3959,"Fire, heat, and hot substances","Complications of medical treatment","male",2005,"inj_fires30"
106.1989,"Fire, heat, and hot substances","Multiple significant injuries","male",2005,"inj_fires31"
11.00134,"Fire, heat, and hot substances","Fracture of pelvis","male",2005,"inj_fires32"
30.49331,"Fire, heat, and hot substances","Fracture of femur, other than femoral neck","male",2005,"inj_fires33"
107.6313,"Fire, heat, and hot substances","Open wound","male",2005,"inj_fires34"
.4462517,"Fire, heat, and hot substances","Non-fatal submersion","male",2005,"inj_fires35"
2.123222,"Foreign body in eyes","Open wound","male",2005,"inj_foreign_eye1"
.0198515,"Foreign body in eyes","Fracture of clavicle, scapula, or humerus","male",2005,"inj_foreign_eye2"
.1146479,"Foreign body in eyes","Multiple significant injuries","male",2005,"inj_foreign_eye3"
.0018786,"Foreign body in eyes","Fracture of sternum or rib(s)","male",2005,"inj_foreign_eye4"
.3545821,"Foreign body in eyes","Contusion","male",2005,"inj_foreign_eye5"
2.729968,"Foreign body in eyes","Spinal cord lesion below neck level","male",2005,"inj_foreign_eye6"
.2288125,"Foreign body in eyes","Minor traumatic brain injury","male",2005,"inj_foreign_eye7"
14.42527,"Foreign body in eyes","Internal hemorrhage in abdomen or pelvis","male",2005,"inj_foreign_eye8"
.0554982,"Foreign body in eyes","Severe chest Injury","male",2005,"inj_foreign_eye9"
.1174692,"Foreign body in eyes","Environmental factors (e.g. temperature, pressure, electricity)","male",2005,"inj_foreign_eye10"
2.07196,"Foreign body in eyes","Fracture of neck of femur","male",2005,"inj_foreign_eye11"
1.147447,"Foreign body in eyes","Spinal cord lesion at neck level","male",2005,"inj_foreign_eye12"
.1535736,"Foreign body in eyes","Fracture of pelvis","male",2005,"inj_foreign_eye13"
.2764858,"Foreign body in eyes","Fracture of skull","male",2005,"inj_foreign_eye14"
.2873445,"Foreign body in eyes","Fracture of foot bone","male",2005,"inj_foreign_eye15"
12.10273,"Foreign body in eyes","Injury to eyes (including foreign body eye)","male",2005,"inj_foreign_eye16"
.6271233,"Foreign body in eyes","Poisoning","male",2005,"inj_foreign_eye17"
.0141339,"Foreign body in eyes","Dislocation of hip","male",2005,"inj_foreign_eye18"
.2975186,"Foreign body in eyes","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2005,"inj_foreign_eye19"
.1066531,"Foreign body in eyes","Crush injury","male",2005,"inj_foreign_eye20"
.1761475,"Foreign body in eyes","Fracture of hand bone","male",2005,"inj_foreign_eye21"
.0242508,"Foreign body in eyes","Fracture of face bone","male",2005,"inj_foreign_eye22"
1.232604,"Foreign body in eyes","Fracture of patella, tibia, fibula, or ankle","male",2005,"inj_foreign_eye23"
.0479629,"Foreign body in eyes","Dislocation of knee","male",2005,"inj_foreign_eye24"
.0827663,"Foreign body in eyes","Dislocation of shoulder","male",2005,"inj_foreign_eye25"
.6843621,"Foreign body in eyes","Moderate to severe traumatic brain injury","male",2005,"inj_foreign_eye26"
1.287818,"Foreign body in eyes","Injured nerves","male",2005,"inj_foreign_eye27"
.4782218,"Foreign body in eyes","Fracture of femur, other than femoral neck","male",2005,"inj_foreign_eye28"
.0495737,"Foreign body in eyes","Fracture of radius or ulna","male",2005,"inj_foreign_eye29"
.1369224,"Foreign body in eyes","Burns with <20% total burned surface area","male",2005,"inj_foreign_eye30"
21.59511,"Foreign body in eyes","Complications of medical treatment","male",2005,"inj_foreign_eye31"
.2492761,"Foreign body in eyes","Fracture of vertebral column","male",2005,"inj_foreign_eye32"
.1973612,"Foreign body in eyes","Other injuries of muscle & tendon and other dislocations","male",2005,"inj_foreign_eye33"
.18784,"Foreign body in other body part","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2005,"inj_foreign_other1"
9.633791,"Foreign body in other body part","Fracture of patella, tibia, fibula, or ankle","male",2005,"inj_foreign_other2"
.9680676,"Foreign body in other body part","Fracture of foot bone","male",2005,"inj_foreign_other3"
5.561828,"Foreign body in other body part","Fracture of hand bone","male",2005,"inj_foreign_other4"
98.8894,"Foreign body in other body part","Poisoning","male",2005,"inj_foreign_other5"
1.612077,"Foreign body in other body part","Burns with <20% total burned surface area","male",2005,"inj_foreign_other6"
.0265212,"Foreign body in other body part","Dislocation of hip","male",2005,"inj_foreign_other7"
173.742,"Foreign body in other body part","Open wound","male",2005,"inj_foreign_other8"
2.322549,"Foreign body in other body part","Moderate to severe traumatic brain injury","male",2005,"inj_foreign_other9"
.420544,"Foreign body in other body part","Fracture of pelvis","male",2005,"inj_foreign_other10"
.0699556,"Foreign body in other body part","Crush injury","male",2005,"inj_foreign_other11"
3.044188,"Foreign body in other body part","Fracture of femur, other than femoral neck","male",2005,"inj_foreign_other12"
.2141086,"Foreign body in other body part","Fracture of face bone","male",2005,"inj_foreign_other13"
.0624327,"Foreign body in other body part","Non-fatal submersion","male",2005,"inj_foreign_other14"
4.980686,"Foreign body in other body part","Injured nerves","male",2005,"inj_foreign_other15"
1.614422,"Foreign body in other body part","Spinal cord lesion at neck level","male",2005,"inj_foreign_other16"
40.33155,"Foreign body in other body part","Injury to eyes (including foreign body eye)","male",2005,"inj_foreign_other17"
3.53405,"Foreign body in other body part","Fracture of skull","male",2005,"inj_foreign_other18"
3.807428,"Foreign body in other body part","Other injuries of muscle & tendon and other dislocations","male",2005,"inj_foreign_other19"
7.905036,"Foreign body in other body part","Multiple significant injuries","male",2005,"inj_foreign_other20"
.6638007,"Foreign body in other body part","Minor traumatic brain injury","male",2005,"inj_foreign_other21"
.6217501,"Foreign body in other body part","Severe chest Injury","male",2005,"inj_foreign_other22"
102.6711,"Foreign body in other body part","Internal hemorrhage in abdomen or pelvis","male",2005,"inj_foreign_other23"
.702346,"Foreign body in other body part","Fracture of radius or ulna","male",2005,"inj_foreign_other24"
.2247664,"Foreign body in other body part","Dislocation of shoulder","male",2005,"inj_foreign_other25"
.5081534,"Foreign body in other body part","Amputation of finger (excluding thumb)","male",2005,"inj_foreign_other26"
.0128103,"Foreign body in other body part","Dislocation of knee","male",2005,"inj_foreign_other27"
3.167753,"Foreign body in other body part","Spinal cord lesion below neck level","male",2005,"inj_foreign_other28"
10.97033,"Foreign body in other body part","Contusion","male",2005,"inj_foreign_other29"
.054269,"Foreign body in other body part","Fracture of clavicle, scapula, or humerus","male",2005,"inj_foreign_other30"
.5105405,"Foreign body in other body part","Environmental factors (e.g. temperature, pressure, electricity)","male",2005,"inj_foreign_other31"
34.72534,"Foreign body in other body part","Fracture of neck of femur","male",2005,"inj_foreign_other32"
1.936652,"Foreign body in other body part","Fracture of vertebral column","male",2005,"inj_foreign_other33"
21.90689,"Foreign body in other body part","Complications of medical treatment","male",2005,"inj_foreign_other34"
.0031013,"Foreign body in other body part","Fracture of sternum or rib(s)","male",2005,"inj_foreign_other35"
47.75842,"Motor vehicle road injuries","Complications of medical treatment","male",2005,"inj_trans_road_4wheel1"
1406.405,"Motor vehicle road injuries","Fracture of patella, tibia, fibula, or ankle","male",2005,"inj_trans_road_4wheel2"
9.874733,"Motor vehicle road injuries","Poisoning","male",2005,"inj_trans_road_4wheel3"
