value,source,target,sex,year,id
.173662,"Assault by firearm","Burns with <20% total burned surface area","female",1990,"inj_homicide_gun31"
.032154,"Assault by firearm","Dislocation of knee","female",1990,"inj_homicide_gun32"
3.916869,"Assault by firearm","Multiple significant injuries","female",1990,"inj_homicide_gun33"
2.361765,"Assault by firearm","Moderate to severe traumatic brain injury","female",1990,"inj_homicide_gun34"
.0014095,"Assault by firearm","Non-fatal submersion","female",1990,"inj_homicide_gun35"
24.6377,"Assault by other means","Contusion","female",1990,"inj_homicide_other1"
3.131973,"Assault by other means","Other injuries of muscle & tendon and other dislocations","female",1990,"inj_homicide_other2"
2.14938,"Assault by other means","Injured nerves","female",1990,"inj_homicide_other3"
6.131185,"Assault by other means","Spinal cord lesion at neck level","female",1990,"inj_homicide_other4"
6.168854,"Assault by other means","Burns with <20% total burned surface area","female",1990,"inj_homicide_other5"
12.8855,"Assault by other means","Fracture of hand bone","female",1990,"inj_homicide_other6"
18.24475,"Assault by other means","Fracture of vertebral column","female",1990,"inj_homicide_other7"
80.4405,"Assault by other means","Open wound","female",1990,"inj_homicide_other8"
4.090046,"Assault by other means","Fracture of pelvis","female",1990,"inj_homicide_other9"
20.42555,"Assault by other means","Complications of medical treatment","female",1990,"inj_homicide_other10"
.0128769,"Assault by other means","Amputation of finger (excluding thumb)","female",1990,"inj_homicide_other11"
39.98611,"Assault by other means","Fracture of neck of femur","female",1990,"inj_homicide_other12"
1.957939,"Assault by other means","Dislocation of shoulder","female",1990,"inj_homicide_other13"
.5578606,"Assault by other means","Severe chest Injury","female",1990,"inj_homicide_other14"
.5074361,"Assault by other means","Crush injury","female",1990,"inj_homicide_other15"
6.815871,"Assault by other means","Fracture of skull","female",1990,"inj_homicide_other16"
10.50086,"Assault by other means","Internal hemorrhage in abdomen or pelvis","female",1990,"inj_homicide_other17"
10.61535,"Assault by other means","Fracture of femur, other than femoral neck","female",1990,"inj_homicide_other18"
1.885629,"Assault by other means","Environmental factors (e.g. temperature, pressure, electricity)","female",1990,"inj_homicide_other19"
8.247672,"Assault by other means","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990,"inj_homicide_other20"
22.9057,"Assault by other means","Fracture of patella, tibia, fibula, or ankle","female",1990,"inj_homicide_other21"
43.67105,"Assault by other means","Poisoning","female",1990,"inj_homicide_other22"
.1296479,"Assault by other means","Dislocation of knee","female",1990,"inj_homicide_other23"
1.633488,"Assault by other means","Injury to eyes (including foreign body eye)","female",1990,"inj_homicide_other24"
20.30814,"Assault by other means","Moderate to severe traumatic brain injury","female",1990,"inj_homicide_other25"
9.612057,"Assault by other means","Spinal cord lesion below neck level","female",1990,"inj_homicide_other26"
74.18614,"Assault by other means","Multiple significant injuries","female",1990,"inj_homicide_other27"
1.50434,"Assault by other means","Fracture of foot bone","female",1990,"inj_homicide_other28"
.0742106,"Assault by other means","Non-fatal submersion","female",1990,"inj_homicide_other29"
13.87449,"Assault by other means","Minor traumatic brain injury","female",1990,"inj_homicide_other30"
.4392638,"Assault by other means","Dislocation of hip","female",1990,"inj_homicide_other31"
1.192065,"Assault by other means","Fracture of face bone","female",1990,"inj_homicide_other32"
1.174419,"Assault by other means","Fracture of sternum or rib(s)","female",1990,"inj_homicide_other33"
3.63295,"Assault by other means","Fracture of radius or ulna","female",1990,"inj_homicide_other34"
.8706438,"Assault by other means","Fracture of clavicle, scapula, or humerus","female",1990,"inj_homicide_other35"
.3090492,"Assault by sharp object","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990,"inj_homicide_knife1"
36.77906,"Assault by sharp object","Open wound","female",1990,"inj_homicide_knife2"
9.066652,"Assault by sharp object","Internal hemorrhage in abdomen or pelvis","female",1990,"inj_homicide_knife3"
1.947417,"Assault by sharp object","Moderate to severe traumatic brain injury","female",1990,"inj_homicide_knife4"
2.171108,"Assault by sharp object","Spinal cord lesion at neck level","female",1990,"inj_homicide_knife5"
.6817394,"Assault by sharp object","Dislocation of shoulder","female",1990,"inj_homicide_knife6"
7.789901,"Assault by sharp object","Complications of medical treatment","female",1990,"inj_homicide_knife7"
.0549621,"Assault by sharp object","Fracture of face bone","female",1990,"inj_homicide_knife8"
.5751163,"Assault by sharp object","Fracture of foot bone","female",1990,"inj_homicide_knife9"
11.29383,"Assault by sharp object","Multiple significant injuries","female",1990,"inj_homicide_knife10"
.0287307,"Assault by sharp object","Non-fatal submersion","female",1990,"inj_homicide_knife11"
3.58867,"Assault by sharp object","Fracture of neck of femur","female",1990,"inj_homicide_knife12"
.7548253,"Assault by sharp object","Injury to eyes (including foreign body eye)","female",1990,"inj_homicide_knife13"
.151998,"Assault by sharp object","Fracture of clavicle, scapula, or humerus","female",1990,"inj_homicide_knife14"
1.893259,"Assault by sharp object","Poisoning","female",1990,"inj_homicide_knife15"
2.499825,"Assault by sharp object","Fracture of patella, tibia, fibula, or ankle","female",1990,"inj_homicide_knife16"
1.883446,"Assault by sharp object","Fracture of skull","female",1990,"inj_homicide_knife17"
.0268935,"Assault by sharp object","Amputation of finger (excluding thumb)","female",1990,"inj_homicide_knife18"
.2669335,"Assault by sharp object","Crush injury","female",1990,"inj_homicide_knife19"
2.058364,"Assault by sharp object","Contusion","female",1990,"inj_homicide_knife20"
.7587789,"Assault by sharp object","Minor traumatic brain injury","female",1990,"inj_homicide_knife21"
.7861713,"Assault by sharp object","Severe chest Injury","female",1990,"inj_homicide_knife22"
.4454777,"Assault by sharp object","Burns with <20% total burned surface area","female",1990,"inj_homicide_knife23"
.268269,"Assault by sharp object","Fracture of radius or ulna","female",1990,"inj_homicide_knife24"
1.13988,"Assault by sharp object","Fracture of hand bone","female",1990,"inj_homicide_knife25"
3.053504,"Assault by sharp object","Spinal cord lesion below neck level","female",1990,"inj_homicide_knife26"
2.21374,"Assault by sharp object","Other injuries of muscle & tendon and other dislocations","female",1990,"inj_homicide_knife27"
.4849828,"Assault by sharp object","Fracture of pelvis","female",1990,"inj_homicide_knife28"
.0176113,"Assault by sharp object","Fracture of sternum or rib(s)","female",1990,"inj_homicide_knife29"
.2211666,"Assault by sharp object","Environmental factors (e.g. temperature, pressure, electricity)","female",1990,"inj_homicide_knife30"
2.47888,"Assault by sharp object","Injured nerves","female",1990,"inj_homicide_knife31"
1.106513,"Assault by sharp object","Fracture of vertebral column","female",1990,"inj_homicide_knife32"
.0435166,"Assault by sharp object","Dislocation of knee","female",1990,"inj_homicide_knife33"
.1177607,"Assault by sharp object","Dislocation of hip","female",1990,"inj_homicide_knife34"
1.126907,"Assault by sharp object","Fracture of femur, other than femoral neck","female",1990,"inj_homicide_knife35"
.1204235,"Cyclist road injuries","Environmental factors (e.g. temperature, pressure, electricity)","female",1990,"inj_trans_road_pedal1"
.6452911,"Cyclist road injuries","Severe chest Injury","female",1990,"inj_trans_road_pedal2"
15.56564,"Cyclist road injuries","Fracture of pelvis","female",1990,"inj_trans_road_pedal3"
1.129875,"Cyclist road injuries","Fracture of sternum or rib(s)","female",1990,"inj_trans_road_pedal4"
89.16521,"Cyclist road injuries","Multiple significant injuries","female",1990,"inj_trans_road_pedal5"
5.042105,"Cyclist road injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990,"inj_trans_road_pedal6"
5.38997,"Cyclist road injuries","Dislocation of shoulder","female",1990,"inj_trans_road_pedal7"
14.99249,"Cyclist road injuries","Minor traumatic brain injury","female",1990,"inj_trans_road_pedal8"
.6789465,"Cyclist road injuries","Injury to eyes (including foreign body eye)","female",1990,"inj_trans_road_pedal9"
8.14018,"Cyclist road injuries","Fracture of skull","female",1990,"inj_trans_road_pedal10"
.9532846,"Cyclist road injuries","Fracture of face bone","female",1990,"inj_trans_road_pedal11"
3.545567,"Cyclist road injuries","Fracture of foot bone","female",1990,"inj_trans_road_pedal12"
13.98965,"Cyclist road injuries","Fracture of hand bone","female",1990,"inj_trans_road_pedal13"
.2174878,"Cyclist road injuries","Dislocation of knee","female",1990,"inj_trans_road_pedal14"
5.738996,"Cyclist road injuries","Spinal cord lesion below neck level","female",1990,"inj_trans_road_pedal15"
152.8534,"Cyclist road injuries","Open wound","female",1990,"inj_trans_road_pedal16"
6.77487,"Cyclist road injuries","Internal hemorrhage in abdomen or pelvis","female",1990,"inj_trans_road_pedal17"
15.75249,"Cyclist road injuries","Contusion","female",1990,"inj_trans_road_pedal18"
.5095899,"Cyclist road injuries","Poisoning","female",1990,"inj_trans_road_pedal19"
1.412034,"Cyclist road injuries","Crush injury","female",1990,"inj_trans_road_pedal20"
5.405347,"Cyclist road injuries","Fracture of clavicle, scapula, or humerus","female",1990,"inj_trans_road_pedal21"
1.537575,"Cyclist road injuries","Injured nerves","female",1990,"inj_trans_road_pedal22"
.0367453,"Cyclist road injuries","Non-fatal submersion","female",1990,"inj_trans_road_pedal23"
.0060422,"Cyclist road injuries","Amputation of finger (excluding thumb)","female",1990,"inj_trans_road_pedal24"
4.89663,"Cyclist road injuries","Other injuries of muscle & tendon and other dislocations","female",1990,"inj_trans_road_pedal25"
18.96557,"Cyclist road injuries","Fracture of femur, other than femoral neck","female",1990,"inj_trans_road_pedal26"
81.84224,"Cyclist road injuries","Fracture of neck of femur","female",1990,"inj_trans_road_pedal27"
25.36745,"Cyclist road injuries","Fracture of radius or ulna","female",1990,"inj_trans_road_pedal28"
186.0941,"Cyclist road injuries","Fracture of patella, tibia, fibula, or ankle","female",1990,"inj_trans_road_pedal29"
.9573883,"Cyclist road injuries","Dislocation of hip","female",1990,"inj_trans_road_pedal30"
.2885387,"Cyclist road injuries","Burns with <20% total burned surface area","female",1990,"inj_trans_road_pedal31"
8.628706,"Cyclist road injuries","Spinal cord lesion at neck level","female",1990,"inj_trans_road_pedal32"
47.74204,"Cyclist road injuries","Fracture of vertebral column","female",1990,"inj_trans_road_pedal33"
7.756337,"Cyclist road injuries","Complications of medical treatment","female",1990,"inj_trans_road_pedal34"
50.06612,"Cyclist road injuries","Moderate to severe traumatic brain injury","female",1990,"inj_trans_road_pedal35"
.0662587,"Drowning","Fracture of skull","female",1990,"inj_drowning1"
3.374205,"Drowning","Fracture of vertebral column","female",1990,"inj_drowning2"
9.469969,"Drowning","Spinal cord lesion at neck level","female",1990,"inj_drowning3"
1.954425,"Drowning","Dislocation of hip","female",1990,"inj_drowning4"
6.348718,"Drowning","Injured nerves","female",1990,"inj_drowning5"
74.98825,"Drowning","Non-fatal submersion","female",1990,"inj_drowning6"
7.788495,"Drowning","Fracture of foot bone","female",1990,"inj_drowning7"
2.483184,"Drowning","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990,"inj_drowning8"
2.940284,"Drowning","Minor traumatic brain injury","female",1990,"inj_drowning9"
6.5971,"Drowning","Open wound","female",1990,"inj_drowning10"
14.37934,"Drowning","Moderate to severe traumatic brain injury","female",1990,"inj_drowning11"
11.74029,"Drowning","Poisoning","female",1990,"inj_drowning12"
7.248008,"Drowning","Other injuries of muscle & tendon and other dislocations","female",1990,"inj_drowning13"
2.120937,"Drowning","Fracture of radius or ulna","female",1990,"inj_drowning14"
.9632095,"Drowning","Crush injury","female",1990,"inj_drowning15"
18.15007,"Drowning","Dislocation of shoulder","female",1990,"inj_drowning16"
206.8975,"Drowning","Fracture of neck of femur","female",1990,"inj_drowning17"
3.49092,"Drowning","Fracture of hand bone","female",1990,"inj_drowning18"
.4426982,"Drowning","Fracture of face bone","female",1990,"inj_drowning19"
22.03351,"Drowning","Fracture of femur, other than femoral neck","female",1990,"inj_drowning20"
3.17205,"Drowning","Burns with <20% total burned surface area","female",1990,"inj_drowning21"
.4543746,"Drowning","Injury to eyes (including foreign body eye)","female",1990,"inj_drowning22"
.0051286,"Drowning","Amputation of finger (excluding thumb)","female",1990,"inj_drowning23"
8.12899,"Drowning","Fracture of pelvis","female",1990,"inj_drowning24"
.9404284,"Drowning","Contusion","female",1990,"inj_drowning25"
8.234075,"Drowning","Spinal cord lesion below neck level","female",1990,"inj_drowning26"
.2486657,"Drowning","Severe chest Injury","female",1990,"inj_drowning27"
59.86297,"Drowning","Complications of medical treatment","female",1990,"inj_drowning28"
.7896407,"Drowning","Dislocation of knee","female",1990,"inj_drowning29"
3.674007,"Drowning","Fracture of clavicle, scapula, or humerus","female",1990,"inj_drowning30"
83.00279,"Drowning","Environmental factors (e.g. temperature, pressure, electricity)","female",1990,"inj_drowning31"
25.64288,"Drowning","Multiple significant injuries","female",1990,"inj_drowning32"
6.691934,"Drowning","Internal hemorrhage in abdomen or pelvis","female",1990,"inj_drowning33"
.0613389,"Drowning","Fracture of sternum or rib(s)","female",1990,"inj_drowning34"
67.62766,"Drowning","Fracture of patella, tibia, fibula, or ankle","female",1990,"inj_drowning35"
94.58585,"Falls","Fracture of skull","female",1990,"inj_falls1"
1729.318,"Falls","Fracture of patella, tibia, fibula, or ankle","female",1990,"inj_falls2"
77.16843,"Falls","Fracture of foot bone","female",1990,"inj_falls3"
21.04973,"Falls","Dislocation of hip","female",1990,"inj_falls4"
478.239,"Falls","Moderate to severe traumatic brain injury","female",1990,"inj_falls5"
14.92867,"Falls","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990,"inj_falls6"
8.668821,"Falls","Injury to eyes (including foreign body eye)","female",1990,"inj_falls7"
1.020738,"Falls","Non-fatal submersion","female",1990,"inj_falls8"
1108.964,"Falls","Fracture of neck of femur","female",1990,"inj_falls9"
6.367213,"Falls","Fracture of sternum or rib(s)","female",1990,"inj_falls10"
23.50283,"Falls","Poisoning","female",1990,"inj_falls11"
349.9002,"Falls","Fracture of femur, other than femoral neck","female",1990,"inj_falls12"
270.6138,"Falls","Complications of medical treatment","female",1990,"inj_falls13"
119.9919,"Falls","Spinal cord lesion below neck level","female",1990,"inj_falls14"
49.31206,"Falls","Injured nerves","female",1990,"inj_falls15"
655.7341,"Falls","Open wound","female",1990,"inj_falls16"
5.817734,"Falls","Environmental factors (e.g. temperature, pressure, electricity)","female",1990,"inj_falls17"
143.0416,"Falls","Contusion","female",1990,"inj_falls18"
.0431078,"Falls","Amputation of finger (excluding thumb)","female",1990,"inj_falls19"
71.08466,"Falls","Minor traumatic brain injury","female",1990,"inj_falls20"
386.0993,"Falls","Fracture of radius or ulna","female",1990,"inj_falls21"
411.1096,"Falls","Fracture of vertebral column","female",1990,"inj_falls22"
14.04986,"Falls","Crush injury","female",1990,"inj_falls23"
10.722,"Falls","Burns with <20% total burned surface area","female",1990,"inj_falls24"
110.1982,"Falls","Dislocation of shoulder","female",1990,"inj_falls25"
67.25977,"Falls","Internal hemorrhage in abdomen or pelvis","female",1990,"inj_falls26"
13.59716,"Falls","Severe chest Injury","female",1990,"inj_falls27"
6.140101,"Falls","Fracture of face bone","female",1990,"inj_falls28"
104.2034,"Falls","Spinal cord lesion at neck level","female",1990,"inj_falls29"
91.03027,"Falls","Fracture of pelvis","female",1990,"inj_falls30"
9.319218,"Falls","Dislocation of knee","female",1990,"inj_falls31"
89.26738,"Falls","Other injuries of muscle & tendon and other dislocations","female",1990,"inj_falls32"
112.0795,"Falls","Fracture of hand bone","female",1990,"inj_falls33"
766.2053,"Falls","Multiple significant injuries","female",1990,"inj_falls34"
63.64961,"Falls","Fracture of clavicle, scapula, or humerus","female",1990,"inj_falls35"
4.774745,"Fire, heat, and hot substances","Dislocation of hip","female",1990,"inj_fires1"
3.197602,"Fire, heat, and hot substances","Fracture of clavicle, scapula, or humerus","female",1990,"inj_fires2"
8.851619,"Fire, heat, and hot substances","Injured nerves","female",1990,"inj_fires3"
5.05866,"Fire, heat, and hot substances","Crush injury","female",1990,"inj_fires4"
9.679999,"Fire, heat, and hot substances","Minor traumatic brain injury","female",1990,"inj_fires5"
88.45118,"Fire, heat, and hot substances","Fracture of patella, tibia, fibula, or ankle","female",1990,"inj_fires6"
.5477147,"Fire, heat, and hot substances","Non-fatal submersion","female",1990,"inj_fires7"
231.4337,"Fire, heat, and hot substances","Complications of medical treatment","female",1990,"inj_fires8"
13.19615,"Fire, heat, and hot substances","Contusion","female",1990,"inj_fires9"
.0163948,"Fire, heat, and hot substances","Amputation of finger (excluding thumb)","female",1990,"inj_fires10"
16.26978,"Fire, heat, and hot substances","Other injuries of muscle & tendon and other dislocations","female",1990,"inj_fires11"
96.44281,"Fire, heat, and hot substances","Multiple significant injuries","female",1990,"inj_fires12"
11.52259,"Fire, heat, and hot substances","Fracture of foot bone","female",1990,"inj_fires13"
1.251163,"Fire, heat, and hot substances","Severe chest Injury","female",1990,"inj_fires14"
6.825341,"Fire, heat, and hot substances","Spinal cord lesion at neck level","female",1990,"inj_fires15"
.8737414,"Fire, heat, and hot substances","Dislocation of knee","female",1990,"inj_fires16"
2.020216,"Fire, heat, and hot substances","Fracture of face bone","female",1990,"inj_fires17"
3.882159,"Fire, heat, and hot substances","Spinal cord lesion below neck level","female",1990,"inj_fires18"
17.32704,"Fire, heat, and hot substances","Fracture of pelvis","female",1990,"inj_fires19"
14.04564,"Fire, heat, and hot substances","Fracture of hand bone","female",1990,"inj_fires20"
6.002503,"Fire, heat, and hot substances","Injury to eyes (including foreign body eye)","female",1990,"inj_fires21"
2.697976,"Fire, heat, and hot substances","Fracture of skull","female",1990,"inj_fires22"
75.0027,"Fire, heat, and hot substances","Fracture of neck of femur","female",1990,"inj_fires23"
34.57795,"Fire, heat, and hot substances","Moderate to severe traumatic brain injury","female",1990,"inj_fires24"
1160.756,"Fire, heat, and hot substances","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990,"inj_fires25"
41.08839,"Fire, heat, and hot substances","Dislocation of shoulder","female",1990,"inj_fires26"
435.8618,"Fire, heat, and hot substances","Internal hemorrhage in abdomen or pelvis","female",1990,"inj_fires27"
229.6095,"Fire, heat, and hot substances","Poisoning","female",1990,"inj_fires28"
23.00184,"Fire, heat, and hot substances","Fracture of vertebral column","female",1990,"inj_fires29"
.2150082,"Fire, heat, and hot substances","Fracture of sternum or rib(s)","female",1990,"inj_fires30"
664.1865,"Fire, heat, and hot substances","Burns with <20% total burned surface area","female",1990,"inj_fires31"
5.722834,"Fire, heat, and hot substances","Fracture of radius or ulna","female",1990,"inj_fires32"
37.77579,"Fire, heat, and hot substances","Fracture of femur, other than femoral neck","female",1990,"inj_fires33"
96.16113,"Fire, heat, and hot substances","Open wound","female",1990,"inj_fires34"
76.59364,"Fire, heat, and hot substances","Environmental factors (e.g. temperature, pressure, electricity)","female",1990,"inj_fires35"
.0354932,"Foreign body in eyes","Dislocation of knee","female",1990,"inj_foreign_eye1"
.5344487,"Foreign body in eyes","Moderate to severe traumatic brain injury","female",1990,"inj_foreign_eye2"
.1985302,"Foreign body in eyes","Fracture of vertebral column","female",1990,"inj_foreign_eye3"
.6100838,"Foreign body in eyes","Poisoning","female",1990,"inj_foreign_eye4"
.0030774,"Foreign body in eyes","Fracture of sternum or rib(s)","female",1990,"inj_foreign_eye5"
.3677433,"Foreign body in eyes","Contusion","female",1990,"inj_foreign_eye6"
.161675,"Foreign body in eyes","Other injuries of muscle & tendon and other dislocations","female",1990,"inj_foreign_eye7"
.4203489,"Foreign body in eyes","Spinal cord lesion at neck level","female",1990,"inj_foreign_eye8"
.1038341,"Foreign body in eyes","Burns with <20% total burned surface area","female",1990,"inj_foreign_eye9"
.0068112,"Foreign body in eyes","Severe chest Injury","female",1990,"inj_foreign_eye10"
.0090591,"Foreign body in eyes","Fracture of clavicle, scapula, or humerus","female",1990,"inj_foreign_eye11"
.0635366,"Foreign body in eyes","Dislocation of shoulder","female",1990,"inj_foreign_eye12"
.2194185,"Foreign body in eyes","Fracture of pelvis","female",1990,"inj_foreign_eye13"
28.17669,"Foreign body in eyes","Complications of medical treatment","female",1990,"inj_foreign_eye14"
.0121709,"Foreign body in eyes","Dislocation of hip","female",1990,"inj_foreign_eye15"
.6993121,"Foreign body in eyes","Fracture of patella, tibia, fibula, or ankle","female",1990,"inj_foreign_eye16"
.2389814,"Foreign body in eyes","Minor traumatic brain injury","female",1990,"inj_foreign_eye17"
.3445478,"Foreign body in eyes","Fracture of femur, other than femoral neck","female",1990,"inj_foreign_eye18"
.1973164,"Foreign body in eyes","Fracture of skull","female",1990,"inj_foreign_eye19"
.061595,"Foreign body in eyes","Environmental factors (e.g. temperature, pressure, electricity)","female",1990,"inj_foreign_eye20"
.071256,"Foreign body in eyes","Fracture of hand bone","female",1990,"inj_foreign_eye21"
.2037787,"Foreign body in eyes","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990,"inj_foreign_eye22"
2.861454,"Foreign body in eyes","Fracture of neck of femur","female",1990,"inj_foreign_eye23"
.2462208,"Foreign body in eyes","Multiple significant injuries","female",1990,"inj_foreign_eye24"
1.715943,"Foreign body in eyes","Open wound","female",1990,"inj_foreign_eye25"
.0205942,"Foreign body in eyes","Fracture of face bone","female",1990,"inj_foreign_eye26"
3.883287,"Foreign body in eyes","Spinal cord lesion below neck level","female",1990,"inj_foreign_eye27"
4.119141,"Foreign body in eyes","Internal hemorrhage in abdomen or pelvis","female",1990,"inj_foreign_eye28"
6.341173,"Foreign body in eyes","Injury to eyes (including foreign body eye)","female",1990,"inj_foreign_eye29"
.4609496,"Foreign body in eyes","Injured nerves","female",1990,"inj_foreign_eye30"
.032167,"Foreign body in eyes","Fracture of radius or ulna","female",1990,"inj_foreign_eye31"
.2387737,"Foreign body in eyes","Fracture of foot bone","female",1990,"inj_foreign_eye32"
.0667491,"Foreign body in eyes","Crush injury","female",1990,"inj_foreign_eye33"
.853064,"Foreign body in other body part","Fracture of patella, tibia, fibula, or ankle","female",1990,"inj_foreign_other1"
.010543,"Foreign body in other body part","Crush injury","female",1990,"inj_foreign_other2"
.0098418,"Foreign body in other body part","Fracture of clavicle, scapula, or humerus","female",1990,"inj_foreign_other3"
39.52992,"Foreign body in other body part","Poisoning","female",1990,"inj_foreign_other4"
1.133677,"Foreign body in other body part","Injured nerves","female",1990,"inj_foreign_other5"
.7632664,"Foreign body in other body part","Fracture of vertebral column","female",1990,"inj_foreign_other6"
12.67172,"Foreign body in other body part","Fracture of neck of femur","female",1990,"inj_foreign_other7"
.3131634,"Foreign body in other body part","Burns with <20% total burned surface area","female",1990,"inj_foreign_other8"
.8475073,"Foreign body in other body part","Fracture of hand bone","female",1990,"inj_foreign_other9"
.1552624,"Foreign body in other body part","Fracture of pelvis","female",1990,"inj_foreign_other10"
.1644618,"Foreign body in other body part","Minor traumatic brain injury","female",1990,"inj_foreign_other11"
12.12133,"Foreign body in other body part","Complications of medical treatment","female",1990,"inj_foreign_other12"
.1102278,"Foreign body in other body part","Dislocation of shoulder","female",1990,"inj_foreign_other13"
.0112137,"Foreign body in other body part","Amputation of finger (excluding thumb)","female",1990,"inj_foreign_other14"
.244743,"Foreign body in other body part","Spinal cord lesion at neck level","female",1990,"inj_foreign_other15"
.4687519,"Foreign body in other body part","Severe chest Injury","female",1990,"inj_foreign_other16"
1.389469,"Foreign body in other body part","Multiple significant injuries","female",1990,"inj_foreign_other17"
3.53978,"Foreign body in other body part","Contusion","female",1990,"inj_foreign_other18"
.1607271,"Foreign body in other body part","Environmental factors (e.g. temperature, pressure, electricity)","female",1990,"inj_foreign_other19"
.0662384,"Foreign body in other body part","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990,"inj_foreign_other20"
.0039649,"Foreign body in other body part","Dislocation of knee","female",1990,"inj_foreign_other21"
.5500364,"Foreign body in other body part","Fracture of skull","female",1990,"inj_foreign_other22"
.1450596,"Foreign body in other body part","Fracture of radius or ulna","female",1990,"inj_foreign_other23"
.2277296,"Foreign body in other body part","Fracture of femur, other than femoral neck","female",1990,"inj_foreign_other24"
.5747133,"Foreign body in other body part","Spinal cord lesion below neck level","female",1990,"inj_foreign_other25"
.0250275,"Foreign body in other body part","Dislocation of hip","female",1990,"inj_foreign_other26"
.169802,"Foreign body in other body part","Fracture of foot bone","female",1990,"inj_foreign_other27"
.3402728,"Foreign body in other body part","Moderate to severe traumatic brain injury","female",1990,"inj_foreign_other28"
.0071458,"Foreign body in other body part","Non-fatal submersion","female",1990,"inj_foreign_other29"
65.44164,"Foreign body in other body part","Open wound","female",1990,"inj_foreign_other30"
.0302861,"Foreign body in other body part","Fracture of face bone","female",1990,"inj_foreign_other31"
9.72648,"Foreign body in other body part","Injury to eyes (including foreign body eye)","female",1990,"inj_foreign_other32"
.0010684,"Foreign body in other body part","Fracture of sternum or rib(s)","female",1990,"inj_foreign_other33"
.9894991,"Foreign body in other body part","Other injuries of muscle & tendon and other dislocations","female",1990,"inj_foreign_other34"
21.19487,"Foreign body in other body part","Internal hemorrhage in abdomen or pelvis","female",1990,"inj_foreign_other35"
7.2579,"Motor vehicle road injuries","Injured nerves","female",1990,"inj_trans_road_4wheel1"
36.9902,"Motor vehicle road injuries","Minor traumatic brain injury","female",1990,"inj_trans_road_4wheel2"
.4553675,"Motor vehicle road injuries","Dislocation of knee","female",1990,"inj_trans_road_4wheel3"
