value,source,target
.0179466,"Fire, heat, and hot substances","Amputation of finger (excluding thumb)"
13.64198,"Fire, heat, and hot substances","Fracture of foot bone"
19.23565,"Fire, heat, and hot substances","Fracture of pelvis"
1.016121,"Fire, heat, and hot substances","Dislocation of knee"
86.99355,"Fire, heat, and hot substances","Environmental factors (e.g. temperature, pressure, electricity)"
5.542369,"Fire, heat, and hot substances","Dislocation of hip"
44.0894,"Fire, heat, and hot substances","Fracture of femur, other than femoral neck"
3.68693,"Fire, heat, and hot substances","Fracture of clavicle, scapula, or humerus"
.2556687,"Fire, heat, and hot substances","Fracture of sternum or rib(s)"
261.8127,"Fire, heat, and hot substances","Poisoning"
114.4861,"Fire, heat, and hot substances","Multiple significant injuries"
.151813,"Pulmonary aspiration and foreign body in airway","Burns with <20% total burned surface area"
2.393936,"Pulmonary aspiration and foreign body in airway","Dislocation of shoulder"
6.37017,"Pulmonary aspiration and foreign body in airway","Poisoning"
.0504223,"Pulmonary aspiration and foreign body in airway","Fracture of skull"
.235653,"Pulmonary aspiration and foreign body in airway","Non-fatal submersion"
.4328228,"Pulmonary aspiration and foreign body in airway","Fracture of foot bone"
.4849352,"Pulmonary aspiration and foreign body in airway","Fracture of vertebral column"
1.308712,"Pulmonary aspiration and foreign body in airway","Other injuries of muscle & tendon and other dislocations"
.0646509,"Pulmonary aspiration and foreign body in airway","Contusion"
7.105389,"Pulmonary aspiration and foreign body in airway","Complications of medical treatment"
2.607716,"Pulmonary aspiration and foreign body in airway","Multiple significant injuries"
.2212561,"Pulmonary aspiration and foreign body in airway","Fracture of radius or ulna"
.0320881,"Pulmonary aspiration and foreign body in airway","Fracture of face bone"
.1676521,"Pulmonary aspiration and foreign body in airway","Injured nerves"
2.503526,"Pulmonary aspiration and foreign body in airway","Fracture of patella, tibia, fibula, or ankle"
.22639,"Pulmonary aspiration and foreign body in airway","Environmental factors (e.g. temperature, pressure, electricity)"
.2216569,"Pulmonary aspiration and foreign body in airway","Fracture of pelvis"
.1210695,"Pulmonary aspiration and foreign body in airway","Dislocation of knee"
.0247021,"Pulmonary aspiration and foreign body in airway","Dislocation of hip"
.2794794,"Pulmonary aspiration and foreign body in airway","Open wound"
.1976894,"Pulmonary aspiration and foreign body in airway","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
.1197729,"Pulmonary aspiration and foreign body in airway","Fracture of clavicle, scapula, or humerus"
.9235231,"Pulmonary aspiration and foreign body in airway","Fracture of femur, other than femoral neck"
.2020052,"Pulmonary aspiration and foreign body in airway","Spinal cord lesion below neck level"
.2460798,"Pulmonary aspiration and foreign body in airway","Severe chest Injury"
.0141221,"Pulmonary aspiration and foreign body in airway","Fracture of sternum or rib(s)"
.1175122,"Pulmonary aspiration and foreign body in airway","Injury to eyes (including foreign body eye)"
.0291042,"Pulmonary aspiration and foreign body in airway","Crush injury"
.7498431,"Pulmonary aspiration and foreign body in airway","Internal hemorrhage in abdomen or pelvis"
1.17755,"Pulmonary aspiration and foreign body in airway","Spinal cord lesion at neck level"
.2236787,"Pulmonary aspiration and foreign body in airway","Fracture of hand bone"
.2836575,"Pulmonary aspiration and foreign body in airway","Minor traumatic brain injury"
16.64531,"Pulmonary aspiration and foreign body in airway","Fracture of neck of femur"
.4202589,"Pulmonary aspiration and foreign body in airway","Moderate to severe traumatic brain injury"
.0350597,"Foreign body in eyes","Fracture of radius or ulna"
.1800957,"Foreign body in eyes","Other injuries of muscle & tendon and other dislocations"
3.068172,"Foreign body in eyes","Fracture of neck of femur"
.2240941,"Foreign body in eyes","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
.0074442,"Foreign body in eyes","Severe chest Injury"
.467638,"Foreign body in eyes","Spinal cord lesion at neck level"
.2181513,"Foreign body in eyes","Fracture of skull"
.4135677,"Foreign body in eyes","Contusion"
.3759871,"Foreign body in eyes","Fracture of femur, other than femoral neck"
.0779306,"Foreign body in eyes","Fracture of hand bone"
.2591842,"Foreign body in eyes","Fracture of foot bone"
.261608,"Foreign body in eyes","Multiple significant injuries"
.0034416,"Foreign body in eyes","Fracture of sternum or rib(s)"
6.917791,"Foreign body in eyes","Injury to eyes (including foreign body eye)"
.0713871,"Foreign body in eyes","Dislocation of shoulder"
.6367933,"Foreign body in eyes","Poisoning"
.267047,"Foreign body in eyes","Minor traumatic brain injury"
.0104412,"Foreign body in eyes","Fracture of clavicle, scapula, or humerus"
4.784306,"Foreign body in eyes","Internal hemorrhage in abdomen or pelvis"
.0753985,"Foreign body in eyes","Crush injury"
.0390488,"Foreign body in eyes","Dislocation of knee"
.5959566,"Foreign body in eyes","Moderate to severe traumatic brain injury"
.1157526,"Foreign body in eyes","Burns with <20% total burned surface area"
.2408453,"Foreign body in eyes","Fracture of pelvis"
32.23661,"Foreign body in eyes","Complications of medical treatment"
.222759,"Foreign body in eyes","Fracture of vertebral column"
1.958671,"Foreign body in eyes","Open wound"
.0681086,"Foreign body in eyes","Environmental factors (e.g. temperature, pressure, electricity)"
.0133741,"Foreign body in eyes","Dislocation of hip"
.7802847,"Foreign body in eyes","Fracture of patella, tibia, fibula, or ankle"
.5123889,"Foreign body in eyes","Injured nerves"
4.324292,"Foreign body in eyes","Spinal cord lesion below neck level"
.0229037,"Foreign body in eyes","Fracture of face bone"
1.62375,"Foreign body in other body part","Multiple significant injuries"
11.4276,"Foreign body in other body part","Injury to eyes (including foreign body eye)"
25.07887,"Foreign body in other body part","Internal hemorrhage in abdomen or pelvis"
1.358394,"Foreign body in other body part","Injured nerves"
.4124186,"Foreign body in other body part","Moderate to severe traumatic brain injury"
.0769419,"Foreign body in other body part","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
.0083683,"Foreign body in other body part","Non-fatal submersion"
.6499401,"Foreign body in other body part","Spinal cord lesion below neck level"
.9887925,"Foreign body in other body part","Fracture of patella, tibia, fibula, or ankle"
.0118479,"Foreign body in other body part","Amputation of finger (excluding thumb)"
3.990962,"Foreign body in other body part","Contusion"
.1927859,"Foreign body in other body part","Environmental factors (e.g. temperature, pressure, electricity)"
1.183972,"Foreign body in other body part","Other injuries of muscle & tendon and other dislocations"
.0290594,"Foreign body in other body part","Dislocation of hip"
.9682688,"Foreign body in other body part","Fracture of hand bone"
.0127485,"Foreign body in other body part","Crush injury"
74.98218,"Foreign body in other body part","Open wound"
14.07002,"Foreign body in other body part","Complications of medical treatment"
.5218896,"Foreign body in other body part","Severe chest Injury"
.0359915,"Foreign body in other body part","Fracture of face bone"
.8815436,"Foreign body in other body part","Fracture of vertebral column"
.1297227,"Foreign body in other body part","Dislocation of shoulder"
14.46428,"Foreign body in other body part","Fracture of neck of femur"
.2698054,"Foreign body in other body part","Fracture of femur, other than femoral neck"
.6091939,"Foreign body in other body part","Fracture of skull"
.0047204,"Foreign body in other body part","Dislocation of knee"
.1775704,"Foreign body in other body part","Fracture of pelvis"
.2071835,"Foreign body in other body part","Fracture of foot bone"
47.07774,"Foreign body in other body part","Poisoning"
.201325,"Foreign body in other body part","Minor traumatic brain injury"
.0116923,"Foreign body in other body part","Fracture of clavicle, scapula, or humerus"
.2603266,"Foreign body in other body part","Spinal cord lesion at neck level"
.358526,"Foreign body in other body part","Burns with <20% total burned surface area"
.0012636,"Foreign body in other body part","Fracture of sternum or rib(s)"
.163523,"Foreign body in other body part","Fracture of radius or ulna"
.1940181,"Assault by firearm","Fracture of clavicle, scapula, or humerus"
3.342475,"Assault by firearm","Fracture of femur, other than femoral neck"
.4041989,"Assault by firearm","Fracture of radius or ulna"
1.205356,"Assault by firearm","Fracture of hand bone"
.0513233,"Assault by firearm","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
.0522436,"Assault by firearm","Dislocation of hip"
3.296581,"Assault by firearm","Moderate to severe traumatic brain injury"
.002732,"Assault by firearm","Fracture of sternum or rib(s)"
.013871,"Assault by firearm","Amputation of finger (excluding thumb)"
.1273689,"Assault by firearm","Crush injury"
3.16721,"Assault by firearm","Complications of medical treatment"
20.51857,"Assault by firearm","Open wound"
.4254847,"Assault by firearm","Injury to eyes (including foreign body eye)"
6.745796,"Assault by firearm","Internal hemorrhage in abdomen or pelvis"
1.118499,"Assault by firearm","Minor traumatic brain injury"
4.707421,"Assault by firearm","Spinal cord lesion at neck level"
5.122964,"Assault by firearm","Multiple significant injuries"
9.649723,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle"
.0019223,"Assault by firearm","Non-fatal submersion"
12.09053,"Assault by firearm","Fracture of vertebral column"
.1245523,"Assault by firearm","Dislocation of shoulder"
3.625373,"Assault by firearm","Fracture of neck of femur"
.8784055,"Assault by firearm","Fracture of foot bone"
.0923715,"Assault by firearm","Fracture of face bone"
3.100451,"Assault by firearm","Contusion"
3.890396,"Assault by firearm","Fracture of pelvis"
18.64697,"Assault by firearm","Poisoning"
.8438536,"Assault by firearm","Injured nerves"
.2417156,"Assault by firearm","Burns with <20% total burned surface area"
2.20685,"Assault by firearm","Fracture of skull"
.4292758,"Assault by firearm","Other injuries of muscle & tendon and other dislocations"
12.02821,"Assault by firearm","Spinal cord lesion below neck level"
.0366931,"Assault by firearm","Dislocation of knee"
.5615726,"Assault by firearm","Severe chest Injury"
.1377503,"Assault by firearm","Environmental factors (e.g. temperature, pressure, electricity)"
2.462887,"Assault by sharp object","Fracture of skull"
.4391091,"Assault by sharp object","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
.3090628,"Assault by sharp object","Environmental factors (e.g. temperature, pressure, electricity)"
.0241172,"Assault by sharp object","Fracture of sternum or rib(s)"
.0304019,"Assault by sharp object","Amputation of finger (excluding thumb)"
2.85654,"Assault by sharp object","Moderate to severe traumatic brain injury"
1.003996,"Assault by sharp object","Severe chest Injury"
2.932683,"Assault by sharp object","Contusion"
4.967352,"Assault by sharp object","Fracture of neck of femur"
1.585966,"Assault by sharp object","Fracture of hand bone"
3.957784,"Assault by sharp object","Spinal cord lesion below neck level"
.2215463,"Assault by sharp object","Fracture of clavicle, scapula, or humerus"
.0590261,"Assault by sharp object","Dislocation of knee"
15.86579,"Assault by sharp object","Multiple significant injuries"
2.740789,"Assault by sharp object","Poisoning"
.6595458,"Assault by sharp object","Burns with <20% total burned surface area"
1.595441,"Assault by sharp object","Fracture of femur, other than femoral neck"
.8102746,"Assault by sharp object","Fracture of foot bone"
1.544038,"Assault by sharp object","Fracture of vertebral column"
12.11608,"Assault by sharp object","Internal hemorrhage in abdomen or pelvis"
3.209819,"Assault by sharp object","Other injuries of muscle & tendon and other dislocations"
1.045727,"Assault by sharp object","Minor traumatic brain injury"
.3925796,"Assault by sharp object","Fracture of radius or ulna"
.3834546,"Assault by sharp object","Crush injury"
50.18685,"Assault by sharp object","Open wound"
.0815061,"Assault by sharp object","Fracture of face bone"
1.113626,"Assault by sharp object","Injury to eyes (including foreign body eye)"
3.202017,"Assault by sharp object","Injured nerves"
11.41403,"Assault by sharp object","Complications of medical treatment"
2.921752,"Assault by sharp object","Spinal cord lesion at neck level"
.6577132,"Assault by sharp object","Fracture of pelvis"
.9846312,"Assault by sharp object","Dislocation of shoulder"
.0408448,"Assault by sharp object","Non-fatal submersion"
.1629531,"Assault by sharp object","Dislocation of hip"
3.404777,"Assault by sharp object","Fracture of patella, tibia, fibula, or ankle"
.6653904,"Assault by other means","Severe chest Injury"
1.419348,"Assault by other means","Fracture of sternum or rib(s)"
2.499804,"Assault by other means","Environmental factors (e.g. temperature, pressure, electricity)"
.5942978,"Assault by other means","Dislocation of hip"
4.757704,"Assault by other means","Fracture of radius or ulna"
29.88531,"Assault by other means","Fracture of patella, tibia, fibula, or ankle"
50.83678,"Assault by other means","Fracture of neck of femur"
5.287687,"Assault by other means","Fracture of pelvis"
.1564614,"Assault by other means","Dislocation of knee"
111.9015,"Assault by other means","Open wound"
4.191998,"Assault by other means","Other injuries of muscle & tendon and other dislocations"
.7073491,"Assault by other means","Crush injury"
.0133606,"Assault by other means","Amputation of finger (excluding thumb)"
14.14279,"Assault by other means","Fracture of femur, other than femoral neck"
8.398885,"Assault by other means","Fracture of skull"
14.34492,"Assault by other means","Fracture of hand bone"
29.98899,"Assault by other means","Contusion"
59.8599,"Assault by other means","Poisoning"
26.3386,"Assault by other means","Moderate to severe traumatic brain injury"
2.087952,"Assault by other means","Fracture of foot bone"
101.2553,"Assault by other means","Multiple significant injuries"
13.42872,"Assault by other means","Internal hemorrhage in abdomen or pelvis"
24.46546,"Assault by other means","Fracture of vertebral column"
27.37923,"Assault by other means","Complications of medical treatment"
8.034853,"Assault by other means","Spinal cord lesion at neck level"
1.561661,"Assault by other means","Fracture of face bone"
2.7291,"Assault by other means","Dislocation of shoulder"
11.27624,"Assault by other means","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
1.159787,"Assault by other means","Fracture of clavicle, scapula, or humerus"
17.19801,"Assault by other means","Minor traumatic brain injury"
2.122905,"Assault by other means","Injury to eyes (including foreign body eye)"
13.13539,"Assault by other means","Spinal cord lesion below neck level"
.0995302,"Assault by other means","Non-fatal submersion"
2.797338,"Assault by other means","Injured nerves"
8.256143,"Assault by other means","Burns with <20% total burned surface area"
17.5794,"Unintentional firearm injuries","Complications of medical treatment"
.076776,"Unintentional firearm injuries","Fracture of sternum or rib(s)"
.0772785,"Unintentional firearm injuries","Dislocation of knee"
14.4423,"Unintentional firearm injuries","Fracture of patella, tibia, fibula, or ankle"
4.130423,"Unintentional firearm injuries","Fracture of vertebral column"
.5637919,"Unintentional firearm injuries","Burns with <20% total burned surface area"
.3695337,"Unintentional firearm injuries","Severe chest Injury"
12.37637,"Unintentional firearm injuries","Fracture of hand bone"
.1130343,"Unintentional firearm injuries","Fracture of face bone"
.2965009,"Unintentional firearm injuries","Minor traumatic brain injury"
.0790624,"Unintentional firearm injuries","Amputation of finger (excluding thumb)"
5.23547,"Unintentional firearm injuries","Spinal cord lesion at neck level"
.823537,"Unintentional firearm injuries","Other injuries of muscle & tendon and other dislocations"
33.13689,"Unintentional firearm injuries","Open wound"
15.09444,"Unintentional firearm injuries","Fracture of neck of femur"
.0790511,"Unintentional firearm injuries","Environmental factors (e.g. temperature, pressure, electricity)"
3.110003,"Unintentional firearm injuries","Poisoning"
7.630412,"Unintentional firearm injuries","Internal hemorrhage in abdomen or pelvis"
2.555559,"Unintentional firearm injuries","Moderate to severe traumatic brain injury"
.0968672,"Unintentional firearm injuries","Dislocation of hip"
1.257411,"Unintentional firearm injuries","Fracture of radius or ulna"
1.548647,"Unintentional firearm injuries","Contusion"
1.467446,"Unintentional firearm injuries","Injury to eyes (including foreign body eye)"
1.160093,"Unintentional firearm injuries","Fracture of skull"
.2397673,"Unintentional firearm injuries","Fracture of clavicle, scapula, or humerus"
3.667951,"Unintentional firearm injuries","Multiple significant injuries"
.299709,"Unintentional firearm injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
2.257109,"Unintentional firearm injuries","Fracture of pelvis"
.0023186,"Unintentional firearm injuries","Non-fatal submersion"
1.934107,"Unintentional firearm injuries","Injured nerves"
2.5336,"Unintentional firearm injuries","Dislocation of shoulder"
4.087294,"Unintentional firearm injuries","Fracture of femur, other than femoral neck"
.1131971,"Unintentional firearm injuries","Crush injury"
5.801765,"Unintentional firearm injuries","Spinal cord lesion below neck level"
1.236059,"Unintentional firearm injuries","Fracture of foot bone"
12.48364,"Other exposure to mechanical forces","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
107.478,"Other exposure to mechanical forces","Internal hemorrhage in abdomen or pelvis"
3.010893,"Other exposure to mechanical forces","Severe chest Injury"
19.60837,"Other exposure to mechanical forces","Dislocation of shoulder"
1.8834,"Other exposure to mechanical forces","Dislocation of knee"
160.9485,"Other exposure to mechanical forces","Fracture of neck of femur"
34.46013,"Other exposure to mechanical forces","Other injuries of muscle & tendon and other dislocations"
34.10073,"Other exposure to mechanical forces","Minor traumatic brain injury"
28.60575,"Other exposure to mechanical forces","Fracture of foot bone"
2.677132,"Other exposure to mechanical forces","Dislocation of hip"
.0129842,"Other exposure to mechanical forces","Non-fatal submersion"
2.501294,"Other exposure to mechanical forces","Fracture of face bone"
9.938466,"Other exposure to mechanical forces","Burns with <20% total burned surface area"
356.3862,"Other exposure to mechanical forces","Contusion"
541.2367,"Other exposure to mechanical forces","Fracture of hand bone"
4.903706,"Other exposure to mechanical forces","Amputation of finger (excluding thumb)"
10.42333,"Other exposure to mechanical forces","Spinal cord lesion at neck level"
3.487211,"Other exposure to mechanical forces","Fracture of clavicle, scapula, or humerus"
29.47384,"Other exposure to mechanical forces","Injured nerves"
11.91359,"Other exposure to mechanical forces","Crush injury"
138.204,"Other exposure to mechanical forces","Fracture of vertebral column"
31.81409,"Other exposure to mechanical forces","Fracture of pelvis"
1.738583,"Other exposure to mechanical forces","Fracture of sternum or rib(s)"
18.98396,"Other exposure to mechanical forces","Fracture of skull"
56.78217,"Other exposure to mechanical forces","Fracture of femur, other than femoral neck"
14.88219,"Other exposure to mechanical forces","Poisoning"
42.77752,"Other exposure to mechanical forces","Injury to eyes (including foreign body eye)"
3.887333,"Other exposure to mechanical forces","Spinal cord lesion below neck level"
73.54929,"Other exposure to mechanical forces","Multiple significant injuries"
34.94326,"Other exposure to mechanical forces","Moderate to severe traumatic brain injury"
30.13661,"Other exposure to mechanical forces","Fracture of radius or ulna"
284.5083,"Other exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
.9917926,"Other exposure to mechanical forces","Environmental factors (e.g. temperature, pressure, electricity)"
1653.155,"Other exposure to mechanical forces","Open wound"
94.7149,"Other exposure to mechanical forces","Complications of medical treatment"
.3014992,"Unintentional suffocation","Dislocation of hip"
7.8783,"Unintentional suffocation","Fracture of patella, tibia, fibula, or ankle"
9.275187,"Unintentional suffocation","Fracture of neck of femur"
22.83941,"Unintentional suffocation","Spinal cord lesion below neck level"
3.936905,"Unintentional suffocation","Poisoning"
.1591385,"Unintentional suffocation","Minor traumatic brain injury"
.4113714,"Unintentional suffocation","Fracture of pelvis"
.0764996,"Unintentional suffocation","Crush injury"
8.218108,"Unintentional suffocation","Fracture of hand bone"
.0380567,"Unintentional suffocation","Fracture of sternum or rib(s)"
.000103,"Unintentional suffocation","Multiple significant injuries"
.0072625,"Unintentional suffocation","Fracture of face bone"
.0723925,"Unintentional suffocation","Amputation of finger (excluding thumb)"
.1243966,"Unintentional suffocation","Injured nerves"
.2252546,"Unintentional suffocation","Severe chest Injury"
.0706932,"Unintentional suffocation","Fracture of foot bone"
1.019542,"Unintentional suffocation","Moderate to severe traumatic brain injury"
31.87993,"Unintentional suffocation","Open wound"
.0123983,"Unintentional suffocation","Fracture of clavicle, scapula, or humerus"
3.927178,"Unintentional suffocation","Fracture of vertebral column"
