value,source,target
.2145129,"Pulmonary aspiration and foreign body in airway","Fracture of clavicle, scapula, or humerus"
.5483443,"Assault by firearm","Fracture of clavicle, scapula, or humerus"
14.62651,"Pedestrian road injuries by road vehicle","Fracture of clavicle, scapula, or humerus"
9.93594,"Other exposure to mechanical forces","Fracture of clavicle, scapula, or humerus"
1.284799,"Venomous animal contact","Fracture of clavicle, scapula, or humerus"
.9899453,"Collective violence and legal intervention","Fracture of clavicle, scapula, or humerus"
3.218538,"Fire, heat, and hot substances","Fracture of clavicle, scapula, or humerus"
1.302966,"Non-venomous animal contact","Fracture of clavicle, scapula, or humerus"
5.190751,"Other transport injuries","Fracture of clavicle, scapula, or humerus"
10.65484,"Exposure to mechanical forces","Fracture of clavicle, scapula, or humerus"
2.515337,"Interpersonal violence","Fracture of clavicle, scapula, or humerus"
.0647823,"Foreign body in other body part","Fracture of clavicle, scapula, or humerus"
.5511335,"Assault by sharp object","Fracture of clavicle, scapula, or humerus"
2.097521,"Other road injuries","Fracture of clavicle, scapula, or humerus"
.0219317,"Unintentional suffocation","Fracture of clavicle, scapula, or humerus"
.6969655,"Unintentional firearm injuries","Fracture of clavicle, scapula, or humerus"
2.587766,"Animal contact","Fracture of clavicle, scapula, or humerus"
9.601691,"Cyclist road injuries","Fracture of clavicle, scapula, or humerus"
21.32611,"Falls","Fracture of face bone"
3.150913,"Other unintentional injuries","Fracture of face bone"
7.838145,"Interpersonal violence","Fracture of face bone"
8.414257,"Motor vehicle road injuries","Fracture of face bone"
.2021689,"Exposure to forces of nature","Fracture of face bone"
.02858,"Foreign body in eyes","Fracture of face bone"
.2486805,"Other road injuries","Fracture of face bone"
3.146158,"Fire, heat, and hot substances","Fracture of face bone"
.2462049,"Foreign body in other body part","Fracture of face bone"
2.716984,"Animal contact","Fracture of face bone"
7.123908,"Assault by other means","Fracture of face bone"
1.1379,"Drowning","Fracture of face bone"
.476254,"Venomous animal contact","Fracture of face bone"
.3897076,"Unintentional firearm injuries","Fracture of face bone"
8.15413,"Other transport injuries","Fracture of face bone"
11.73607,"Other exposure to mechanical forces","Fracture of face bone"
.2076491,"Self-harm","Fracture of face bone"
28.27911,"Road injuries","Fracture of face bone"
2.240729,"Non-venomous animal contact","Fracture of face bone"
.0140069,"Unintentional suffocation","Fracture of face bone"
.1114292,"Pulmonary aspiration and foreign body in airway","Fracture of face bone"
3.244813,"Collective violence and legal intervention","Fracture of face bone"
12.13979,"Exposure to mechanical forces","Fracture of face bone"
10.11935,"Motorcyclist road injuries","Fracture of face bone"
.0655405,"Poisonings","Fracture of face bone"
6.146749,"Pedestrian road injuries by road vehicle","Fracture of face bone"
3.350073,"Cyclist road injuries","Fracture of face bone"
.4196293,"Assault by sharp object","Fracture of face bone"
.2946071,"Assault by firearm","Fracture of face bone"
4.132692,"Venomous animal contact","Fracture of foot bone"
83.40862,"Motorcyclist road injuries","Fracture of foot bone"
1.947883,"Self-harm","Fracture of foot bone"
77.30568,"Other exposure to mechanical forces","Fracture of foot bone"
1.132397,"Exposure to forces of nature","Fracture of foot bone"
6.332751,"Non-venomous animal contact","Fracture of foot bone"
80.83485,"Exposure to mechanical forces","Fracture of foot bone"
13.58468,"Fire, heat, and hot substances","Fracture of foot bone"
1.931594,"Other road injuries","Fracture of foot bone"
2.332198,"Assault by sharp object","Fracture of foot bone"
10.46544,"Animal contact","Fracture of foot bone"
2.674556,"Assault by firearm","Fracture of foot bone"
.3384371,"Foreign body in eyes","Fracture of foot bone"
4.097217,"Assault by other means","Fracture of foot bone"
.9624222,"Pulmonary aspiration and foreign body in airway","Fracture of foot bone"
24.49183,"Motor vehicle road injuries","Fracture of foot bone"
257.6574,"Falls","Fracture of foot bone"
17.61006,"Other unintentional injuries","Fracture of foot bone"
38.92317,"Pedestrian road injuries by road vehicle","Fracture of foot bone"
1.062064,"Foreign body in other body part","Fracture of foot bone"
9.103972,"Interpersonal violence","Fracture of foot bone"
21.90034,"Drowning","Fracture of foot bone"
7.83623,"Cyclist road injuries","Fracture of foot bone"
3.454054,"Unintentional firearm injuries","Fracture of foot bone"
.3680377,"Poisonings","Fracture of foot bone"
30.2595,"Other transport injuries","Fracture of foot bone"
3.026233,"Collective violence and legal intervention","Fracture of foot bone"
156.5915,"Road injuries","Fracture of foot bone"
.075105,"Unintentional suffocation","Fracture of foot bone"
1.183424,"Other road injuries","Fracture of hand bone"
.4563104,"Pulmonary aspiration and foreign body in airway","Fracture of hand bone"
2.630371,"Assault by sharp object","Fracture of hand bone"
.2301039,"Poisonings","Fracture of hand bone"
76.68977,"Road injuries","Fracture of hand bone"
.0166024,"Unintentional suffocation","Fracture of hand bone"
2.327746,"Unintentional firearm injuries","Fracture of hand bone"
31.29258,"Motorcyclist road injuries","Fracture of hand bone"
11.27595,"Animal contact","Fracture of hand bone"
6.346767,"Non-venomous animal contact","Fracture of hand bone"
4.92918,"Venomous animal contact","Fracture of hand bone"
9.524785,"Cyclist road injuries","Fracture of hand bone"
14.44454,"Motor vehicle road injuries","Fracture of hand bone"
6.879798,"Assault by other means","Fracture of hand bone"
121.8412,"Exposure to mechanical forces","Fracture of hand bone"
18.68028,"Other unintentional injuries","Fracture of hand bone"
119.4968,"Other exposure to mechanical forces","Fracture of hand bone"
1.502895,"Assault by firearm","Fracture of hand bone"
12.56682,"Other transport injuries","Fracture of hand bone"
2.373211,"Self-harm","Fracture of hand bone"
1.12565,"Foreign body in other body part","Fracture of hand bone"
145.8446,"Falls","Fracture of hand bone"
11.01307,"Interpersonal violence","Fracture of hand bone"
1.047836,"Exposure to forces of nature","Fracture of hand bone"
3.233125,"Collective violence and legal intervention","Fracture of hand bone"
20.24445,"Pedestrian road injuries by road vehicle","Fracture of hand bone"
9.981295,"Drowning","Fracture of hand bone"
.0860952,"Foreign body in eyes","Fracture of hand bone"
14.75281,"Fire, heat, and hot substances","Fracture of hand bone"
272.4745,"Other unintentional injuries","Fracture of neck of femur"
24.62233,"Unintentional firearm injuries","Fracture of neck of femur"
6.038486,"Assault by sharp object","Fracture of neck of femur"
11.85996,"Exposure to forces of nature","Fracture of neck of femur"
9.012859,"Unintentional suffocation","Fracture of neck of femur"
10.13517,"Venomous animal contact","Fracture of neck of femur"
21.80324,"Animal contact","Fracture of neck of femur"
225.608,"Cyclist road injuries","Fracture of neck of femur"
1.839923,"Foreign body in eyes","Fracture of neck of femur"
39.4557,"Fire, heat, and hot substances","Fracture of neck of femur"
38.9827,"Other road injuries","Fracture of neck of femur"
163.583,"Other transport injuries","Fracture of neck of femur"
546.2634,"Motor vehicle road injuries","Fracture of neck of femur"
1.850368,"Poisonings","Fracture of neck of femur"
196.4579,"Other exposure to mechanical forces","Fracture of neck of femur"
62.17335,"Interpersonal violence","Fracture of neck of femur"
379.1855,"Pedestrian road injuries by road vehicle","Fracture of neck of femur"
11.53593,"Assault by firearm","Fracture of neck of femur"
309.8996,"Motorcyclist road injuries","Fracture of neck of femur"
11.66807,"Non-venomous animal contact","Fracture of neck of femur"
1499.939,"Road injuries","Fracture of neck of femur"
13.77063,"Pulmonary aspiration and foreign body in airway","Fracture of neck of femur"
31.23659,"Foreign body in other body part","Fracture of neck of femur"
44.59893,"Assault by other means","Fracture of neck of femur"
1444.202,"Falls","Fracture of neck of femur"
230.0931,"Exposure to mechanical forces","Fracture of neck of femur"
3.06391,"Self-harm","Fracture of neck of femur"
212.1673,"Collective violence and legal intervention","Fracture of neck of femur"
264.9794,"Drowning","Fracture of neck of femur"
.1018561,"Poisonings","Amputation of both upper limbs"
6.076344,"Non-venomous animal contact","Amputation of both upper limbs"
71.25266,"Falls","Amputation of both upper limbs"
1.47e-06,"Unintentional suffocation","Amputation of both upper limbs"
.1613934,"Foreign body in other body part","Amputation of both upper limbs"
11.8843,"Assault by sharp object","Amputation of both upper limbs"
27.0632,"Unintentional firearm injuries","Amputation of both upper limbs"
36.25816,"Other unintentional injuries","Amputation of both upper limbs"
.5794073,"Other road injuries","Amputation of both upper limbs"
5.289373,"Motorcyclist road injuries","Amputation of both upper limbs"
1.905389,"Assault by other means","Amputation of both upper limbs"
179.5649,"Exposure to mechanical forces","Amputation of both upper limbs"
1.799661,"Exposure to forces of nature","Amputation of both upper limbs"
53.39042,"Road injuries","Amputation of both upper limbs"
14.79081,"Collective violence and legal intervention","Amputation of both upper limbs"
.1056417,"Foreign body in eyes","Amputation of both upper limbs"
2.874955,"Venomous animal contact","Amputation of both upper limbs"
2.606933,"Cyclist road injuries","Amputation of both upper limbs"
81.10489,"Other transport injuries","Amputation of both upper limbs"
23.85317,"Pedestrian road injuries by road vehicle","Amputation of both upper limbs"
1.061965,"Drowning","Amputation of both upper limbs"
21.06154,"Motor vehicle road injuries","Amputation of both upper limbs"
8.951299,"Animal contact","Amputation of both upper limbs"
24.48201,"Fire, heat, and hot substances","Amputation of both upper limbs"
152.5017,"Other exposure to mechanical forces","Amputation of both upper limbs"
.0901618,"Pulmonary aspiration and foreign body in airway","Amputation of both upper limbs"
.4908643,"Assault by firearm","Amputation of both upper limbs"
14.28056,"Interpersonal violence","Amputation of both upper limbs"
7.053658,"Self-harm","Amputation of both upper limbs"
30.759,"Venomous animal contact","Fracture of patella, tibia, fibula, or ankle"
918.4504,"Other transport injuries","Fracture of patella, tibia, fibula, or ankle"
16.69244,"Exposure to forces of nature","Fracture of patella, tibia, fibula, or ankle"
1019.753,"Other unintentional injuries","Fracture of patella, tibia, fibula, or ankle"
4.294684,"Poisonings","Fracture of patella, tibia, fibula, or ankle"
3756.696,"Falls","Fracture of patella, tibia, fibula, or ankle"
91.35274,"Non-venomous animal contact","Fracture of patella, tibia, fibula, or ankle"
932.8239,"Pedestrian road injuries by road vehicle","Fracture of patella, tibia, fibula, or ankle"
1.488172,"Foreign body in eyes","Fracture of patella, tibia, fibula, or ankle"
454.3658,"Cyclist road injuries","Fracture of patella, tibia, fibula, or ankle"
100.389,"Assault by other means","Fracture of patella, tibia, fibula, or ankle"
40.73977,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle"
1063.7,"Motorcyclist road injuries","Fracture of patella, tibia, fibula, or ankle"
120.822,"Drowning","Fracture of patella, tibia, fibula, or ankle"
122.1117,"Animal contact","Fracture of patella, tibia, fibula, or ankle"
1736.489,"Motor vehicle road injuries","Fracture of patella, tibia, fibula, or ankle"
4252.335,"Road injuries","Fracture of patella, tibia, fibula, or ankle"
99.95886,"Fire, heat, and hot substances","Fracture of patella, tibia, fibula, or ankle"
64.95687,"Other road injuries","Fracture of patella, tibia, fibula, or ankle"
10.7453,"Self-harm","Fracture of patella, tibia, fibula, or ankle"
1475.153,"Other exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
158.5669,"Interpersonal violence","Fracture of patella, tibia, fibula, or ankle"
12.50398,"Unintentional suffocation","Fracture of patella, tibia, fibula, or ankle"
1523.175,"Exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
17.43806,"Assault by sharp object","Fracture of patella, tibia, fibula, or ankle"
50.42115,"Collective violence and legal intervention","Fracture of patella, tibia, fibula, or ankle"
3.782629,"Pulmonary aspiration and foreign body in airway","Fracture of patella, tibia, fibula, or ankle"
11.2736,"Foreign body in other body part","Fracture of patella, tibia, fibula, or ankle"
35.518,"Unintentional firearm injuries","Fracture of patella, tibia, fibula, or ankle"
11.84701,"Fire, heat, and hot substances","Fracture of pelvis"
6.324213,"Non-venomous animal contact","Fracture of pelvis"
6.308131,"Assault by firearm","Fracture of pelvis"
18.85896,"Interpersonal violence","Fracture of pelvis"
10.17731,"Collective violence and legal intervention","Fracture of pelvis"
211.3547,"Other exposure to mechanical forces","Fracture of pelvis"
89.30403,"Motorcyclist road injuries","Fracture of pelvis"
5.546318,"Unintentional firearm injuries","Fracture of pelvis"
492.1319,"Road injuries","Fracture of pelvis"
9.342654,"Drowning","Fracture of pelvis"
10.69508,"Animal contact","Fracture of pelvis"
108.358,"Pedestrian road injuries by road vehicle","Fracture of pelvis"
1.926234,"Assault by sharp object","Fracture of pelvis"
25.208,"Cyclist road injuries","Fracture of pelvis"
171.189,"Other transport injuries","Fracture of pelvis"
217.7142,"Exposure to mechanical forces","Fracture of pelvis"
4.370873,"Venomous animal contact","Fracture of pelvis"
.4784728,"Foreign body in other body part","Fracture of pelvis"
.5899048,"Pulmonary aspiration and foreign body in airway","Fracture of pelvis"
225.0304,"Falls","Fracture of pelvis"
.181336,"Foreign body in eyes","Fracture of pelvis"
3.54146,"Exposure to forces of nature","Fracture of pelvis"
.4561716,"Poisonings","Fracture of pelvis"
.8132845,"Unintentional suffocation","Fracture of pelvis"
1.176283,"Self-harm","Fracture of pelvis"
5.949001,"Other road injuries","Fracture of pelvis"
10.6246,"Assault by other means","Fracture of pelvis"
263.3129,"Motor vehicle road injuries","Fracture of pelvis"
143.3998,"Other unintentional injuries","Fracture of pelvis"
.1547072,"Poisonings","Fracture of radius or ulna"
41.59093,"Road injuries","Fracture of radius or ulna"
.0275349,"Unintentional suffocation","Fracture of radius or ulna"
3.084855,"Drowning","Fracture of radius or ulna"
9.610689,"Pedestrian road injuries by road vehicle","Fracture of radius or ulna"
1.674874,"Venomous animal contact","Fracture of radius or ulna"
.30347,"Self-harm","Fracture of radius or ulna"
.1192674,"Foreign body in other body part","Fracture of radius or ulna"
12.3351,"Exposure to mechanical forces","Fracture of radius or ulna"
8.861625,"Motor vehicle road injuries","Fracture of radius or ulna"
.0239454,"Foreign body in eyes","Fracture of radius or ulna"
.5006382,"Exposure to forces of nature","Fracture of radius or ulna"
.2063709,"Pulmonary aspiration and foreign body in airway","Fracture of radius or ulna"
11.88442,"Other exposure to mechanical forces","Fracture of radius or ulna"
.3105155,"Assault by firearm","Fracture of radius or ulna"
.4231448,"Unintentional firearm injuries","Fracture of radius or ulna"
1.828291,"Other road injuries","Fracture of radius or ulna"
109.2531,"Falls","Fracture of radius or ulna"
1.990651,"Assault by other means","Fracture of radius or ulna"
.6782656,"Assault by sharp object","Fracture of radius or ulna"
2.979431,"Interpersonal violence","Fracture of radius or ulna"
3.075475,"Fire, heat, and hot substances","Fracture of radius or ulna"
4.089967,"Other transport injuries","Fracture of radius or ulna"
14.83327,"Motorcyclist road injuries","Fracture of radius or ulna"
.3947873,"Collective violence and legal intervention","Fracture of radius or ulna"
3.411839,"Other unintentional injuries","Fracture of radius or ulna"
1.676583,"Non-venomous animal contact","Fracture of radius or ulna"
6.457054,"Cyclist road injuries","Fracture of radius or ulna"
3.351457,"Animal contact","Fracture of radius or ulna"
48.42313,"Other unintentional injuries","Fracture of skull"
7.047102,"Non-venomous animal contact","Fracture of skull"
117.6906,"Motorcyclist road injuries","Fracture of skull"
111.1143,"Other transport injuries","Fracture of skull"
1.43626,"Venomous animal contact","Fracture of skull"
73.5881,"Interpersonal violence","Fracture of skull"
8.098806,"Assault by firearm","Fracture of skull"
.3091091,"Drowning","Fracture of skull"
53.61369,"Assault by other means","Fracture of skull"
.2400907,"Exposure to forces of nature","Fracture of skull"
.123509,"Pulmonary aspiration and foreign body in airway","Fracture of skull"
11.87562,"Assault by sharp object","Fracture of skull"
3.699538,"Other road injuries","Fracture of skull"
6.074812,"Fire, heat, and hot substances","Fracture of skull"
178.5162,"Exposure to mechanical forces","Fracture of skull"
415.7585,"Road injuries","Fracture of skull"
1.278294,"Self-harm","Fracture of skull"
.2093173,"Poisonings","Fracture of skull"
1.88485,"Unintentional suffocation","Fracture of skull"
2.55793,"Unintentional firearm injuries","Fracture of skull"
.3260453,"Foreign body in eyes","Fracture of skull"
17.59292,"Collective violence and legal intervention","Fracture of skull"
140.2104,"Motor vehicle road injuries","Fracture of skull"
336.4775,"Falls","Fracture of skull"
134.3194,"Pedestrian road injuries by road vehicle","Fracture of skull"
19.83868,"Cyclist road injuries","Fracture of skull"
4.168297,"Foreign body in other body part","Fracture of skull"
174.0733,"Other exposure to mechanical forces","Fracture of skull"
8.483363,"Animal contact","Fracture of skull"
.2106765,"Unintentional firearm injuries","Fracture of sternum or rib(s)"
10.21958,"Cyclist road injuries","Fracture of sternum or rib(s)"
1.365918,"Non-venomous animal contact","Fracture of sternum or rib(s)"
1.38069,"Animal contact","Fracture of sternum or rib(s)"
.1640434,"Drowning","Fracture of sternum or rib(s)"
12.69236,"Other exposure to mechanical forces","Fracture of sternum or rib(s)"
11.20178,"Other unintentional injuries","Fracture of sternum or rib(s)"
.0026535,"Exposure to forces of nature","Fracture of sternum or rib(s)"
.2982728,"Assault by sharp object","Fracture of sternum or rib(s)"
.0110619,"Assault by firearm","Fracture of sternum or rib(s)"
.6013671,"Other road injuries","Fracture of sternum or rib(s)"
5.348778,"Assault by other means","Fracture of sternum or rib(s)"
.0036235,"Foreign body in other body part","Fracture of sternum or rib(s)"
44.48202,"Road injuries","Fracture of sternum or rib(s)"
.0147725,"Venomous animal contact","Fracture of sternum or rib(s)"
.0833477,"Unintentional suffocation","Fracture of sternum or rib(s)"
.2629464,"Fire, heat, and hot substances","Fracture of sternum or rib(s)"
.0194752,"Pulmonary aspiration and foreign body in airway","Fracture of sternum or rib(s)"
23.97934,"Falls","Fracture of sternum or rib(s)"
5.658112,"Interpersonal violence","Fracture of sternum or rib(s)"
206.4479,"Other transport injuries","Fracture of sternum or rib(s)"
.0287948,"Self-harm","Fracture of sternum or rib(s)"
.0344794,"Poisonings","Fracture of sternum or rib(s)"
5.524623,"Motorcyclist road injuries","Fracture of sternum or rib(s)"
12.98346,"Exposure to mechanical forces","Fracture of sternum or rib(s)"
25.64571,"Motor vehicle road injuries","Fracture of sternum or rib(s)"
2.490741,"Pedestrian road injuries by road vehicle","Fracture of sternum or rib(s)"
.0021413,"Foreign body in eyes","Fracture of sternum or rib(s)"
8.020381,"Collective violence and legal intervention","Fracture of sternum or rib(s)"
264.6005,"Cyclist road injuries","Fracture of vertebral column"
312.2212,"Motor vehicle road injuries","Fracture of vertebral column"
1027.255,"Other unintentional injuries","Fracture of vertebral column"
1.313709,"Venomous animal contact","Fracture of vertebral column"
27.1484,"Assault by firearm","Fracture of vertebral column"
33.18303,"Assault by other means","Fracture of vertebral column"
22.52211,"Fire, heat, and hot substances","Fracture of vertebral column"
13.12467,"Animal contact","Fracture of vertebral column"
11.81096,"Non-venomous animal contact","Fracture of vertebral column"
537.0267,"Other exposure to mechanical forces","Fracture of vertebral column"
.8053694,"Pulmonary aspiration and foreign body in airway","Fracture of vertebral column"
9.530378,"Drowning","Fracture of vertebral column"
557.2624,"Exposure to mechanical forces","Fracture of vertebral column"
2.174406,"Foreign body in other body part","Fracture of vertebral column"
7.539647,"Assault by sharp object","Fracture of vertebral column"
13.94221,"Unintentional firearm injuries","Fracture of vertebral column"
.2937072,"Foreign body in eyes","Fracture of vertebral column"
249.3876,"Other transport injuries","Fracture of vertebral column"
244.8595,"Pedestrian road injuries by road vehicle","Fracture of vertebral column"
989.7756,"Falls","Fracture of vertebral column"
67.87107,"Interpersonal violence","Fracture of vertebral column"
6.293381,"Unintentional suffocation","Fracture of vertebral column"
933.2904,"Road injuries","Fracture of vertebral column"
106.2226,"Motorcyclist road injuries","Fracture of vertebral column"
5.386752,"Other road injuries","Fracture of vertebral column"
11.30905,"Exposure to forces of nature","Fracture of vertebral column"
2.379799,"Self-harm","Fracture of vertebral column"
28.36932,"Collective violence and legal intervention","Fracture of vertebral column"
.4079018,"Poisonings","Fracture of vertebral column"
6.180033,"Assault by sharp object","Fracture of femur, other than femoral neck"
4.231733,"Exposure to forces of nature","Fracture of femur, other than femoral neck"
762.7634,"Falls","Fracture of femur, other than femoral neck"
51.90429,"Cyclist road injuries","Fracture of femur, other than femoral neck"
25.1213,"Assault by other means","Fracture of femur, other than femoral neck"
300.9351,"Motorcyclist road injuries","Fracture of femur, other than femoral neck"
290.2401,"Pedestrian road injuries by road vehicle","Fracture of femur, other than femoral neck"
30.65957,"Animal contact","Fracture of femur, other than femoral neck"
13.39456,"Assault by firearm","Fracture of femur, other than femoral neck"
1049.468,"Road injuries","Fracture of femur, other than femoral neck"
.8063793,"Poisonings","Fracture of femur, other than femoral neck"
24.81535,"Non-venomous animal contact","Fracture of femur, other than femoral neck"
10.96025,"Other road injuries","Fracture of femur, other than femoral neck"
1.617722,"Pulmonary aspiration and foreign body in airway","Fracture of femur, other than femoral neck"
5.844241,"Venomous animal contact","Fracture of femur, other than femoral neck"
3.512207,"Foreign body in other body part","Fracture of femur, other than femoral neck"
10.35338,"Collective violence and legal intervention","Fracture of femur, other than femoral neck"
32.71772,"Fire, heat, and hot substances","Fracture of femur, other than femoral neck"
